# title: 2022 President by Barangay
# unit: votes
# mode: lead
# colors: Bongbong Marcos=#bb1e1e; Leni Robredo=#ec1c8f; Manny Pacquiao=#33a02c; Isko Moreno=#1f78b4; Ping Lacson=#6a3d9a; Faisal Mangondato=#999999; Ernesto Abella=#7f7f7f; Leody de Guzman=#ff7f00; Norberto Gonzales=#8c510a; Jose Montemayor=#b15928
# series: Bongbong Marcos; Leni Robredo; Manny Pacquiao; Isko Moreno; Ping Lacson; Faisal Mangondato; Ernesto Abella; Leody de Guzman; Norberto Gonzales; Jose Montemayor
# Source: COMELEC 2022 transparency results (public domain, RA 8293 s.176)
psgc,label,Bongbong Marcos,Leni Robredo,Manny Pacquiao,Isko Moreno,Ping Lacson,Faisal Mangondato,Ernesto Abella,Leody de Guzman,Norberto Gonzales,Jose Montemayor
1380605065,BARANGAY 363,437,123,1,136,9,3,1,3,2,1
1380605066,BARANGAY 364,529,272,15,327,22,0,0,1,0,2
1380605067,BARANGAY 365,705,234,14,272,18,15,0,0,0,1
1380605069,BARANGAY 366,268,171,2,165,18,2,1,1,2,0
1380605070,BARANGAY 367,562,277,11,246,22,1,0,1,2,2
1380605071,BARANGAY 368,254,184,8,207,13,0,0,0,0,0
1380605072,BARANGAY 369,296,130,4,164,13,0,0,1,1,1
1380605073,BARANGAY 370,220,99,7,171,11,0,0,2,0,0
1380605074,BARANGAY 371,144,146,5,150,14,0,0,0,1,0
1380605075,BARANGAY 372,308,201,13,262,10,4,1,2,1,1
1380605076,BARANGAY 373,883,447,12,945,22,1,0,1,4,1
1380605077,BARANGAY 374,625,429,16,703,24,3,0,3,1,1
1380605078,BARANGAY 375,822,251,10,845,16,2,0,1,0,0
1380605079,BARANGAY 376,262,175,15,324,12,1,0,1,0,1
1380605080,BARANGAY 377,194,118,7,182,5,0,0,1,0,0
1380605081,BARANGAY 378,334,149,8,319,11,1,0,0,0,0
1380605082,BARANGAY 379,123,75,3,156,5,0,0,0,0,0
1380605083,BARANGAY 380,235,186,2,133,5,0,0,0,1,0
1380605084,BARANGAY 381,324,224,4,287,11,0,0,1,1,10
1380605085,BARANGAY 382,168,109,5,144,4,0,0,2,0,0
1380606001,BARANGAY 395,312,123,7,179,8,0,0,2,0,1
1380606002,BARANGAY 396,230,186,5,119,7,0,0,1,0,0
1380606003,BARANGAY 397,250,273,7,90,14,0,0,0,1,0
1380606004,BARANGAY 398,420,332,1,299,17,0,0,1,0,1
1380606005,BARANGAY 399,214,120,3,156,2,0,0,0,0,1
1380606006,BARANGAY 400,352,142,6,159,15,0,0,2,0,0
1380606007,BARANGAY 401,482,209,14,439,11,5,0,1,2,0
1380606008,BARANGAY 402,686,269,8,419,17,3,0,2,1,0
1380606009,BARANGAY 403,217,125,7,123,6,2,1,1,0,0
1380606010,BARANGAY 404,187,112,17,165,4,2,0,0,0,0
1380606011,BARANGAY 405,149,93,1,79,8,0,0,0,0,0
1380606012,BARANGAY 406,126,127,0,88,7,0,0,1,0,0
1380606013,BARANGAY 407,347,204,7,158,8,0,0,0,0,2
1380606014,BARANGAY 408,339,179,3,133,10,0,0,3,0,1
1380606015,BARANGAY 409,480,355,6,508,11,0,0,1,1,0
1380606016,BARANGAY 410,400,156,5,286,9,2,0,2,0,1
1380606017,BARANGAY 411,365,237,6,313,17,0,0,1,1,0
1380606018,BARANGAY 412,274,326,4,117,10,1,0,0,0,1
1380606019,BARANGAY 413,319,242,2,170,17,3,0,1,0,0
1380606020,BARANGAY 414,215,178,0,117,4,1,0,0,1,0
1380606021,BARANGAY 415,222,199,2,146,10,1,0,1,0,0
1380606022,BARANGAY 416,163,84,3,136,4,0,0,0,1,0
1380606023,BARANGAY 417,374,255,6,320,16,0,0,3,1,1
1380606024,BARANGAY 418,620,370,12,467,28,1,0,1,1,6
1380606025,BARANGAY 419,409,303,2,321,10,0,0,0,0,0
1380606026,BARANGAY 420,641,368,23,509,22,1,0,4,2,1
1380606027,BARANGAY 421,278,248,12,156,8,0,0,2,0,1
1380606028,BARANGAY 422,583,210,10,329,10,1,0,2,0,1
1380606029,BARANGAY 423,337,254,9,189,21,0,0,2,0,0
1380606030,BARANGAY 424,318,264,10,218,18,0,0,1,0,0
1380606031,BARANGAY 425,323,277,5,180,16,0,0,0,1,0
1380606032,BARANGAY 426,262,206,6,134,9,1,0,0,4,0
1380606033,BARANGAY 427,176,169,5,74,12,0,2,0,0,4
1380606034,BARANGAY 428,304,190,3,137,6,0,0,2,0,0
1380606035,BARANGAY 429,348,220,9,319,14,0,0,2,1,0
1380606036,BARANGAY 430,103,74,1,57,2,1,0,2,0,0
1380606037,BARANGAY 431,163,140,1,128,4,3,0,0,1,0
1380606038,BARANGAY 432,988,456,15,641,9,1,0,4,3,0
1380606039,BARANGAY 433,88,87,1,70,3,0,0,0,1,0
1380606040,BARANGAY 434,240,226,7,162,12,1,0,0,0,0
1380606041,BARANGAY 435,184,193,3,139,10,0,0,3,0,0
1380606042,BARANGAY 436,295,156,1,207,15,0,1,1,0,0
1380606043,BARANGAY 437,156,151,3,132,8,0,0,1,0,0
1380606044,BARANGAY 438,197,108,3,155,4,0,1,0,1,0
1380606045,BARANGAY 439,314,198,9,232,15,0,0,3,0,0
1380606046,BARANGAY 440,192,131,1,192,11,0,1,1,1,0
1380606047,BARANGAY 441,147,127,0,83,9,1,0,2,0,0
1380606048,BARANGAY 442,142,85,2,99,10,0,1,1,1,0
1380606049,BARANGAY 443,214,156,7,183,14,0,0,3,0,0
1380606050,BARANGAY 444,185,172,2,144,6,0,0,0,0,0
1380606051,BARANGAY 445,201,154,2,172,10,0,0,0,0,0
1380606052,BARANGAY 446,212,145,0,142,9,1,0,0,0,0
1380606053,BARANGAY 447,193,164,3,138,9,0,0,1,0,2
1380606054,BARANGAY 448,204,143,4,204,10,0,1,1,0,0
1380606055,BARANGAY 449,351,203,2,151,15,2,0,0,0,0
1380606056,BARANGAY 450,450,243,3,312,16,0,0,4,0,0
1380606057,BARANGAY 451,240,161,1,214,13,0,1,0,0,1
1380606058,BARANGAY 452,418,258,9,220,14,0,2,1,4,1
1380606059,BARANGAY 453,407,215,8,225,13,3,0,0,1,0
1380606060,BARANGAY 454,190,154,1,100,6,0,0,1,0,0
1380606061,BARANGAY 455,262,156,4,154,5,0,0,1,0,1
1380606062,BARANGAY 456,306,244,10,302,12,0,1,0,0,0
1380606063,BARANGAY 457,128,127,2,105,14,1,0,0,0,1
1380606064,BARANGAY 458,448,244,9,421,13,1,0,1,2,0
1380606065,BARANGAY 459,125,129,3,73,14,0,0,0,0,0
1380606066,BARANGAY 460,123,164,3,101,5,0,0,0,1,1
1380606067,BARANGAY 461,121,112,5,101,9,0,0,0,1,0
1380606068,BARANGAY 462,235,133,10,73,5,0,0,1,0,0
1380606069,BARANGAY 463,148,92,16,254,3,0,0,0,0,0
1380606070,BARANGAY 464,466,230,11,427,25,1,1,1,1,1
1380606071,BARANGAY 465,85,93,1,54,1,0,0,0,0,0
1380606072,BARANGAY 466,161,117,4,64,7,0,0,0,0,2
1380606073,BARANGAY 467,115,104,7,75,7,1,0,1,0,1
1380606074,BARANGAY 468,122,111,1,52,6,1,0,0,0,0
1380606075,BARANGAY 469,153,132,8,57,3,0,0,1,0,0
1380606076,BARANGAY 470,217,155,2,88,8,0,0,0,1,0
1380606077,BARANGAY 471,140,167,5,127,4,0,0,1,1,0
1380606078,BARANGAY 472,366,139,6,190,13,0,1,1,1,0
1380606079,BARANGAY 473,334,185,2,293,12,1,2,1,0,0
1380606080,BARANGAY 474,325,206,7,172,9,0,1,2,0,0
1380606081,BARANGAY 475,342,265,7,285,9,1,0,1,0,1
1380606082,BARANGAY 476,151,216,2,121,12,0,0,0,0,0
1380606083,BARANGAY 477,249,165,4,135,5,0,0,1,1,0
1380606084,BARANGAY 478,279,230,1,131,4,0,0,1,0,0
1380606085,BARANGAY 479,137,158,1,57,4,0,0,0,0,0
1380606086,BARANGAY 480,175,162,3,90,6,0,0,0,0,0
1380606087,BARANGAY 481,70,71,1,44,3,0,0,0,0,0
1380606088,BARANGAY 482,147,133,0,103,6,1,0,0,0,0
1380606089,BARANGAY 483,197,174,4,233,13,0,0,1,2,0
1380606090,BARANGAY 484,315,286,6,204,14,1,0,1,1,0
1380606091,BARANGAY 485,281,151,8,259,3,0,0,4,0,0
1380606092,BARANGAY 486,204,221,4,128,5,0,0,0,0,0
1380606093,BARANGAY 487,269,178,5,182,10,0,0,1,0,0
1380606094,BARANGAY 488,157,154,1,107,5,0,1,0,0,0
1380606095,BARANGAY 489,174,224,4,81,10,0,0,1,1,1
1380606096,BARANGAY 490,216,60,1,62,1,1,0,0,0,0
1380606097,BARANGAY 491,137,113,2,100,8,0,0,1,0,0
1380606098,BARANGAY 492,263,173,4,154,17,0,0,1,0,0
1380606099,BARANGAY 493,322,168,5,195,10,1,1,0,0,2
1380606100,BARANGAY 494,410,308,8,270,25,1,1,2,0,0
1380606101,BARANGAY 495,346,283,6,247,23,1,0,2,0,0
1380606102,BARANGAY 496,268,167,2,143,6,0,0,0,0,0
1380606103,BARANGAY 497,248,172,8,142,11,0,0,0,0,0
1380606104,BARANGAY 498,223,164,3,147,12,0,0,0,0,0
1380606105,BARANGAY 499,337,207,10,265,12,1,0,0,1,0
1380606106,BARANGAY 500,392,305,6,352,22,0,0,0,1,0
1380606107,BARANGAY 501,170,135,5,98,9,1,0,0,1,0
1380606108,BARANGAY 502,165,146,3,78,15,0,0,1,1,0
1380606109,BARANGAY 503,193,209,0,142,6,0,0,1,0,0
1380606110,BARANGAY 504,244,183,2,110,14,0,0,1,2,0
1380606111,BARANGAY 505,227,151,2,152,9,1,0,0,0,1
1380606112,BARANGAY 506,97,107,6,76,7,0,0,0,0,0
1380606113,BARANGAY 507,330,271,1,154,10,1,0,2,0,0
1380606114,BARANGAY 508,172,168,4,118,11,0,0,0,0,0
1380606115,BARANGAY 509,237,154,7,156,10,2,1,2,0,0
1380606116,BARANGAY 510,149,154,3,109,14,0,1,2,0,0
1380606117,BARANGAY 511,280,180,6,190,6,1,0,1,0,1
1380606118,BARANGAY 512,372,290,8,263,9,0,0,3,0,0
1380606119,BARANGAY 513,457,397,11,201,16,0,0,2,1,2
1380606120,BARANGAY 514,362,299,3,211,8,0,0,0,1,0
1380606121,BARANGAY 515,453,413,11,265,30,1,0,0,1,1
1380606122,BARANGAY 516,255,207,6,149,7,0,0,0,0,0
1380606123,BARANGAY 517,171,165,5,85,11,0,0,1,0,1
1380606124,BARANGAY 518,289,309,10,188,24,0,2,1,1,0
1380606125,BARANGAY 519,306,206,1,109,10,1,1,0,0,0
1380606126,BARANGAY 520,243,133,5,136,6,0,0,0,0,0
1380606127,BARANGAY 521,372,323,9,209,20,0,0,2,0,0
1380606128,BARANGAY 522,242,185,1,107,9,0,0,0,0,0
1380606129,BARANGAY 523,240,212,1,187,10,0,0,1,0,0
1380606130,BARANGAY 524,249,186,11,131,12,0,0,2,1,1
1380606131,BARANGAY 525,146,142,4,107,7,0,1,1,0,1
1380606132,BARANGAY 526,186,111,4,110,4,0,0,0,1,0
1380606133,BARANGAY 527,365,251,5,328,14,0,0,1,0,0
1380606134,BARANGAY 528,268,155,6,188,6,2,0,2,1,1
1380606135,BARANGAY 529,182,176,4,163,3,0,0,1,0,0
1380606136,BARANGAY 530,169,87,4,67,5,0,0,0,0,0
1380606137,BARANGAY 531,314,218,6,126,11,0,0,0,1,1
1380606138,BARANGAY 532,237,180,7,97,7,1,0,1,1,0
1380606139,BARANGAY 533,189,156,3,124,11,0,0,0,0,1
1380606140,BARANGAY 534,191,186,1,180,6,0,0,1,0,0
1380606142,BARANGAY 536,207,176,2,211,14,1,1,1,0,0
1380606143,BARANGAY 537,238,138,1,149,15,1,1,1,0,1
1380606144,BARANGAY 538,268,178,4,168,13,0,1,0,0,0
1380606145,BARANGAY 539,155,146,11,81,3,0,0,0,1,1
1380606146,BARANGAY 540,452,336,3,220,17,0,0,2,0,0
1380606147,BARANGAY 541,200,126,6,197,4,1,0,1,0,0
1380606148,BARANGAY 542,101,109,0,140,7,0,0,0,1,0
1380606149,BARANGAY 543,121,113,0,80,4,1,0,0,0,1
1380606150,BARANGAY 544,31,19,2,28,0,0,0,0,0,0
1380606151,BARANGAY 545,270,99,6,210,2,0,1,0,1,0
1380606152,BARANGAY 546,222,136,0,172,12,1,1,1,0,0
1380606153,BARANGAY 547,222,189,4,163,2,0,0,1,0,0
1380606154,BARANGAY 548,222,154,3,80,8,0,0,1,1,1
1380606155,BARANGAY 549,117,139,5,139,7,0,0,1,0,0
1380606156,BARANGAY 550,174,124,1,112,2,0,0,0,0,0
1380606157,BARANGAY 551,160,151,5,132,8,0,0,1,0,1
1380606158,BARANGAY 552,216,151,3,168,15,0,0,0,1,0
1380606159,BARANGAY 553,246,170,5,272,7,1,0,0,0,0
1380606160,BARANGAY 554,315,232,4,202,12,1,1,0,2,1
1380606161,BARANGAY 555,214,189,2,125,12,0,0,0,0,0
1380606162,BARANGAY 556,159,125,4,97,4,0,1,0,0,0
1380606163,BARANGAY 557,273,204,8,246,19,0,0,0,0,0
1380606164,BARANGAY 558,223,199,2,256,9,0,0,3,1,0
1380606165,BARANGAY 559,339,193,3,277,13,0,1,1,1,1
1380606166,BARANGAY 560,224,203,5,129,16,0,1,0,0,1
1380606167,BARANGAY 561,521,218,7,533,11,2,0,1,2,1
1380606168,BARANGAY 562,479,265,8,464,10,1,0,1,0,2
1380606169,BARANGAY 563,408,220,8,255,18,0,0,0,1,0
1380606170,BARANGAY 564,310,200,6,237,10,1,0,1,2,0
1380606171,BARANGAY 565,466,261,12,320,17,0,0,0,0,1
1380606172,BARANGAY 566,510,268,5,334,15,1,0,0,0,0
1380606173,BARANGAY 567,200,157,4,123,6,0,0,0,0,1
1380606174,BARANGAY 568,383,253,12,327,8,1,0,0,0,0
1380606175,BARANGAY 569,604,300,8,257,15,1,1,2,0,1
1380606176,BARANGAY 570,520,305,4,254,9,0,0,2,1,6
1380606177,BARANGAY 571,501,272,7,329,17,2,1,4,1,1
1380606178,BARANGAY 572,441,230,8,333,19,2,0,4,0,0
1380606179,BARANGAY 573,229,130,3,195,6,0,0,1,0,0
1380606180,BARANGAY 574,264,131,0,320,6,0,0,0,0,0
1380606181,BARANGAY 575,359,206,3,193,17,0,1,2,0,0
1380606182,BARANGAY 576,467,265,4,601,16,3,1,2,1,2
1380606183,BARANGAY 577,192,130,1,150,13,0,1,1,1,0
1380606184,BARANGAY 578,244,191,2,118,9,2,0,1,0,0
1380606185,BARANGAY 579,414,199,10,316,15,2,0,0,0,0
1380606186,BARANGAY 580,470,257,9,284,12,0,0,0,0,1
1380606187,BARANGAY 581,510,363,6,313,35,1,1,2,0,0
1380606188,BARANGAY 582,361,219,5,344,10,1,0,1,0,0
1380606189,BARANGAY 583,208,143,4,252,25,1,0,1,0,0
1380606190,BARANGAY 584,630,412,5,555,34,0,1,2,0,1
1380606191,BARANGAY 585,149,184,6,118,26,1,0,0,0,0
1380606192,BARANGAY 586,526,417,8,307,26,0,0,2,1,0
1380606193,BARANGAY 587  ,337,241,6,127,16,0,1,0,0,0
1380606194,BARANGAY 587-A,284,243,3,173,9,0,1,0,0,3
1380606195,BARANGAY 588,235,164,6,106,12,1,1,0,0,0
1380606196,BARANGAY 589,177,142,4,48,4,0,1,1,0,0
1380606197,BARANGAY 590,609,369,10,497,30,0,0,1,0,0
1380606198,BARANGAY 591,489,326,4,299,18,1,0,2,0,0
1380606199,BARANGAY 592,422,314,1,265,11,2,0,1,1,0
1380606200,BARANGAY 593,387,253,0,255,10,0,1,0,0,0
1380606201,BARANGAY 594,302,162,5,93,10,0,0,1,0,0
1380606202,BARANGAY 595,534,310,5,295,14,0,1,1,2,1
1380606203,BARANGAY 596,431,286,7,323,15,1,1,2,0,0
1380606204,BARANGAY 597,431,290,8,197,10,0,0,3,1,0
1380606205,BARANGAY 598,2162,989,44,1112,42,2,3,2,3,6
1380606206,BARANGAY 599,733,361,15,351,19,2,3,1,3,0
1380606207,BARANGAY 600,888,476,22,580,35,2,0,3,3,4
1380606208,BARANGAY 601,1321,827,15,830,45,1,2,1,4,2
1380606209,BARANGAY 602,322,296,23,158,25,1,1,1,0,1
1380606210,BARANGAY 603,101,91,0,40,11,1,0,1,1,0
1380606211,BARANGAY 604,284,167,6,284,6,0,1,0,0,0
1380606212,BARANGAY 605,112,206,7,66,10,0,0,2,1,1
1380606213,BARANGAY 606,99,80,1,73,1,7,0,1,0,0
1380606214,BARANGAY 607,333,134,3,249,11,0,1,2,1,0
1380606215,BARANGAY 608,105,118,1,66,12,0,0,0,0,0
1380606216,BARANGAY 609,193,188,1,172,12,1,0,2,2,1
1380606217,BARANGAY 610,131,139,1,64,14,0,0,0,0,0
1380606218,BARANGAY 611,155,158,5,96,11,0,0,2,0,1
1380606219,BARANGAY 612,100,159,0,63,10,0,0,0,0,0
1380606220,BARANGAY 613,95,100,2,42,3,0,0,0,0,0
1380606221,BARANGAY 614,149,116,1,44,3,0,0,1,0,0
1380606222,BARANGAY 615,202,98,4,222,6,0,0,3,1,0
1380606223,BARANGAY 616,219,217,9,95,7,0,1,0,1,0
1380606224,BARANGAY 617,124,145,0,70,10,0,0,1,1,0
1380606225,BARANGAY 618,199,161,5,89,5,1,0,0,1,0
1380606226,BARANGAY 619,273,228,3,132,7,0,0,2,1,0
1380606227,BARANGAY 620,120,135,3,99,9,0,0,0,1,0
1380606228,BARANGAY 621,476,200,10,320,9,0,1,3,2,0
1380606229,BARANGAY 622,258,246,4,99,8,0,0,2,0,1
1380606230,BARANGAY 623,172,171,4,130,7,0,0,0,1,1
1380606231,BARANGAY 624,252,217,0,150,8,0,0,3,0,0
1380606232,BARANGAY 625,241,213,2,166,15,3,2,1,0,0
1380606233,BARANGAY 626,266,254,10,135,15,0,0,0,0,0
1380606234,BARANGAY 627,223,236,9,116,16,0,1,1,0,0
1380606235,BARANGAY 628,1762,1091,49,1175,50,3,1,7,4,1
1380606236,BARANGAY 629,458,252,5,189,17,0,3,1,0,1
1380606237,BARANGAY 630,337,270,5,169,10,0,0,1,0,0
1380606238,BARANGAY 631,553,273,13,298,6,0,0,1,0,0
1380606239,BARANGAY 632,260,147,14,187,4,0,0,0,0,2
1380606240,BARANGAY 633,332,149,7,274,10,1,0,2,0,0
1380606241,BARANGAY 634,392,291,16,199,19,0,2,0,0,0
1380606242,BARANGAY 635,187,141,5,98,8,0,1,4,0,0
1380606243,BARANGAY 636,487,217,7,268,13,0,1,1,0,0
1380607001,BARANGAY 637,288,164,3,216,13,0,1,2,0,1
1380607002,BARANGAY 638,187,132,1,76,10,0,0,0,0,0
1380607003,BARANGAY 639,214,95,1,82,8,0,1,1,0,0
1380607004,BARANGAY 640,334,283,7,153,30,0,1,0,0,2
1380607005,BARANGAY 641,210,147,2,101,10,0,1,1,0,0
1380607006,BARANGAY 642,252,179,3,173,12,0,0,1,1,0
1380607007,BARANGAY 643,160,129,4,145,6,0,0,0,0,0
1380607008,BARANGAY 644,171,110,2,158,9,0,1,2,0,0
1380607009,BARANGAY 645,361,241,6,368,13,5,0,1,0,1
1380607010,BARANGAY 646,364,206,6,132,15,0,0,1,0,1
1380607011,BARANGAY 647,241,74,11,88,1,39,0,0,0,0
1380607012,BARANGAY 648,300,399,16,391,5,304,2,1,3,0
1380608001,BARANGAY 659,236,136,8,160,10,0,0,0,0,0
1380608002,BARANGAY 659-A,447,400,14,240,30,1,0,0,2,1
1380608003,BARANGAY 660,129,126,4,80,4,0,0,0,1,1
1380608004,BARANGAY 660-A,314,181,4,76,10,1,0,0,0,0
1380608005,BARANGAY 661,122,100,1,76,8,0,0,0,0,1
1380608008,BARANGAY 666,369,158,26,61,10,2,5,1,0,1
1380608009,BARANGAY 667,548,165,9,300,4,3,0,3,0,0
1380608010,BARANGAY 668,272,100,8,82,12,1,0,0,0,0
1380608011,BARANGAY 669,786,670,26,302,14,6,0,4,5,2
1380608012,BARANGAY 670,544,408,19,158,8,19,1,1,0,0
1380608013,BARANGAY 663,210,115,3,83,6,0,0,0,0,0
1380608014,BARANGAY 663-A,113,196,1,47,4,0,0,0,0,0
1380608015,BARANGAY 664,99,38,3,92,2,0,0,0,0,0
1380609001,BARANGAY 654,258,178,3,230,6,0,0,0,1,1
1380609002,BARANGAY 655,427,218,9,412,14,5,2,1,1,0
1380609003,BARANGAY 656,174,59,5,190,8,0,0,2,0,0
1380609004,BARANGAY 657,447,203,9,277,9,0,1,2,1,0
1380609005,BARANGAY 658,592,261,12,373,11,3,0,4,1,0
1380610004,BARANGAY 689,171,136,0,53,12,0,0,0,2,0
1380610005,BARANGAY 690,116,81,2,134,4,0,0,0,0,0
1380610006,BARANGAY 691,87,75,2,59,1,0,0,0,0,0
1380610007,BARANGAY 692,198,137,6,114,8,0,0,0,0,0
1380610008,BARANGAY 693,135,120,2,96,7,0,1,0,2,0
1380610009,BARANGAY 694,312,203,6,105,9,5,0,0,0,0
1380610010,BARANGAY 695,205,183,11,80,12,0,0,1,0,0
1380610011,BARANGAY 696,209,344,3,104,7,2,0,2,0,0
1380610012,BARANGAY 697,198,289,6,126,12,3,1,1,0,1
1380610013,BARANGAY 698,224,159,2,108,10,1,0,0,0,0
1380610014,BARANGAY 699,421,192,4,133,12,0,0,3,1,0
1380610015,BARANGAY 700,132,61,0,32,0,1,0,0,0,0
1380610016,BARANGAY 701,381,269,11,169,10,0,0,2,0,1
1380610017,BARANGAY 702,761,274,8,390,12,1,2,0,0,3
1380610018,BARANGAY 703,75,46,3,53,4,0,0,1,0,0
1380610019,BARANGAY 704,1086,451,13,676,34,6,0,3,0,0
1380610020,BARANGAY 705,623,242,11,310,12,1,1,1,0,1
1380610021,BARANGAY 706,347,160,6,176,4,2,1,1,1,0
1380610022,BARANGAY 707,289,102,7,144,7,0,0,0,0,0
1380610023,BARANGAY 708,188,131,2,191,4,1,1,1,0,0
1380610024,BARANGAY 709,218,298,3,130,9,0,0,0,0,0
1380610025,BARANGAY 710,155,103,2,82,8,0,1,1,1,0
1380610026,BARANGAY 711,270,133,8,194,12,0,1,1,1,1
1380610027,BARANGAY 712,253,173,3,285,12,3,1,2,0,0
1380610028,BARANGAY 713,307,160,3,255,6,1,0,1,1,0
1380610029,BARANGAY 714,184,182,5,150,9,0,0,0,1,0
1380610030,BARANGAY 715,104,59,2,104,2,0,0,0,0,0
1380610031,BARANGAY 716,175,83,0,144,7,0,0,1,1,0
1380610032,BARANGAY 717,186,76,1,148,8,1,0,0,0,0
1380610033,BARANGAY 718,273,119,1,282,2,1,0,2,0,1
1380610034,BARANGAY 719,478,512,8,223,14,0,3,2,1,0
1380610035,BARANGAY 720,271,181,3,256,6,1,0,2,1,0
1380610036,BARANGAY 721,138,105,3,124,4,0,0,0,2,0
1380610037,BARANGAY 722,144,144,2,63,7,0,0,1,0,0
1380610038,BARANGAY 723,126,106,0,61,3,0,0,0,0,0
1380610039,BARANGAY 724,309,319,13,275,23,0,1,1,2,0
1380610040,BARANGAY 725,112,251,1,73,7,0,0,0,0,0
1380610041,BARANGAY 726,133,152,1,51,5,0,1,0,0,0
1380610042,BARANGAY 727,165,274,2,67,11,0,0,0,0,0
1380610043,BARANGAY 728,157,155,1,95,2,0,0,0,0,0
1380610044,BARANGAY 729,98,97,0,55,2,0,0,0,0,0
1380610045,BARANGAY 730,194,241,8,126,10,0,0,1,0,0
1380610046,BARANGAY 731,541,384,8,388,25,0,0,0,0,1
1380610047,BARANGAY 732,495,344,4,414,13,1,0,2,1,0
1380610048,BARANGAY 733,631,489,5,477,13,1,1,2,1,1
1380610052,BARANGAY 738,596,409,10,743,15,2,1,1,1,0
1380610053,BARANGAY 739,629,392,12,498,23,1,1,1,1,2
1380610054,BARANGAY 740,841,470,5,722,28,1,0,2,2,0
1380610055,BARANGAY 741,362,206,12,347,5,0,0,3,1,0
1380610056,BARANGAY 742,161,78,1,126,2,0,0,0,0,0
1380610057,BARANGAY 743,334,260,4,171,13,0,1,1,0,1
1380610058,BARANGAY 744,218,178,2,125,8,3,1,0,1,0
1380610059,BARANGAY 688   ,241,171,5,128,8,0,1,0,0,0
1380610060,BARANGAY 735   ,526,247,10,425,14,1,1,2,1,0
1380610061,BARANGAY 736   ,503,265,6,427,16,0,1,2,0,1
1380610062,BARANGAY 737   ,534,296,10,568,8,0,2,1,2,0
1380610063,BARANGAY 734,176,108,0,215,3,1,0,0,0,0
1380611001,BARANGAY 662,692,307,11,506,20,0,1,2,4,0
1380611004,BARANGAY 664-A,141,47,6,108,2,0,1,0,1,0
1380611005,BARANGAY 671,241,255,5,139,15,0,0,0,1,0
1380611006,BARANGAY 672,423,304,9,239,24,0,1,3,0,0
1380611007,BARANGAY 673,596,354,16,242,31,1,1,0,1,1
1380611008,BARANGAY 674,362,272,10,379,19,2,0,0,1,1
1380611009,BARANGAY 675,486,314,8,183,9,0,3,1,2,0
1380611010,BARANGAY 676,293,273,8,154,12,0,0,1,1,2
1380611011,BARANGAY 677,270,226,6,149,20,0,0,1,0,0
1380611012,BARANGAY 678,103,188,2,50,10,0,0,0,0,1
1380611013,BARANGAY 679,488,201,7,69,14,0,2,0,3,1
1380611014,BARANGAY 680,216,208,6,89,13,1,0,1,1,0
1380611015,BARANGAY 681,244,210,5,111,4,0,1,0,1,2
1380611016,BARANGAY 682,184,169,2,70,10,0,0,1,0,2
1380611017,BARANGAY 683,208,193,2,135,6,0,1,1,0,0
1380611018,BARANGAY 684   ,544,311,4,347,16,0,0,1,3,1
1380611019,BARANGAY 685,175,200,4,92,9,0,0,0,0,1
1380611023,BARANGAY 809,302,205,4,139,12,0,0,2,0,0
1380611024,BARANGAY 810,438,301,2,261,15,0,0,3,3,2
1380611025,BARANGAY 811,426,212,9,417,13,1,1,2,0,2
1380611026,BARANGAY 812,283,274,2,219,10,1,0,3,0,0
1380611027,BARANGAY 813,191,145,0,116,4,0,0,0,0,1
1380611028,BARANGAY 814,384,248,6,329,7,0,0,0,0,0
1380611029,BARANGAY 815,580,367,10,240,20,1,3,1,0,0
1380611030,BARANGAY 816,302,161,4,224,9,0,0,0,0,0
1380611031,BARANGAY 817,203,98,2,229,5,0,0,0,0,1
1380611032,BARANGAY 818,301,225,3,390,8,0,0,0,0,0
1380611034,BARANGAY 819,354,271,4,426,10,0,0,1,0,0
1380611035,BARANGAY 820,335,196,5,299,8,0,0,0,1,0
1380611036,BARANGAY 821,267,139,4,352,7,0,0,3,0,0
1380611037,BARANGAY 822,240,209,2,384,15,0,0,2,0,0
1380611038,BARANGAY 823,438,198,4,611,14,1,0,1,1,0
1380611039,BARANGAY 824,401,132,2,358,6,1,0,1,2,0
1380611040,BARANGAY 825,67,41,1,146,3,0,1,0,1,0
1380611041,BARANGAY 826,526,313,13,394,12,1,0,0,0,3
1380611042,BARANGAY 827,497,297,20,346,19,1,2,1,0,5
1380611043,BARANGAY 828,323,291,7,423,15,1,1,0,0,3
1380611044,BARANGAY 829   ,504,197,15,204,16,0,0,0,0,1
1380611045,BARANGAY 830   ,789,486,13,164,18,0,1,5,0,1
1380611046,BARANGAY 831   ,187,321,7,163,13,0,2,0,0,1
1380611047,BARANGAY 832   ,269,92,3,126,5,0,1,0,0,0
1380611048,BARANGAY 686   ,677,355,12,385,14,3,2,1,1,0
1380611049,BARANGAY 687   ,224,186,1,167,12,1,0,0,0,2
1380612001,BARANGAY 833,450,297,4,279,14,1,1,0,0,0
1380612002,BARANGAY 834,299,179,8,349,7,1,1,1,0,0
1380612003,BARANGAY 835,506,378,9,452,15,2,0,1,0,1
1380612004,BARANGAY 836,1221,441,20,908,28,0,2,5,1,0
1380612005,BARANGAY 837,642,454,2,506,20,1,1,3,0,1
1380612006,BARANGAY 838,505,329,3,346,27,0,0,0,0,1
