# title: 2022 President by Barangay
# unit: votes
# mode: lead
# colors: Bongbong Marcos=#bb1e1e; Leni Robredo=#ec1c8f; Manny Pacquiao=#33a02c; Isko Moreno=#1f78b4; Ping Lacson=#6a3d9a; Faisal Mangondato=#999999; Ernesto Abella=#7f7f7f; Leody de Guzman=#ff7f00; Norberto Gonzales=#8c510a; Jose Montemayor=#b15928
# series: Bongbong Marcos; Leni Robredo; Manny Pacquiao; Isko Moreno; Ping Lacson; Faisal Mangondato; Ernesto Abella; Leody de Guzman; Norberto Gonzales; Jose Montemayor
# Source: COMELEC 2022 transparency results (public domain, RA 8293 s.176)
psgc,label,Bongbong Marcos,Leni Robredo,Manny Pacquiao,Isko Moreno,Ping Lacson,Faisal Mangondato,Ernesto Abella,Leody de Guzman,Norberto Gonzales,Jose Montemayor
1380612007,BARANGAY 839,533,278,13,434,17,2,0,3,0,1
1380612008,BARANGAY 840,385,239,1,262,14,2,1,0,1,3
1380612009,BARANGAY 841,443,434,8,417,21,1,0,3,1,3
1380612010,BARANGAY 842,590,345,7,698,11,0,0,3,0,0
1380612011,BARANGAY 843,1070,500,28,1134,34,0,0,5,1,2
1380612012,BARANGAY 844,651,343,13,487,14,0,1,1,0,0
1380612013,BARANGAY 845,325,226,8,342,15,0,1,1,0,0
1380612014,BARANGAY 846,492,182,2,344,8,0,1,2,0,7
1380612015,BARANGAY 847,415,213,7,253,12,1,0,1,0,0
1380612016,BARANGAY 848,319,281,7,207,18,0,1,0,0,0
1380612017,BARANGAY 849,412,213,4,420,5,3,0,0,1,0
1380612018,BARANGAY 850,487,171,7,352,9,0,1,2,0,2
1380612019,BARANGAY 851,184,112,3,152,10,0,1,0,0,0
1380612020,BARANGAY 852,203,81,2,174,8,0,0,0,0,1
1380612021,BARANGAY 853,180,65,1,161,0,0,0,1,0,0
1380612023,BARANGAY 855,361,213,4,237,11,1,1,1,1,0
1380612024,BARANGAY 856,324,197,0,227,16,0,0,1,0,0
1380612025,BARANGAY 857,516,270,4,407,14,1,1,0,2,1
1380612026,BARANGAY 858,125,89,0,98,7,0,0,0,1,0
1380612027,BARANGAY 859,552,334,3,463,13,2,2,1,0,1
1380612028,BARANGAY 860,330,250,4,210,16,2,0,2,0,1
1380612029,BARANGAY 861,200,169,2,135,13,1,0,1,1,0
1380612030,BARANGAY 862,430,347,3,284,13,0,1,1,1,1
1380612031,BARANGAY 863,242,294,4,167,18,0,0,0,0,1
1380612032,BARANGAY 864,215,135,2,117,10,0,0,0,0,1
1380612033,BARANGAY 865,300,121,7,346,10,0,0,1,0,0
1380612034,BARANGAY 867,596,296,9,528,16,1,0,1,0,2
1380612035,BARANGAY 868,537,259,6,377,5,0,0,1,0,0
1380612036,BARANGAY 870,358,188,5,335,16,0,1,2,1,1
1380612037,BARANGAY 871,413,159,2,385,9,0,0,2,1,0
1380612038,BARANGAY 872,416,191,2,475,21,2,1,0,0,0
1380612039,BARANGAY 869,322,209,4,269,9,0,1,1,0,0
1380613001,BARANGAY 649,10459,2633,998,8685,149,225,25,42,35,25
1380613002,BARANGAY 650,549,409,21,539,17,163,4,3,2,3
1380613003,BARANGAY 651,578,282,22,496,5,1,3,1,2,1
1380613004,BARANGAY 652,106,39,4,57,1,1,0,1,0,0
1380613005,BARANGAY 653,227,35,4,129,3,0,0,0,0,0
1380614002,BARANGAY 745,294,203,3,226,13,0,0,0,1,1
1380614003,BARANGAY 746,335,324,6,384,12,0,1,1,0,0
1380614004,BARANGAY 747,103,65,3,59,2,0,0,0,0,0
1380614005,BARANGAY 748,103,89,4,91,5,1,0,1,0,0
1380614006,BARANGAY 749,100,96,0,66,5,0,0,0,0,0
1380614007,BARANGAY 750,139,125,1,127,9,0,0,1,0,1
1380614008,BARANGAY 751,251,175,9,151,17,0,0,1,0,0
1380614009,BARANGAY 752,111,176,3,107,12,1,0,1,0,0
1380614010,BARANGAY 753,407,180,7,387,13,0,1,0,1,0
1380614011,BARANGAY 755,91,148,2,74,5,0,0,0,0,0
1380614012,BARANGAY 756,33,115,1,28,1,0,0,0,0,0
1380614013,BARANGAY 757,44,84,1,32,2,0,0,0,0,0
1380614014,BARANGAY 758,84,84,4,43,3,1,0,0,1,0
1380614015,BARANGAY 759,145,141,3,67,8,0,0,0,0,1
1380614016,BARANGAY 760,110,162,3,53,7,0,0,2,1,0
1380614017,BARANGAY 761,94,173,1,62,12,0,0,0,0,1
1380614018,BARANGAY 762,69,73,0,23,0,0,0,1,1,0
1380614019,BARANGAY 763,302,296,11,185,14,0,0,1,0,2
1380614020,BARANGAY 764,319,242,3,144,13,2,0,0,2,0
1380614021,BARANGAY 765,361,258,4,160,20,0,0,1,0,1
1380614022,BARANGAY 766,768,251,18,334,29,0,2,1,0,2
1380614023,BARANGAY 767,937,397,24,527,20,24,2,2,2,2
1380614024,BARANGAY 768,159,169,15,122,9,1,0,0,0,0
1380614025,BARANGAY 769,252,217,3,169,13,15,0,1,0,0
1380614026,BARANGAY 770,1584,754,29,1013,36,2,1,4,2,1
1380614027,BARANGAY 771,510,300,5,330,21,1,0,0,1,0
1380614028,BARANGAY 772,636,328,9,347,21,1,1,0,1,1
1380614029,BARANGAY 773,528,319,9,392,13,0,0,3,0,0
1380614030,BARANGAY 774,797,348,13,613,12,1,0,4,1,0
1380614031,BARANGAY 775,1806,777,26,1333,43,4,0,9,0,1
1380614032,BARANGAY 776,870,400,17,811,17,3,0,2,0,0
1380614033,BARANGAY 777,582,299,19,562,18,0,0,2,0,0
1380614034,BARANGAY 778,591,223,3,307,19,2,1,1,0,1
1380614035,BARANGAY 779,758,359,8,627,27,1,2,2,2,0
1380614036,BARANGAY 780,411,239,6,531,10,0,1,1,0,0
1380614037,BARANGAY 781,726,382,15,695,16,4,0,1,1,0
1380614038,BARANGAY 782,206,196,4,167,16,0,0,3,1,0
1380614039,BARANGAY 783,367,206,9,287,17,1,0,1,0,0
1380614040,BARANGAY 784,648,355,17,392,18,0,0,3,0,0
1380614041,BARANGAY 785,152,97,3,115,8,0,1,0,0,0
1380614042,BARANGAY 786,362,233,2,196,14,2,0,1,1,0
1380614043,BARANGAY 787,418,244,4,297,15,1,0,2,0,0
1380614044,BARANGAY 788,262,142,5,204,6,0,0,2,0,4
1380614045,BARANGAY 789,435,204,5,246,8,0,1,3,0,0
1380614046,BARANGAY 790,536,391,11,316,23,0,0,3,2,0
1380614047,BARANGAY 791,438,234,10,291,16,0,1,1,0,4
1380614048,BARANGAY 792,411,213,4,341,17,1,0,2,0,1
1380614049,BARANGAY 793,300,274,3,280,7,1,0,2,0,0
1380614050,BARANGAY 794,130,106,0,116,6,1,0,0,0,0
1380614051,BARANGAY 795,128,74,1,111,0,2,0,0,0,0
1380614052,BARANGAY 796,217,126,3,137,6,0,0,0,0,0
1380614053,BARANGAY 797,120,74,2,165,7,0,0,0,1,0
1380614054,BARANGAY 798,340,211,5,123,15,0,1,0,0,0
1380614055,BARANGAY 799,187,118,7,93,10,0,0,0,2,0
1380614056,BARANGAY 800,320,178,1,212,4,0,1,3,0,0
1380614057,BARANGAY 801,112,96,2,77,7,0,1,0,0,1
1380614058,BARANGAY 802,315,235,5,197,15,0,0,0,1,2
1380614059,BARANGAY 803,329,190,10,91,11,0,0,0,3,1
1380614060,BARANGAY 804,232,166,3,174,13,6,1,0,3,0
1380614061,BARANGAY 805,220,161,5,129,8,1,1,1,1,0
1380614062,BARANGAY 806,207,263,9,97,13,0,0,1,0,0
1380614063,BARANGAY 807,273,218,11,186,27,4,1,1,0,0
1380614064,BARANGAY 866,393,382,8,330,31,0,2,0,1,0
1380614066,BARANGAY 873,182,212,3,142,6,1,0,1,0,2
1380614067,BARANGAY 874,296,242,4,196,5,1,1,0,0,1
1380614068,BARANGAY 875,210,208,3,289,8,0,1,0,1,1
1380614069,BARANGAY 876,236,122,8,136,9,0,1,1,0,0
1380614070,BARANGAY 877,329,209,7,254,4,0,0,1,0,0
1380614071,BARANGAY 878,257,180,1,168,7,0,1,1,0,0
1380614072,BARANGAY 879,130,124,2,110,3,0,0,0,0,0
1380614073,BARANGAY 880,284,354,7,250,14,0,0,3,1,0
1380614074,BARANGAY 881,311,306,6,237,14,0,0,2,4,1
1380614075,BARANGAY 882,218,220,2,232,9,0,0,0,0,0
1380614076,BARANGAY 883,393,245,5,218,16,1,0,0,2,1
1380614077,BARANGAY 884,276,322,11,234,12,1,0,2,1,0
1380614078,BARANGAY 885,136,166,0,93,4,0,0,1,0,0
1380614079,BARANGAY 886,187,136,2,160,6,0,0,1,0,0
1380614080,BARANGAY 887,179,161,2,211,6,1,0,0,0,0
1380614081,BARANGAY 888,195,167,3,145,8,0,0,0,1,0
1380614082,BARANGAY 889,153,136,5,148,4,0,0,0,0,0
1380614083,BARANGAY 890,300,111,2,163,5,0,0,0,0,0
1380614084,BARANGAY 891,151,60,0,180,2,0,0,0,0,0
1380614085,BARANGAY 892,183,233,3,164,12,0,0,1,0,0
1380614086,BARANGAY 893,177,119,1,132,9,0,0,0,0,0
1380614087,BARANGAY 894,480,241,4,401,17,0,2,1,1,1
1380614088,BARANGAY 895,247,115,3,170,5,0,1,0,0,1
1380614089,BARANGAY 896,227,142,3,224,9,0,0,4,0,0
1380614090,BARANGAY 897,476,283,4,316,20,0,0,3,1,2
1380614091,BARANGAY 898,674,695,5,641,29,4,1,4,1,2
1380614092,BARANGAY 899,351,220,1,335,17,0,0,1,0,0
1380614093,BARANGAY 900,1680,641,34,1334,46,3,2,6,3,2
1380614094,BARANGAY 901,286,191,3,243,14,2,1,2,1,0
1380614095,BARANGAY 902,353,234,6,203,17,1,0,1,0,0
1380614096,BARANGAY 903,659,352,12,597,13,2,0,0,3,12
1380614097,BARANGAY 904,325,132,2,361,9,1,1,4,0,0
1380614098,BARANGAY 905,1120,527,20,1149,36,3,4,6,2,4
1380614099,BARANGAY 754   ,358,243,13,398,6,2,0,1,0,0
1380614100,BARANGAY 808   ,272,180,2,146,14,0,0,3,1,0
1380614101,BARANGAY 818-A,303,191,1,292,6,1,0,0,0,0
