level,region,province,name,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
municipality,Region II,Cagayan,Claveria,471286,141655,329632,201121,202992,,-1871,181362,75994,257356
municipality,Region II,Cagayan,Enrile,475408,84126,391282,217033,201746,403,15690,58005,-3959,54046
municipality,Region II,Cagayan,Gattaran,975296,177553,797743,401728,408271,,-6543,210088,40266,250354
municipality,Region II,Cagayan,Gonzaga,703420,117561,585859,315855,272066,-3082,40707,220878,-5193,215686
municipality,Region II,Cagayan,Iguig,658326,218634,439692,178202,172260,,5942,15223,42370,57593
municipality,Region II,Cagayan,Lallo,1384456,560036,824420,392532,362040,-29205,1287,133635,5087,138722
municipality,Region II,Cagayan,Lasam,718101,123344,594758,225464,202562,-7677,15225,144344,6800,151144
municipality,Region II,Cagayan,Pamplona,454405,60920,393484,162032,147452,-3969,10612,110540,-7493,103048
municipality,Region II,Cagayan,Peñablanca,836497,34056,802442,483674,422732,-230,60712,121832,13479,135312
municipality,Region II,Cagayan,Piat,376184,76339,299845,164102,122669,-4692,36740,227010,-32284,194726
municipality,Region II,Cagayan,Rizal,368890,201854,167036,128803,131334,-31013,-33543,55227,43847,99074
municipality,Region II,Cagayan,Sanchez Mira,688256,208731,479525,185873,188532,-3306,-5965,92209,76203,168411
municipality,Region II,Cagayan,Solana,1156867,289707,867161,365191,361337,4661,8515,84377,-25067,59311
municipality,Region II,Cagayan,Sta. Ana,952354,320780,631574,294640,278787,-1268,14585,210053,7890,217943
municipality,Region II,Cagayan,Sta. Praxedes,309917,53443,256474,94810,99125,4039,-277,68362,10888,79249
municipality,Region II,Cagayan,Sta. Teresita,379818,77775,302043,157549,128284,-6944,22321,84529,45706,130235
municipality,Region II,Cagayan,Sto. Niño,797327,147977,649350,254556,199566,,54990,235765,-32948,202817
municipality,Region II,Cagayan,Tuao,863009,120464,742545,300895,269606,-8146,23143,325629,-17396,308233
municipality,Region II,Isabela,Alicia,910094,425701,484392,362293,337038,-1390,23865,81309,14287,95596
municipality,Region II,Isabela,Angadanan,876891,117960,758932,235965,218041,-2621,15304,155070,35359,190428
municipality,Region II,Isabela,Aurora,1556089,442587,1113502,536679,249559,-1389,285731,414598,88424,503022
municipality,Region II,Isabela,Benito Soliven,684987,125460,559527,185701,184790,,912,47115,-17169,29946
municipality,Region II,Isabela,Burgos,896559,234939,661620,193815,152978,-2519,38318,88979,74435,163414
municipality,Region II,Isabela,Cabagan,1030875,221999,808876,309881,301353,,8528,276148,-183197,92951
municipality,Region II,Isabela,Cabatuan,757446,151301,606144,250153,196817,-9120,44217,119978,21595,141573
municipality,Region II,Isabela,Cordon,515061,69385,445676,244615,224186,-81,20348,97343,-28213,69131
municipality,Region II,Isabela,Delfin Albano,521278,101486,419792,216497,194132,-1197,21168,121435,3369,124804
municipality,Region II,Isabela,Dinapigue,928905,338895,590009,290286,250602,1798,41481,117732,-18542,99190
municipality,Region II,Isabela,Divilacan,656049,76319,579730,288588,249243,-2348,36997,235821,-3524,232298
municipality,Region II,Isabela,Echague,1527083,570919,956164,523022,575637,90166,37551,294972,-95429,199543
municipality,Region II,Isabela,Gamu,636580,171100,465479,215003,144798,-2717,67488,116723,70436,187159
municipality,Region II,Isabela,Jones,1278874,574179,704695,381846,365627,-1160,15059,121040,-74139,46901
municipality,Region II,Isabela,Luna,933378,255725,677653,258497,154166,64,104395,180995,4669,185664
municipality,Region II,Isabela,Maconacon,474214,81383,392831,196262,141525,-2730,52007,175394,94459,269854
municipality,Region II,Isabela,Mallig,1410101,184260,1225841,343712,223001,-349,120361,87344,124892,212236
municipality,Region II,Isabela,Naguilian,1120194,86243,1033951,221026,222901,-2998,-4872,89304,-23186,66118
municipality,Region II,Isabela,Palanan,667158,91947,575211,311586,259799,-3793,47994,174954,90062,265016
municipality,Region II,Isabela,Quezon,795295,218235,577060,257706,209302,-2479,45926,99282,11232,110514
municipality,Region II,Isabela,Quirino,2161014,326375,1834639,461996,241910,380,220466,498102,-57478,440624
municipality,Region II,Isabela,Ramon,1360314,473476,886838,298252,321804,1321,-22231,47677,1593,49270
municipality,Region II,Isabela,Reina Mercedes,820197,113327,706870,330011,205929,,124082,73079,14464,87542
municipality,Region II,Isabela,Roxas,1318402,293325,1025076,649068,363300,7666,293434,503395,97502,600897
municipality,Region II,Isabela,San Agustin,542999,127313,415685,184447,165300,-12156,6991,110078,966,111044
municipality,Region II,Isabela,San Guillermo,587767,90512,497255,189695,140863,5345,54177,123671,7504,131175
municipality,Region II,Isabela,San Isidro,860229,334058,526171,141689,121169,-1108,19412,40711,5197,45908
municipality,Region II,Isabela,San Manuel,538581,192009,346572,175201,179430,-192,-4422,59796,-6102,53694
municipality,Region II,Isabela,San Mariano,2200531,501782,1698749,603616,504788,55574,154401,262227,-14517,247709
municipality,Region II,Isabela,San Mateo,801324,389129,412195,388447,350342,-19449,18656,107639,40228,147867
municipality,Region II,Isabela,San Pablo,657878,81175,576702,272469,235557,-5,36907,74359,-33491,40869
municipality,Region II,Isabela,Sta. Maria,452328,201796,250532,155894,180663,25599,831,53567,4460,58026
municipality,Region II,Isabela,Sto. Tomas,295435,144984,150452,152219,133517,12830,31532,718,-509,209
municipality,Region II,Isabela,Tumauini,2117047,341380,1775667,436703,403115,-16707,16881,76152,7117,83269
municipality,Region II,Isabela,A. Castaneda,501904,177997,323907,168169,199259,-919,-32009,63264,191,63455
municipality,Region II,Isabela,Ambaguio,779527,259686,519841,127593,132998,-3087,-8492,97532,-19755,77777
municipality,Region II,Isabela,Aritao,700378,96521,603857,271367,239548,28692,60511,274233,18729,292961
municipality,Region II,Isabela,Bagabag,978018,361777,616241,223865,187353,-4505,32007,201847,33115,234962
municipality,Region II,Isabela,Bambang,885021,121011,764010,348104,286697,1254,62661,247376,28775,276151
municipality,Region II,Isabela,Bayombong,737323,149509,587814,317256,259525,26780,84511,245461,38449,283910
municipality,Region II,Isabela,Diadi,215991,49573,166417,147777,120959,-4220,22597,18188,-7467,10721
municipality,Region II,Isabela,Dupax del Norte,529968,47983,481985,229044,195544,-1186,32314,69972,4605,74577
municipality,Region II,Isabela,Dupax del Sur,775521,123516,652005,259381,204017,-5189,50175,269086,65208,334294
municipality,Region II,Isabela,Kasibu,1399466,279278,1120187,599777,402998,-2205,194573,459945,47360,507305
municipality,Region II,Isabela,Kayapa,749312,104744,644567,237093,193190,-3909,39994,141143,35974,177117
municipality,Region II,Isabela,Quezon,973269,126784,846485,362284,224453,-4382,133450,325405,-15218,310187
municipality,Region II,Isabela,Solano,1173247,151556,1021691,400491,370392,-2972,27127,293418,-18367,275052
municipality,Region II,Isabela,Sta. Fe,281346,20238,261108,198983,188507,-1802,8674,33299,-5910,27389
municipality,Region II,Isabela,Villaverde,414691,56803,357887,127361,128564,7540,6336,85761,-1342,84419
municipality,Region II,Quirino,Aglipay,321162,50050,271111,203076,167129,,35948,19469,-10302,9167
municipality,Region II,Quirino,Cabarroguis,554922,84482,470439,297034,219491,-26907,50636,193645,35556,229202
municipality,Region II,Quirino,Diffun,800840,277888,522952,302542,290162,1017,13397,168232,-42769,125463
municipality,Region II,Quirino,Maddela,909000,272679,636320,413541,412927,,614,88050,1716,89766
municipality,Region II,Quirino,Nagtipunan,1516207,119036,1397171,637928,428389,3268,212808,308336,18851,327187
municipality,Region II,Quirino,Saguday,182932,41453,141479,113640,122357,6476,-2240,30622,-3710,26913
municipality,Region III,Aurora,Baler,913480,138534,774946,385837,252067,-7464,126306,114519,11815,126334
municipality,Region III,Aurora,Casiguran,704123,96858,607266,304515,262784,3920,45651,204836,-10582,194254
municipality,Region III,Aurora,Disalag,393602,64647,328955,175018,168432,-3059,3527,101015,-25570,75445
municipality,Region III,Aurora,Dinalungan,304475,32670,271805,165272,149492,-11145,4636,35781,17535,53316
municipality,Region III,Aurora,Dingalan,670573,276738,393835,218907,239851,-2837,-23782,34224,-4601,29623
municipality,Region III,Aurora,Dipaculao,435842,35383,400459,241407,201593,1346,41160,84964,-15363,69601
municipality,Region III,Aurora,Maria Aurora,526287,129764,396523,295650,271851,-2285,21514,49340,10283,59623
municipality,Region III,Aurora,San Luis,934736,189351,745385,287921,228244,-2396,57282,196306,-24808,171498
municipality,Region III,Bataan,Abucay,659872,126465,533406,237386,217586,-849,18950,155269,-18119,137151
municipality,Region III,Bataan,Bagac,739357,192867,546491,236585,197361,-4801,34423,25913,7836,33749
municipality,Region III,Bataan,Dinalupihan,599165,341705,257461,508413,470091,-7413,30909,125508,59807,185314
municipality,Region III,Bataan,Hermosa,1316158,245169,1070988,465384,393274,-5359,66751,140378,-12020,128358
municipality,Region III,Bataan,Limay,5912685,1306095,4606590,1265302,963035,-8772,293495,1050252,-40029,1010223
municipality,Region III,Bataan,Mariveles,3976798,2117732,1859066,1627725,1235522,-18785,373418,1001158,-66991,934167
municipality,Region III,Bataan,Morong,902463,289711,612752,331710,270250,-2429,59031,194545,8048,202594
municipality,Region III,Bataan,Orani,613317,319232,294085,348053,322753,-6161,19139,92427,-6834,85593
municipality,Region III,Bataan,Orion,981917,167937,813980,301589,229415,-5373,66801,285517,-25562,259956
municipality,Region III,Bataan,Pilar,683934,139072,544861,229418,213785,-4283,11350,51643,-9623,42020
municipality,Region III,Bataan,Samal,457145,104301,352844,238643,237255,54101,55489,51188,-16258,34931
municipality,Region III,Bulacan,Angat,773800,139327,634474,369743,248609,-4571,116563,250381,-38909,211472
municipality,Region III,Bulacan,Balagtas,840224,200254,639970,420360,398713,-4981,16666,197906,-64314,133592
municipality,Region III,Bulacan,Bocaue,687587,217812,469775,618581,580023,-9739,28819,270293,-68861,201432
municipality,Region III,Bulacan,Bulakan,881167,347754,533414,447426,391185,-3540,52701,145958,-16616,129342
municipality,Region III,Bulacan,Bustos,309091,91785,217306,320707,319533,,1174,76716,1686,78402
municipality,Region III,Bulacan,Calumpit,1481130,704587,776543,502641,487739,-2483,12419,300061,430,300491
municipality,Region III,Bulacan,Dona Remedios Trinidad,1315190,282130,1033060,403371,350529,2670,55512,278313,-69255,209057
municipality,Region III,Bulacan,Guiguinto,1736093,758607,977486,821041,746753,1288,75575,777671,-217873,559798
municipality,Region III,Bulacan,Hagonoy,1197024,283197,913827,478102,438249,-25,39828,86064,-2329,83735
municipality,Region III,Bulacan,Marilao,2512957,812984,1699974,1361547,1167386,-48085,146076,650693,23683,674376
municipality,Region III,Bulacan,Norzagaray,1687204,697115,990090,663597,653150,-9401,1046,649338,9034,658372
municipality,Region III,Bulacan,Obando,271459,77541,193918,256912,264218,,-7306,110962,-35772,75190
municipality,Region III,Bulacan,Pandi,1003675,469371,534304,521951,481807,-26182,13962,246011,197021,443032
municipality,Region III,Bulacan,Paombong,389336,110856,278480,218240,237884,19440,-204,74190,-12989,61201
municipality,Region III,Bulacan,Plaridel,2052740,540004,1512735,615002,551802,230291,293492,446881,-72227,374654
municipality,Region III,Bulacan,Pulilan,1609293,802458,806835,741589,677626,-15401,48562,369415,-8206,361208
municipality,Region III,Bulacan,San Ildefonso,1499143,789563,709580,656350,673443,-7211,-24304,560561,-130617,429944
municipality,Region III,Bulacan,San Miguel,1316986,545139,771846,619749,482874,-14287,122588,212174,41150,253323
municipality,Region III,Bulacan,San Rafael,1568335,250570,1317764,545980,431135,-14869,99976,702972,28567,731540
municipality,Region III,Bulacan,Sta. Maria,2572257,370272,2201985,1232355,1090315,-18967,123072,411740,-9079,402662
municipality,Region III,Nueva Ecija,Aliaga,995553,378094,617459,259575,287126,-5160,-32711,327277,-122812,204464
municipality,Region III,Nueva Ecija,Bongabon,1180036,599812,580224,326500,351801,25127,-174,212876,-59779,153096
municipality,Region III,Nueva Ecija,Cabiao,604449,320823,283626,327655,307763,-7512,12379,37670,8788,46459
municipality,Region III,Nueva Ecija,Carrangalan,1237849,240962,996887,332899,285413,,47486,175629,67282,242911
municipality,Region III,Nueva Ecija,Cuyapo,1074760,465427,609333,307882,281026,-4594,22261,138813,-14406,124408
municipality,Region III,Nueva Ecija,Gabaldon,744086,317793,426293,219775,196464,41685,64995,111100,-17015,94084
municipality,Region III,Nueva Ecija,G.M. Natividad,694207,252503,441703,205248,195368,-7008,2871,74813,-30125,44688
municipality,Region III,Nueva Ecija,Gen. Tinio,620502,245468,375034,339746,297070,-2376,40300,14576,7010,21586
municipality,Region III,Nueva Ecija,Guimba,2341682,1010539,1331143,509066,497495,-8648,2923,250392,325,250717
municipality,Region III,Nueva Ecija,Jaen,820526,253560,566965,299542,256185,-7861,35496,111076,-204,110872
municipality,Region III,Nueva Ecija,Laur,681492,96171,585322,232877,203963,1395,30309,230954,24586,255540
municipality,Region III,Nueva Ecija,Licab,375595,153287,222308,142643,145820,-38,-3216,29274,5146,34420
municipality,Region III,Nueva Ecija,Llanera,1191555,736005,455550,202783,191490,12832,24126,70648,-12168,58480
municipality,Region III,Nueva Ecija,Lupao,425805,225679,200126,210866,196043,-3186,11637,4129,6863,10992
municipality,Region III,Nueva Ecija,Nampicuan,402820,133400,269420,111731,106378,-3016,2337,54195,-11068,43127
municipality,Region III,Nueva Ecija,Pantabangan,1613750,484685,1129065,301006,341459,-4687,-45141,50079,-1056,49023
municipality,Region III,Nueva Ecija,Peñaranda,463881,218020,245862,175288,190455,27568,12401,76442,3441,79883
municipality,Region III,Nueva Ecija,Quezon,641633,209940,431693,184455,200793,76282,59944,26905,-1623,25282
municipality,Region III,Nueva Ecija,Rizal,1207933,664316,543617,282433,308608,-4905,-31081,129826,-62517,67309
municipality,Region III,Nueva Ecija,San Antonio,1393605,1008609,384996,326817,346562,-5427,-25172,56918,5054,61971
municipality,Region III,Nueva Ecija,San Isidro,825127,332127,492999,237588,216381,-3924,17283,46906,9656,56562
municipality,Region III,Nueva Ecija,San Leonardo,1439049,555592,883458,303736,293316,-6419,4002,31195,-10885,20310
municipality,Region III,Nueva Ecija,Sta. Rosa,1101464,243677,857787,340500,312434,-5860,22206,113036,-11847,101189
municipality,Region III,Nueva Ecija,Sto. Domingo,593107,145517,447589,251921,221207,-984,29731,43481,-4806,38675
municipality,Region III,Nueva Ecija,Talavera,2199691,1095239,1104452,541683,595577,79673,25779,175397,-21199,154199
municipality,Region III,Nueva Ecija,Talugtog,513897,211465,302432,152210,169102,14680,-2212,28617,-121,28496
municipality,Region III,Nueva Ecija,Zaragoza,582784,182285,400499,229026,215497,-882,12647,115162,-6649,108513
municipality,Region III,Pampanga,Apalit,564137,192243,371895,469079,447679,-3826,17574,82252,-4514,77738
municipality,Region III,Pampanga,Arayat,534682,101931,432751,484860,482926,-1946,-13,93315,4673,97988
municipality,Region III,Pampanga,Bacolor,1102319,369955,732364,346213,277064,-6101,63049,369100,-30558,338541
municipality,Region III,Pampanga,Candaba,523972,124068,399904,395311,355457,,39855,27060,90925,117985
municipality,Region III,Pampanga,Florida Blanca,1035329,446457,588872,501656,461664,-8814,31177,100552,3328,103880
municipality,Region III,Pampanga,Guagua,860527,196706,663822,501398,424802,-6105,70490,343469,30940,374410
municipality,Region III,Pampanga,Lubao,1647908,504829,1143079,577837,538861,-10770,28207,664759,20604,685364
municipality,Region III,Pampanga,Macabebe,534653,292193,242460,285934,283977,395,2351,7577,-978,6599
municipality,Region III,Pampanga,Magalang,584856,147218,437638,489430,483809,-324,5297,95943,683,96626
municipality,Region III,Pampanga,Masantol,303412,63478,239935,222974,197990,-7798,17185,22546,-2149,20397
municipality,Region III,Pampanga,Mexico,1937987,390116,1547870,856173,636816,-2915,216442,529797,112388,642185
municipality,Region III,Pampanga,Minalin,329205,100778,228427,219821,211274,-268,8279,75809,11919,87728
municipality,Region III,Pampanga,Porac,1126370,185426,940944,822650,679058,-2310,141282,463948,66722,530670
municipality,Region III,Pampanga,San Luis,690285,129915,560370,212391,175454,-6851,30086,129314,-1335,127979
municipality,Region III,Pampanga,San Simon,739926,133993,605933,380390,284645,-7255,88490,112248,47492,159740
municipality,Region III,Pampanga,Sasmuan,186017,22679,163338,148471,148511,-513,-553,51921,-10489,41432
municipality,Region III,Pampanga,Sta. Ana,609108,146168,462939,225875,194711,-2089,29075,132181,-34969,97211
municipality,Region III,Pampanga,Sta. Rita,,,,,,,,,,
municipality,Region III,Pampanga,Sto. Tomas,152668,23856,128812,181164,171714,-470,8979,83783,4566,88349
municipality,Region III,Tarlac,Anao,273658,84149,189509,106710,103632,-2598,480,87050,-3392,83659
municipality,Region III,Tarlac,Bamban,837071,162551,674520,355692,294425,-9592,51675,146642,45273,191915
municipality,Region III,Tarlac,Camiling,1124998,254816,870182,359755,340267,-11712,7776,173669,19318,192987
municipality,Region III,Tarlac,Capas,1545690,684680,861010,793229,709593,-37948,45687,387267,73773,461040
municipality,Region III,Tarlac,Concepcion,1951012,901144,1049868,669562,544537,-66011,59014,259957,22976,282933
municipality,Region III,Tarlac,Gerona,1013402,235712,777690,484973,368730,-20304,95938,169216,69172,238388
municipality,Region III,Tarlac,La Paz,661652,96175,565476,288112,257056,-4399,26658,118242,-6849,111393
municipality,Region III,Tarlac,Mayantoc,723277,313553,409724,225372,195502,-5045,24825,79238,18811,98049
municipality,Region III,Tarlac,Moncada,766866,208457,558409,269984,253950,4186,20219,52203,2296,54499
municipality,Region III,Tarlac,Paniqui,1507504,475533,1031971,451410,369473,17086,99022,157503,30339,187842
municipality,Region III,Tarlac,Pura,469827,87932,381895,153252,152342,-10126,-9216,62163,12955,75117
municipality,Region III,Tarlac,Ramos,480509,149399,331110,125650,118120,-4300,3231,51872,102627,154500
municipality,Region III,Tarlac,San Clemente,282272,62877,219394,103456,92946,2490,13000,56760,16856,73616
municipality,Region III,Tarlac,San Jose,811641,211958,599683,229728,186792,-6541,36396,91624,34849,126473
municipality,Region III,Tarlac,San Manuel,825489,177546,647943,294052,231644,-6486,55923,57122,17834,74957
municipality,Region III,Tarlac,Sta. Ignacia,843193,199492,643701,348788,219726,-6473,122589,154327,6542,160869
municipality,Region III,Tarlac,Victoria,821259,227849,593410,287767,234254,-41115,12399,175496,8237,183733
municipality,Region III,Zambales,Botolan,1842978,663907,1179071,671906,652214,107920,127612,292751,-110337,182414
municipality,Region III,Zambales,Cabangan,429121,142551,286570,183996,169943,2507,16560,152253,-15685,136568
municipality,Region III,Zambales,Candelaria,735383,180725,554657,261671,254731,-5091,1849,266705,-45604,221101
municipality,Region III,Zambales,Castillejos,865486,100302,765183,313101,302216,17354,28239,194526,5332,199858
municipality,Region III,Zambales,Iba,1052391,626961,425431,332423,351521,-7354,-26452,105815,-11987,93829
municipality,Region III,Zambales,Masinloc,2815117,752215,2062902,831102,816543,-14097,462,446076,-91344,354732
municipality,Region III,Zambales,Palauig,817766,323565,494202,264600,235115,-2199,27286,151243,18696,169938
municipality,Region III,Zambales,San Antonio,841937,308316,533620,256003,265906,-4435,-14339,179867,-34620,145247
municipality,Region III,Zambales,San Felipe,415302,76275,339027,234742,177185,-10267,47290,63883,34415,98298
municipality,Region III,Zambales,San Marcelino,1148005,370392,777613,403723,344458,19025,78289,46809,129321,176130
municipality,Region III,Zambales,San Narciso,584172,90275,493896,176827,130180,-17,46630,171062,1980,173042
municipality,Region III,Zambales,Sta. Cruz,1560236,623356,936880,463634,403925,21226,80934,377595,-36636,340959
municipality,Region III,Zambales,Subic,909666,495202,414465,628618,607238,-24109,-2730,125764,2331,128096
municipality,Region IV - A,Batangas,Agoncillo,557155,81082,476073,269636,223062,-2183,44391,137145,-25331,111814
municipality,Region IV - A,Batangas,Alitagtag,427436,148122,279314,159712,146910,-3866,8937,51966,11975,63940
municipality,Region IV - A,Batangas,Balayan,1801324,638554,1162770,495408,420332,-3973,71103,168318,-103,168215
municipality,Region IV - A,Batangas,Balete,405872,187139,218733,128301,159396,33048,1953,75000,2581,77580
municipality,Region IV - A,Batangas,Bauan,2358191,817639,1540553,486263,526551,77067,36779,302193,34151,336345
municipality,Region IV - A,Batangas,Calatagan,852323,69572,782751,323852,290870,-5377,27604,151923,-43943,107979
municipality,Region IV - A,Batangas,Cuenca,474271,74949,399322,186835,177164,-3087,6584,214156,-15077,199079
municipality,Region IV - A,Batangas,Ibaan,613820,118290,495530,295084,231646,-6294,57143,185555,22121,207676
municipality,Region IV - A,Batangas,Laurel,893727,229842,663886,222599,251278,59489,30810,142315,-18715,123600
municipality,Region IV - A,Batangas,Lemery,1608592,351475,1257117,436422,482147,53497,7772,292563,2135,294698
municipality,Region IV - A,Batangas,Lian,521334,81878,439456,275423,301324,55505,29604,103957,-13473,90485
municipality,Region IV - A,Batangas,Lobo,887382,273508,613875,248138,260459,34988,22667,204605,62737,267342
municipality,Region IV - A,Batangas,Mabini,1011306,127404,883902,329700,302967,9657,36390,282226,-43543,238682
municipality,Region IV - A,Batangas,Malvar,2404446,212921,2191525,658056,354667,-10009,293379,907009,42726,949736
municipality,Region IV - A,Batangas,Mataas Na Kahoy,437860,76556,361304,167471,166651,8749,9569,167461,-2565,164896
municipality,Region IV - A,Batangas,Nasugbu,3926772,1688384,2238388,639045,627868,25526,36703,405193,-142785,262408
municipality,Region IV - A,Batangas,Padre Garcia,1118557,502011,616546,342800,333731,-7074,1995,192645,46933,239578
municipality,Region IV - A,Batangas,Rosario,1337317,161513,1175803,571087,563648,62518,69957,411401,-25768,385633
municipality,Region IV - A,Batangas,San Jose,1913120,129564,1783556,409518,404536,-27442,-22459,373320,-5083,368238
municipality,Region IV - A,Batangas,San Juan,1808986,549817,1259168,517024,542535,54040,28529,270862,-48240,222622
municipality,Region IV - A,Batangas,San Luis,375922,30066,345856,158393,142591,-3519,12283,88521,626,89147
municipality,Region IV - A,Batangas,San Nicolas,363768,51256,312512,134282,151181,22295,5397,152606,-1132,151475
municipality,Region IV - A,Batangas,San Pascual,1089930,90394,999535,379135,334155,14768,59749,189906,10661,200568
municipality,Region IV - A,Batangas,Sta. Teresita,460631,117062,343569,138691,108911,9782,39562,139090,17451,156540
municipality,Region IV - A,Batangas,Taal,557388,85132,472256,296478,241383,-3147,51949,81482,-26474,55008
municipality,Region IV - A,Batangas,Talisay,757015,134419,622596,242443,226768,12432,28107,197320,-45417,151902
municipality,Region IV - A,Batangas,Taysan,624413,108559,515853,246932,285213,45255,6974,50202,9764,59965
municipality,Region IV - A,Batangas,Tingloy,380733,121920,258813,108212,103860,11183,15535,44961,-2296,42664
municipality,Region IV - A,Batangas,Tuy,564991,114323,450668,224395,210500,-3959,9936,26564,15704,42268
municipality,Region IV - A,Cavite,Alfonso,1376347,373883,1002465,342614,315629,-3880,23105,151151,5732,156883
municipality,Region IV - A,Cavite,Amadeo,349411,82067,267344,228115,196124,-4552,27439,86154,35513,121667
municipality,Region IV - A,Cavite,Gen. Emilio Aguinaldo,294629,66536,228093,139210,118652,-3695,16863,33578,21485,55062
municipality,Region IV - A,Cavite,Gen. Mariano Alvarez,1071492,254405,817086,601563,533475,-8224,59863,268124,4799,272923
municipality,Region IV - A,Cavite,Indang,673379,198959,474420,321815,302038,7630,27408,225352,21705,247057
municipality,Region IV - A,Cavite,Kawit,1064965,566327,498638,714366,642706,-1286,70373,200625,104175,304800
municipality,Region IV - A,Cavite,Magallanes,379143,151290,227853,175524,168945,-1580,4999,47907,50098,98006
municipality,Region IV - A,Cavite,Maragondon,665842,86367,579475,217417,220268,2354,-496,103267,-24051,79215
municipality,Region IV - A,Cavite,Mendez-Nunez,461103,127584,333519,195863,185978,-2245,7641,24091,8141,32232
municipality,Region IV - A,Cavite,Naic,1907259,234009,1673250,679020,529126,3913,153807,392600,66142,458742
municipality,Region IV - A,Cavite,Noveleta,247537,80963,166574,241023,218537,-10093,12392,15421,10746,26168
municipality,Region IV - A,Cavite,Rosario,1168125,481765,686360,851041,900837,-2630,-52426,64269,-11541,52727
municipality,Region IV - A,Cavite,Silang,4778388,1291603,3486785,1596625,1267479,-12521,316625,1313821,317807,1631628
municipality,Region IV - A,Cavite,Tanza,1887093,520670,1366423,1192819,1159655,-7751,25413,779328,-121727,657601
municipality,Region IV - A,Cavite,Ternate,424841,45793,379049,144516,150847,,-6331,232617,-84027,148589
municipality,Region IV - A,Laguna,Alaminos,784154,112716,671439,291206,214124,-11224,65858,376419,60669,437088
municipality,Region IV - A,Laguna,Bay,651228,158302,492926,297083,302336,-992,-6245,281747,-25135,256613
municipality,Region IV - A,Laguna,Calauan,944186,152283,791903,353556,353395,-3846,-3685,433530,-52194,381336
municipality,Region IV - A,Laguna,Cavinti,956024,523566,432458,186645,179960,-114,6571,153685,-16734,136951
municipality,Region IV - A,Laguna,Famy,279383,130760,148622,112232,109028,-2098,1107,44888,7151,52039
municipality,Region IV - A,Laguna,Kalayaan,282774,64908,217867,159116,152236,-3032,3848,17351,36347,53699
municipality,Region IV - A,Laguna,Liliw,401235,90828,310407,170541,179062,-3553,-12074,101516,6327,107843
municipality,Region IV - A,Laguna,Los Baños,1545886,535671,1010215,476796,471313,-6365,-882,511614,-61351,450263
municipality,Region IV - A,Laguna,Luisiana,564485,170444,394041,163035,143179,-2988,16868,85994,-7631,78363
municipality,Region IV - A,Laguna,Lumban,281731,145250,136481,176795,168681,-3140,4974,25782,805,26587
municipality,Region IV - A,Laguna,Mabitac,313313,81219,232094,130813,120321,-498,9995,42003,24160,66164
municipality,Region IV - A,Laguna,Magdalena,328419,27449,300969,154894,139659,-122,15113,144794,-20083,124710
municipality,Region IV - A,Laguna,Majayjay,330547,63663,266884,157255,154784,-5878,-3408,124712,-7430,117281
municipality,Region IV - A,Laguna,Nagcarlan,700695,107225,593470,260350,264575,-2136,-6361,176088,-39898,136191
municipality,Region IV - A,Laguna,Paete,272887,37301,235586,156709,145528,-1728,9454,49195,19809,69004
municipality,Region IV - A,Laguna,Pagsanjan,311141,95109,216032,233621,217673,-5043,10905,87806,5172,92978
municipality,Region IV - A,Laguna,Pakil,356831,138269,218562,134390,142158,-10349,-18117,78341,-45990,32351
municipality,Region IV - A,Laguna,Pangil,274525,66833,207692,147071,134892,-2333,9845,70708,-67,70640
municipality,Region IV - A,Laguna,Pila,493287,91768,401519,272078,188787,-7792,75499,165303,-14094,151210
municipality,Region IV - A,Laguna,Rizal,460235,174865,285370,116460,113740,-1326,1394,15261,1324,16585
municipality,Region IV - A,Laguna,Siniloan,566394,225565,340829,256407,230352,-3189,22866,15673,14820,30493
municipality,Region IV - A,Laguna,Sta. Cruz,717575,274821,442754,511883,495014,-1997,14872,119766,-43924,75842
municipality,Region IV - A,Laguna,Sta. Maria,470131,86045,384086,178799,181939,-2067,-5207,39647,-4796,34851
municipality,Region IV - A,Laguna,Victoria,411199,113982,297217,180745,179791,-1104,-150,57774,-13258,44516
municipality,Region IV - A,Quezon,Agdangan,266362,36607,229754,96176,78215,-2133,15828,95667,-978,94689
municipality,Region IV - A,Quezon,Alabat,221893,26327,195566,123089,122324,7236,8001,50642,3066,53707
municipality,Region IV - A,Quezon,Atimonan,611572,57839,553732,313102,282247,-7551,23304,137896,-44736,93160
municipality,Region IV - A,Quezon,Buenavista,669453,84227,585226,173805,141734,-6464,25607,98672,7024,105697
municipality,Region IV - A,Quezon,Burdeos,635803,136304,499499,163598,134929,-5094,23576,305646,18273,323918
municipality,Region IV - A,Quezon,Calauag,967268,246352,720916,299789,273653,-6142,19994,295005,-9803,285203
municipality,Region IV - A,Quezon,Candelaria,1654625,213758,1440866,527733,419074,-14330,94330,602595,38894,641490
municipality,Region IV - A,Quezon,Catanauan,1316589,343346,973243,341529,291581,-8991,40957,240487,88393,328880
municipality,Region IV - A,Quezon,Dolores,428234,47531,380704,165809,144024,-2306,19479,62950,-936,62014
municipality,Region IV - A,Quezon,Gen. Luna,338284,105763,232522,140633,128311,-11577,744,30477,-3334,27143
municipality,Region IV - A,Quezon,Gen. Nakar,1302023,271335,1030688,475462,415213,-13292,46957,311424,30524,341947
