level,region,province,name,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
municipality,Region V,Camarines Sur,Minalabac,911449,167109,744340,217344,188177,-4629,24537,256952,-5118,251835
municipality,Region V,Camarines Sur,Nabua,949063,270128,678935,343126,332893,-1903,8329,104022,-11178,92844
municipality,Region V,Camarines Sur,Ocampo,522482,83514,438968,211450,180209,-17453,13788,183898,-34714,149183
municipality,Region V,Camarines Sur,Pamplona,637724,80845,556879,170405,181716,-4635,-15946,112075,1042,113117
municipality,Region V,Camarines Sur,Pasacao,870624,283165,587459,255534,212018,-8362,35154,124127,64129,188256
municipality,Region V,Camarines Sur,Pili,1108085,263336,844750,475274,382971,-7944,84359,460704,-50094,410610
municipality,Region V,Camarines Sur,Presentacion,307811,51653,256158,141622,128042,-2110,11469,14464,12139,26603
municipality,Region V,Camarines Sur,Ragay,1236304,186947,1049358,299109,249618,-19957,29533,239657,5920,245578
municipality,Region V,Camarines Sur,Sagñay,629866,156757,473109,183039,183529,-1750,-2240,194285,-12370,181914
municipality,Region V,Camarines Sur,San Fernando,799757,143638,656119,173652,144585,-43,29024,147331,17984,165315
municipality,Region V,Camarines Sur,San Jose,416273,58135,358139,169516,156895,-2267,10354,36531,6828,43359
municipality,Region V,Camarines Sur,Sipocot,745733,121624,624109,295021,241111,-859,53052,171738,-19524,152213
municipality,Region V,Camarines Sur,Siruma,288048,89589,198460,131692,130523,-2984,-1815,66214,57476,123690
municipality,Region V,Camarines Sur,Tigaon,697766,96499,601267,235140,194849,-6078,34213,190384,55606,245990
municipality,Region V,Camarines Sur,Tinambac,706826,309683,397143,320222,249939,-7308,62976,69706,118790,188496
municipality,Region V,Catanduanes,Bagamanoc,321973,158075,163897,100116,91759,-982,7376,55949,-1831,54118
municipality,Region V,Catanduanes,Baras,275067,19363,255704,112765,104061,555,9260,80190,-32511,47679
municipality,Region V,Catanduanes,Bato,295652,29897,265755,121172,104333,-648,16191,45521,-12450,33071
municipality,Region V,Catanduanes,Caramoran,375723,90023,285700,194785,188023,-122,6639,55111,8723,63834
municipality,Region V,Catanduanes,Gigmoto,223527,19615,203912,116649,108189,-1531,6929,34210,-2809,31401
municipality,Region V,Catanduanes,Pandan,324578,34669,289908,135055,121908,-6572,6575,35039,-4845,30194
municipality,Region V,Catanduanes,Panganiban,204438,72473,131965,99854,94908,,4946,51624,4694,56318
municipality,Region V,Catanduanes,San Andres,505739,66315,439424,192089,175974,-572,15543,95917,1559,97476
municipality,Region V,Catanduanes,San Miguel,247590,45217,202374,122463,117789,-335,4338,26415,-11846,14569
municipality,Region V,Catanduanes,Viga,389200,137023,252177,152762,146186,-575,6001,81063,4818,85881
municipality,Region V,Catanduanes,Virac,1547918,160953,1386965,355720,371363,-1590,-17233,222149,-49281,172868
municipality,Region V,Masbate,Aroroy,2792367,494350,2298017,689574,608681,946,81839,292471,-39526,252945
municipality,Region V,Masbate,Baleno,466246,171780,294466,173242,165128,,8114,36927,22010,58938
municipality,Region V,Masbate,Balud,574456,224092,350363,204399,221684,-2017,-19301,54167,4341,58508
municipality,Region V,Masbate,Batuan,272004,95305,176698,101957,88170,-2119,11669,31981,7976,39957
municipality,Region V,Masbate,Cataingan,821065,271839,549226,261522,218597,-6508,36417,118299,79261,197560
municipality,Region V,Masbate,Cawayan,1160431,679653,480778,310480,303814,-13075,-6409,175505,71053,246558
municipality,Region V,Masbate,Claveria,819652,149793,669859,210373,147943,-1313,61117,428674,60027,488701
municipality,Region V,Masbate,Dimasalang,747676,411909,335767,157009,159682,-4346,-7018,42443,32527,74970
municipality,Region V,Masbate,Esperanza,432090,171890,260200,109610,128661,-4009,-23060,46377,42287,88664
municipality,Region V,Masbate,Mandaon,484135,125119,359017,228083,185523,-4378,38182,118295,28522,146817
municipality,Region V,Masbate,Milagros,942382,266117,676265,330802,312710,-13151,4941,264873,47920,312793
municipality,Region V,Masbate,Mobo,526194,111139,415055,199418,161177,,38240,33775,5004,38779
municipality,Region V,Masbate,Monreal,283972,79009,204963,144053,143437,-3481,-2865,48558,15771,64330
municipality,Region V,Masbate,Palanas,,,,,,,,,,
municipality,Region V,Masbate,Pio V. Corpuz,274534,92351,182182,134933,151486,-344,-16897,26530,62808,89338
municipality,Region V,Masbate,Placer,1065286,478452,586833,243597,229673,-8454,5470,196574,72566,269140
municipality,Region V,Masbate,San Fernando,574517,58179,516339,126079,114144,-862,11073,28324,23465,51788
municipality,Region V,Masbate,San Jacinto,787716,195966,591750,169215,156412,-4747,8055,215108,31909,247018
municipality,Region V,Masbate,San Pascual,848762,222737,626025,249895,215532,179,34541,95193,93079,188272
municipality,Region V,Masbate,Uson,896173,268514,627659,242055,234737,,7318,160833,-296,160537
municipality,Region V,Sorsogon,Barcelona,548662,82966,465696,129281,185498,85569,29352,107993,-35456,72537
municipality,Region V,Sorsogon,Bulan,1473882,350456,1123426,410472,387742,23731,46460,213940,11392,225332
municipality,Region V,Sorsogon,Bulusan,642016,130105,511911,150648,153698,-4319,-7370,33355,22406,55760
municipality,Region V,Sorsogon,Casiguran,692683,79575,613109,175910,208847,66445,33508,67517,-24991,42526
municipality,Region V,Sorsogon,Castilla,818432,357964,460468,274621,255141,139,19618,105206,94366,199572
municipality,Region V,Sorsogon,Donsol,948729,286978,661751,232091,264965,48180,15306,288844,-69520,219324
municipality,Region V,Sorsogon,Gubat,919432,305972,613460,250639,286964,55923,19598,207303,-50867,156437
municipality,Region V,Sorsogon,Irosin,864606,436437,428169,259902,350082,37634,-52546,83872,13647,97519
municipality,Region V,Sorsogon,Juban,582435,127318,455117,188000,182522,3677,9154,62996,799,63795
municipality,Region V,Sorsogon,Magallanes,776253,60580,715673,193321,180584,13027,25764,96440,-35256,61184
municipality,Region V,Sorsogon,Matnog,456304,261848,194456,227040,291687,63630,-1017,11183,-2888,8295
municipality,Region V,Sorsogon,Pilar,1275827,495451,780376,407743,386199,-56549,-35005,188539,140761,329300
municipality,Region V,Sorsogon,Prieto Diaz,427956,64270,363686,122532,111421,-12409,-1299,195114,-108131,86983
municipality,Region V,Sorsogon,Santa Magdalena,236022,17076,218946,109457,93928,-3470,12059,30954,-15283,15671
municipality,Region VI,Aklan,Altavas,580867,152133,428734,161917,148450,-929,12538,88529,2205,90734
municipality,Region VI,Aklan,Balete,550584,92574,458009,164557,158126,-2775,3657,92574,-21738,70836
municipality,Region VI,Aklan,Banga,473553,117964,355589,185182,172716,-5204,7262,89785,2518,92303
municipality,Region VI,Aklan,Batan,441546,59178,382368,160291,147133,-3631,9528,72314,-12349,59965
municipality,Region VI,Aklan,Buruanga,354046,22280,331766,130268,121813,1569,10025,74100,-21048,53053
municipality,Region VI,Aklan,Ibajay,744952,160730,584222,238150,215478,4185,26857,161553,-49000,112553
municipality,Region VI,Aklan,Kalibo,2301388,1503386,798002,571530,613213,-12358,-54041,344503,-151950,192553
municipality,Region VI,Aklan,Lezo,249754,61821,187933,95918,94304,-2269,-655,67799,3289,71088
municipality,Region VI,Aklan,Libacao,978831,264266,714565,186138,203436,-6829,-24128,145049,20076,165125
municipality,Region VI,Aklan,Madalag,516087,43492,472595,168713,160963,-9541,-1791,82500,3973,86473
municipality,Region VI,Aklan,Makato,324584,38017,286567,149072,130784,-4392,13896,80430,-15335,65095
municipality,Region VI,Aklan,Malay,2030774,759534,1271240,977561,892156,-10996,74410,438048,-85025,353023
municipality,Region VI,Aklan,Malinao,594640,52386,542255,160085,122814,-4813,32458,220434,15676,236110
municipality,Region VI,Aklan,Nabas,486108,210945,275163,186996,171690,-4572,10734,103932,-56952,46980
municipality,Region VI,Aklan,New Washington,549027,80558,468469,203161,186993,-6333,9835,142458,-11618,130839
municipality,Region VI,Aklan,Numancia,590117,52524,537593,163254,122023,-1015,40215,61773,39828,101601
municipality,Region VI,Aklan,Tangalan,409007,67345,341662,134630,104478,-2871,27282,88557,20172,108730
municipality,Region VI,Antique,Anini-y,224933,30225,194708,134363,112217,-4903,17242,109676,5793,115468
municipality,Region VI,Antique,Barbaza,274419,107779,166640,152760,155071,-39,-2349,110335,-40061,70274
municipality,Region VI,Antique,Belison,341852,127350,214502,98248,102643,-157,-4552,21792,-1228,20564
municipality,Region VI,Antique,Bugasong,463862,180371,283491,204512,184852,-3709,15952,86919,-24096,62824
municipality,Region VI,Antique,Caluya,8036364,893016,7143347,2753844,903348,-2587,1847909,3305915,1299340,4605255
municipality,Region VI,Antique,Culasi,886374,383792,502582,236162,191654,-6447,38061,168301,-24782,143519
municipality,Region VI,Antique,Hamtic,619478,159442,460036,210738,188128,-1599,21010,170572,9973,180545
municipality,Region VI,Antique,Laua-an,471238,118342,352895,151016,102193,-13331,35491,177691,7425,185116
municipality,Region VI,Antique,Libertad,350683,235159,115524,124316,122274,-3601,-1559,75555,-39505,36050
municipality,Region VI,Antique,Pandan,497036,192972,304064,183567,170833,-9869,2865,104910,-2636,102274
municipality,Region VI,Antique,Patnongon,585135,136454,448682,200208,164638,-5950,29619,73001,-1156,71845
municipality,Region VI,Antique,San Jose de Buenavista,909807,328456,581351,353934,327821,-558,25556,431879,-72766,359113
municipality,Region VI,Antique,San Remigio,639407,149623,489784,239769,182045,-6146,51578,256060,-31346,224715
municipality,Region VI,Antique,Sebaste,479645,236578,243068,159819,135896,-20,23903,47298,1991,49289
municipality,Region VI,Antique,Sibalom,729200,308222,420979,295179,268161,-10559,16460,249378,-42288,207090
municipality,Region VI,Antique,Tibiao,444179,106442,337737,173843,134739,-8975,30129,211586,20831,232417
municipality,Region VI,Antique,Tobias Fornier,440239,85462,354777,166969,154963,-3758,8249,128693,8774,137467
municipality,Region VI,Antique,Valderrama,414427,88033,326395,173836,169513,-2557,1765,123090,-14166,108924
municipality,Region VI,Capiz,Cuartero,420012,63549,356463,160520,145624,-2705,12192,50344,-1614,48730
municipality,Region VI,Capiz,Dao,418708,239508,179200,161561,154713,-2239,4609,8493,4221,12714
municipality,Region VI,Capiz,Dumalag,335227,69709,265518,158673,156954,-4984,-3265,58259,6629,64888
municipality,Region VI,Capiz,Dumarao,564246,49955,514292,237200,232656,-2107,2437,96356,-20085,76270
municipality,Region VI,Capiz,Ivisan,369290,59885,309405,150250,132734,-15,17501,159396,11012,170408
municipality,Region VI,Capiz,Jamindan,472671,100027,372644,252318,222094,-14927,15297,87148,-27028,60120
municipality,Region VI,Capiz,Maayon,483005,114502,368503,188749,179371,11265,20643,113918,-16271,97648
municipality,Region VI,Capiz,Mambusao,687821,263823,423998,197295,169481,,27814,35008,3859,38867
municipality,Region VI,Capiz,Panay,553686,67983,485703,207862,187481,-673,19708,150008,-16007,134001
municipality,Region VI,Capiz,Panitan,274375,32998,241377,183346,153023,-4818,25505,106996,-14744,92252
municipality,Region VI,Capiz,Pilar,577185,66344,510841,186355,173729,13708,26334,139127,9817,148944
municipality,Region VI,Capiz,Pontevedra,435039,61880,373158,217196,204221,-2970,10004,63093,-5123,57970
municipality,Region VI,Capiz,Pres. Roxas,521398,97608,423790,166513,164143,10509,12879,44469,-1050,43419
municipality,Region VI,Capiz,Sapian,433609,101363,332246,144209,140271,-4348,-409,103723,10718,114441
municipality,Region VI,Capiz,Sigma,283983,34589,249394,164524,148752,-5242,10530,22542,-8049,14493
municipality,Region VI,Capiz,Tapaz,783345,384976,398369,331145,348153,-6814,-23821,263285,-81142,182143
municipality,Region VI,Guimaras,Buenavista,538671,105018,433653,226451,207559,-3645,15248,165302,-7385,157917
municipality,Region VI,Guimaras,Jordan,432007,124673,307334,208491,185034,,23457,154524,9941,164465
municipality,Region VI,Guimaras,Nueva Valencia,628208,168058,460149,202727,182305,-7638,12784,111099,-14332,96767
municipality,Region VI,Guimaras,San Lorenzo,411147,79495,331653,169172,149411,-3261,16500,108525,-14030,94495
municipality,Region VI,Guimaras,Sibunag,491342,112067,379276,140020,114683,-1108,24229,134097,21253,155350
municipality,Region VI,Iloilo,Ajuy,679829,171335,508494,231874,195021,-4068,32785,322816,-54023,268793
municipality,Region VI,Iloilo,Alimodian,417519,117300,300220,193786,154902,-15996,22888,52722,-8445,44277
municipality,Region VI,Iloilo,Anilao,874068,181201,692866,159479,120176,-1258,38045,106458,-43312,63147
municipality,Region VI,Iloilo,Badiangan,426274,70182,356092,137605,106840,10609,41374,129388,18181,147569
municipality,Region VI,Iloilo,Balasan,517133,65846,451287,183652,168948,-8647,6057,255482,-10067,245415
municipality,Region VI,Iloilo,Banate,500826,97186,403640,195169,160661,-3219,31289,127889,-19927,107962
municipality,Region VI,Iloilo,Barotac Nuevo,1078800,268909,809891,257776,185055,-5074,67647,523169,-103284,419885
municipality,Region VI,Iloilo,Barotac Viejo,1004436,340563,663873,238701,160353,-2806,75541,382163,1296,383459
municipality,Region VI,Iloilo,Batad,521386,201561,319825,122833,125819,-5474,-8460,176457,-18852,157605
municipality,Region VI,Iloilo,Bingawan,336687,69376,267310,114004,116056,-16880,-18932,60533,-11464,49069
municipality,Region VI,Iloilo,Cabatuan,870811,313478,557333,252115,216946,-3130,32039,156736,-2252,154484
municipality,Region VI,Iloilo,Calinog,998447,346577,651871,310941,283526,-4587,22828,170491,7320,177810
municipality,Region VI,Iloilo,Carles,998631,312571,686060,267250,230950,4311,40611,171231,-7485,163746
municipality,Region VI,Iloilo,Concepcion,692372,177858,514514,258235,238951,-14168,5117,222043,-10935,211109
municipality,Region VI,Iloilo,Dingle,1057625,101526,956099,232087,160786,-3671,67629,148338,-56289,92049
municipality,Region VI,Iloilo,Dueñas,521556,108345,413211,169996,118611,-12066,39319,147814,17616,165430
municipality,Region VI,Iloilo,Dumangas,1121742,221908,899835,365496,254346,,111150,487114,49611,536724
municipality,Region VI,Iloilo,Estancia,605243,101307,503936,235868,173301,-27283,35284,289004,21848,310853
municipality,Region VI,Iloilo,Guimbal,585498,42480,543018,219926,177768,-7126,35032,157556,10718,168274
municipality,Region VI,Iloilo,Igbaras,1005202,153567,851635,174119,139677,-6425,28017,284900,-52620,232280
municipality,Region VI,Iloilo,Janiuay,1050335,279217,771118,285145,246206,-8373,30565,407348,19413,426761
municipality,Region VI,Iloilo,Lambunao,827843,259664,568180,341276,286159,-5299,49818,162950,36591,199542
municipality,Region VI,Iloilo,Leganes,678676,153328,525348,228856,186094,-5581,37181,205227,7653,212881
municipality,Region VI,Iloilo,Lemery,605068,119993,485075,162638,138272,-8042,16324,171544,-21786,149759
municipality,Region VI,Iloilo,Leon,927611,226201,701410,239555,182298,21331,78588,345300,-24377,320924
municipality,Region VI,Iloilo,Maasin,609412,172772,436640,191208,186786,-3117,1305,158531,-50765,107766
municipality,Region VI,Iloilo,Miagao,1600734,422111,1178622,286803,213399,-3905,69499,474025,26756,500781
municipality,Region VI,Iloilo,Mina,637745,200922,436824,131994,139927,2873,-5060,55522,-10484,45038
municipality,Region VI,Iloilo,New Lucena,475621,156426,319195,128218,101556,-8759,17903,128593,-5628,122965
municipality,Region VI,Iloilo,Oton,1272373,264535,1007838,398108,376868,-10183,11057,491334,-93362,397972
municipality,Region VI,Iloilo,Pavia,1611584,398960,1212624,417564,363105,-174,54285,551349,-89808,461541
municipality,Region VI,Iloilo,Pototan,1034767,324117,710650,311274,314413,22747,19608,365073,-109328,255745
municipality,Region VI,Iloilo,San Dionisio,441166,88673,352492,210735,154993,-7398,48344,68330,5287,73618
municipality,Region VI,Iloilo,San Enrique,323682,54893,268789,181151,179227,-6560,-4636,101571,2105,103677
municipality,Region VI,Iloilo,San Joaquin,1127721,191007,936714,252450,156260,-10107,86083,615460,5039,620499
municipality,Region VI,Iloilo,San Miguel,661226,66042,595184,169139,140200,-2821,26118,173701,3535,177236
municipality,Region VI,Iloilo,San Rafael,,,,,,,,,,
municipality,Region VI,Iloilo,Sta. Barbara,1125326,420989,704337,334633,266419,-17029,51184,266291,-14454,251837
municipality,Region VI,Iloilo,Sara,468302,116902,351401,273225,258079,-12901,2244,147115,-12699,134416
municipality,Region VI,Iloilo,Tigbauan,739032,83956,655077,252413,210037,-3890,38486,196694,-7041,189653
municipality,Region VI,Iloilo,Tubungan,601857,118066,483791,173348,118726,12593,67216,139778,4675,144453
municipality,Region VI,Iloilo,Zarraga,592597,173206,419391,148938,123074,-3495,22369,85671,2523,88194
municipality,Region VI,Negros Occidental,Binalbagan,867163,269590,597573,363347,338700,-14761,9886,215058,-37036,178022
municipality,Region VI,Negros Occidental,Calatrava,1133309,200994,932315,576097,398193,-153146,24759,605863,-52452,553412
municipality,Region VI,Negros Occidental,Candoni,628889,76127,552762,182294,174739,18851,26406,5124,-1964,3160
municipality,Region VI,Negros Occidental,Cauayan,1624925,680401,944524,450616,410776,-5083,34756,328520,47186,375706
municipality,Region VI,Negros Occidental,D.S. Benedicto,567658,302048,265610,163028,133733,-4319,24977,21349,9173,30522
municipality,Region VI,Negros Occidental,E.B. Magalona,625323,287308,338015,275685,274027,-1258,400,51010,321,51331
municipality,Region VI,Negros Occidental,Hinigaran,1026432,420537,605895,417078,386774,14881,45186,232182,5631,237812
municipality,Region VI,Negros Occidental,Hinoba-an,821024,477263,343761,307122,299833,389,7678,13699,8999,22698
municipality,Region VI,Negros Occidental,Ilog,836694,393251,443443,272917,306588,43870,10199,183382,-59888,123493
municipality,Region VI,Negros Occidental,Isabela,520762,78126,442636,273549,268556,39128,44121,132975,12630,145604
municipality,Region VI,Negros Occidental,La Castellana,495173,362293,132880,304973,285619,2000,21354,87000,-32075,54924
municipality,Region VI,Negros Occidental,Manapla,832012,217802,614210,288316,221804,9387,75899,199974,1749,201723
municipality,Region VI,Negros Occidental,Moises Padilla,705563,160712,544850,199344,157479,-15680,26185,183220,-21720,161500
municipality,Region VI,Negros Occidental,Murcia,1031098,330399,700699,381597,338168,-7401,36028,317688,-26270,291418
municipality,Region VI,Negros Occidental,Pontevedra,657678,206407,451272,247901,217810,-3079,27012,110410,-5452,104958
municipality,Region VI,Negros Occidental,Pulupandan,344751,252547,92203,139250,134947,-3167,1136,46530,2210,48740
municipality,Region VI,Negros Occidental,San Enrique,322106,93669,228437,122213,121120,-2321,-1228,79262,-7126,72135
municipality,Region VI,Negros Occidental,Toboso,847939,168363,679577,197311,179463,-4640,13208,113943,-25353,88590
municipality,Region VI,Negros Occidental,Valladolid,334304,49434,284870,187502,166595,762,21668,65581,-8286,57295
municipality,Region VII,Bohol,Albuquerque,422048,86473,335575,239225,94562,-5691,138971,107198,10686,117884
municipality,Region VII,Bohol,Alicia,377084,53335,323748,153020,167332,19811,5499,110855,-13681,97174
municipality,Region VII,Bohol,Anda,287113,52746,234367,137933,134783,-11611,-8460,58495,-10123,48372
municipality,Region VII,Bohol,Antequera,388019,44474,343545,130464,125841,6668,11291,48783,1611,50394
municipality,Region VII,Bohol,Baclayon,369404,77183,292221,166732,140330,21714,48116,154755,14455,169210
municipality,Region VII,Bohol,Balilihan,533248,87505,445743,144212,156555,18360,6018,135749,33679,169428
municipality,Region VII,Bohol,Batuan,449397,67213,382184,103786,109171,21046,15661,175043,23338,198380
municipality,Region VII,Bohol,Bien Unido,270874,56009,214865,129790,121615,-1860,6315,3578,15841,19419
municipality,Region VII,Bohol,Bilar,499808,60373,439435,140727,155024,28933,14636,75114,9765,84879
municipality,Region VII,Bohol,Buenavista,704138,115292,588847,299995,225816,28280,102458,173784,8370,182153
municipality,Region VII,Bohol,Calape,577539,89051,488488,187912,194892,46072,39092,167986,56224,224210
municipality,Region VII,Bohol,Candijay,545113,90477,454636,169503,154628,-9436,5438,53566,38256,91822
municipality,Region VII,Bohol,Carmen,1044512,270448,774064,367820,311157,18317,74980,274027,49980,324007
municipality,Region VII,Bohol,Catigbian,513426,50951,462475,158214,193659,43916,8472,79101,10250,89351
municipality,Region VII,Bohol,Clarin,398154,38647,359507,124483,108869,-5261,10353,64575,9393,73967
municipality,Region VII,Bohol,Corella,261397,40929,220468,109418,99471,-8105,1842,65062,10842,75904
municipality,Region VII,Bohol,Cortes,396899,72180,324719,124294,102671,19860,41483,188299,56883,245182
municipality,Region VII,Bohol,Dagohoy,496455,224516,271939,126616,155884,27812,-1456,123317,33103,156420
municipality,Region VII,Bohol,Danao,526277,171927,354351,187641,211690,22104,-1946,13250,2706,15956
municipality,Region VII,Bohol,Dauis,604237,68439,535798,229284,163902,-4480,60901,279759,32905,312665
municipality,Region VII,Bohol,Dimiao,392318,89478,302840,130884,132554,-5454,-7125,99238,-1422,97816
municipality,Region VII,Bohol,Duero,468849,152860,315989,125399,119093,2739,9045,79110,21351,100461
municipality,Region VII,Bohol,Garcia-Hernandez,598415,77083,521331,169156,136909,-4419,27827,112246,13012,125258
municipality,Region VII,Bohol,Getafe,567456,127491,439965,228714,182723,-7530,38462,117902,22699,140601
municipality,Region VII,Bohol,Guindulman,444407,102915,341492,223830,204955,-5558,13317,68952,10906,79858
municipality,Region VII,Bohol,Inabanga,971588,181745,789844,219750,190789,9933,38894,336432,4633,341066
municipality,Region VII,Bohol,Jagna,739933,212811,527122,212417,226592,40841,26666,142555,67487,210042
municipality,Region VII,Bohol,Lila,305221,42562,262658,135911,130280,16081,21713,76436,4312,80748
municipality,Region VII,Bohol,Loay,226448,43849,182598,135100,130263,-1712,3125,13941,10506,24448
municipality,Region VII,Bohol,Loboc,559354,105670,453683,225982,198100,-3663,24220,84154,9569,93723
municipality,Region VII,Bohol,Loon,758477,71671,686806,242066,198549,-4215,39302,176357,11875,188232
municipality,Region VII,Bohol,Mabini,470349,76210,394139,157024,184505,41913,14432,121730,-19883,101846
municipality,Region VII,Bohol,Maribojoc,399139,56672,342467,189497,126579,8994,71911,95871,7236,103107
municipality,Region VII,Bohol,Panglao,1210245,283814,926430,319832,200072,-9213,110547,495242,153929,649171
municipality,Region VII,Bohol,Pilar,529985,252643,277343,162173,201525,28887,-10465,64410,22501,86911
municipality,Region VII,Bohol,Pres. Carlos P. Garcia,415019,117531,297487,148084,183072,32927,-2060,55960,31470,87430
municipality,Region VII,Bohol,Sagbayan,376354,49259,327095,154650,180252,25036,-566,54248,32904,87152
municipality,Region VII,Bohol,San Isidro,203028,20161,182867,94589,115451,18240,-2621,15915,1288,17203
municipality,Region VII,Bohol,San Miguel,524395,208800,315595,202107,229728,26728,-893,69443,18528,87971
municipality,Region VII,Bohol,Sevilla,483891,72346,411544,117711,121237,1274,-2252,107389,8401,115790
municipality,Region VII,Bohol,Sierra-Bullones,592172,63145,529027,184570,176553,29518,37535,144605,12294,156899
municipality,Region VII,Bohol,Sikatuna,289589,36723,252866,93871,101378,8277,770,72913,4072,76985
municipality,Region VII,Bohol,Talibon,806029,214589,591440,414206,423888,27199,17518,208558,38019,246577
municipality,Region VII,Bohol,Trinidad,1009200,279263,729938,317692,277167,26320,66845,228235,-44438,183797
municipality,Region VII,Bohol,Tubigon,809862,133805,676057,313427,358482,51539,6485,77499,26809,104307
municipality,Region VII,Bohol,Ubay,947476,110389,837087,389525,435745,82041,35821,205332,15655,220987
municipality,Region VII,Bohol,Valencia,591640,221725,369915,176785,177246,7958,7496,147867,-23348,124519
municipality,Region VII,Cebu,Alcantara,357277,51816,305461,107095,118208,7527,-3585,54831,6937,61768
municipality,Region VII,Cebu,Alcoy,709398,121522,587876,125741,171196,29799,-15656,168174,-22262,145911
municipality,Region VII,Cebu,Alegria,1212256,171970,1040286,931275,208568,-4310,718397,57159,-29525,27634
municipality,Region VII,Cebu,Aloguinsan,458677,108468,350209,160361,204296,39909,-4026,163582,-37242,126340
municipality,Region VII,Cebu,Argao,999653,464070,535583,389372,400902,-43200,-54731,376403,-43714,332689
municipality,Region VII,Cebu,Asturias,647762,140893,506870,277959,322181,42605,-1618,180767,-16537,164230
municipality,Region VII,Cebu,Badian,1273804,248926,1024878,662299,275270,34730,421758,199207,815,200022
municipality,Region VII,Cebu,Balamban,1964205,437829,1526376,603222,525830,68864,146256,439957,20635,460592
municipality,Region VII,Cebu,Bantayan,781666,176906,604760,428105,419269,39911,48748,278545,-89818,188727
municipality,Region VII,Cebu,Barili,618154,301414,316740,318757,439613,66689,-54167,79034,-39118,39916
municipality,Region VII,Cebu,Boljo-on,530473,129407,401066,134938,140699,25665,19904,185074,9328,194402
municipality,Region VII,Cebu,Borbon,541942,94137,447805,176765,221496,41054,-3677,134629,-35761,98869
municipality,Region VII,Cebu,Carmen,1022411,122367,900044,279069,220151,33740,92657,417366,32959,450325
municipality,Region VII,Cebu,Catmon,771184,63096,708088,176846,153988,8469,31327,388716,-43790,344926
municipality,Region VII,Cebu,Compostela,979943,284873,695071,274607,248783,33587,59411,169314,-21548,147766
municipality,Region VII,Cebu,Consolacion,2994751,1120809,1873942,456857,557915,9827,-91231,965272,161695,1126967
municipality,Region VII,Cebu,Cordova,761369,216161,545208,318997,342746,45675,21926,135007,-56114,78893
municipality,Region VII,Cebu,Daanbantayan,947312,101022,846290,363466,365184,52197,50478,218368,-14789,203578
municipality,Region VII,Cebu,Dalaguete,1092278,267835,824443,354824,326036,-7215,21574,303277,-19719,283558
municipality,Region VII,Cebu,Dumanjug,1341537,546712,794825,309984,298624,68563,79923,202724,-4291,198433
municipality,Region VII,Cebu,Ginatilan,394938,80786,314151,119602,141717,45661,23545,132395,-9424,122972
municipality,Region VII,Cebu,Liloan,1403819,423342,980477,635012,531904,-16914,86195,427739,121973,549713
municipality,Region VII,Cebu,Madridejos,764854,351332,413522,261990,285813,44098,20275,37346,-38712,-1366
municipality,Region VII,Cebu,Malabuyoc,427009,126064,300945,124273,120909,78,3442,114481,-57115,57366
municipality,Region VII,Cebu,Medellin,695141,143587,551553,248427,238451,1278,11254,51202,5509,56712
municipality,Region VII,Cebu,Minglanilla,2538981,1011846,1527135,695030,728251,77564,44343,875995,64414,940409
municipality,Region VII,Cebu,Moalboal,591891,111439,480452,261321,321162,55868,-3973,212056,-58466,153590
municipality,Region VII,Cebu,Oslob,1347496,139763,1207733,279942,172190,4416,112168,851635,-71384,780251
municipality,Region VII,Cebu,Pilar,560250,249667,310583,97545,120627,33039,9957,101695,38172,139867
municipality,Region VII,Cebu,Pinamungajan,1192263,143217,1049046,331877,332244,68089,67721,238256,-47751,190505
municipality,Region VII,Cebu,Poro,691561,273377,418184,147688,183833,89987,53843,100881,-31288,69593
municipality,Region VII,Cebu,Ronda,456563,103390,353172,137740,140267,-2398,-4925,89758,507,90266
municipality,Region VII,Cebu,Samboan,547437,83032,464404,175595,137761,-1639,36195,196281,-3612,192670
municipality,Region VII,Cebu,San Fernando,1034797,91515,943281,350261,328574,35934,57621,458213,-8875,449338
municipality,Region VII,Cebu,San Francisco,954704,479006,475698,260556,295389,56865,22032,235817,2524,238341
municipality,Region VII,Cebu,San Remigio,835647,156203,679444,272393,342686,87409,17115,22961,8151,31113
municipality,Region VII,Cebu,Santa Fe,469442,71143,398299,183918,269111,97881,12688,114209,20537,134746
municipality,Region VII,Cebu,Santander,722603,210870,511732,129144,164471,74847,39520,181653,30997,212651
municipality,Region VII,Cebu,Sibonga,,,,,,,,,,
municipality,Region VII,Cebu,Sogod,643208,153042,490167,224981,252368,39774,12387,81333,-26678,54655
municipality,Region VII,Cebu,Tabogon,611518,120453,491065,201067,257522,57751,1296,106507,-22126,84381
municipality,Region VII,Cebu,Tabuelan,638931,106498,532433,192939,179203,14261,27998,209539,-29293,180247
municipality,Region VII,Cebu,Tuburan,1723771,517378,1206393,332944,325990,47177,54131,420200,-77617,342583
municipality,Region VII,Cebu,Tudela,451144,133679,317465,96779,94377,65308,67709,71564,-28478,43086
municipality,Region VII,Negros Oriental,Amlan,,,,,,,,,,
municipality,Region VII,Negros Oriental,Ayungon,754806,95011,659795,238756,260296,36387,14847,201939,-22570,179369
municipality,Region VII,Negros Oriental,Bacong,2324584,1750210,574373,208436,133596,-3107,71732,320456,1387138,1707594
