psgc,level,name,region,province,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
0105530000,municipality,Pozorrubio,Region I,Pangasinan,1241865,105076,1136789,347478,274681,-9821,62976,277193,25382,302575
0105531000,municipality,Rosales,Region I,Pangasinan,1678915,289986,1388929,347480,314205,-19826,13450,157608,177534,335141
0105533000,municipality,San Fabian,Region I,Pangasinan,1157779,166012,991767,371160,324642,-5697,40822,78427,33591,112018
0105534000,municipality,San Jacinto,Region I,Pangasinan,711114,51023,660091,209352,152681,-3573,53098,124235,1907,126143
0105535000,municipality,San Manuel,Region I,Pangasinan,676531,119708,556823,333104,282677,-4755,45672,64709,62125,126834
0105536000,municipality,San Nicolas,Region I,Pangasinan,395294,107383,287911,233314,209358,-18439,5517,82904,-6429,76476
0105537000,municipality,San Quintin,Region I,Pangasinan,334564,86645,247918,175216,184179,-3695,-12658,83425,27592,111017
0105541000,municipality,Sison,Region I,Pangasinan,1170720,221087,949633,289391,218630,-13695,57065,180034,76428,256462
0105538000,municipality,Sta. Barbara,Region I,Pangasinan,1379053,250461,1128591,432556,355007,-7329,70221,97447,27767,125214
0105539000,municipality,Sta. Maria,Region I,Pangasinan,595906,214413,381494,169334,174348,-3602,-8617,73843,65774,139617
0105540000,municipality,Sto. Tomas,Region I,Pangasinan,312323,32130,280193,100695,94148,906,7453,66551,-3303,63248
0105542000,municipality,Sual,Region I,Pangasinan,3079828,1285868,1793960,578737,515818,-14935,47983,199060,5199,204259
0105543000,municipality,Tayug,Region I,Pangasinan,521610,81413,440197,227327,195458,-566,31303,158322,25279,183601
0105544000,municipality,Umingan,Region I,Pangasinan,558089,153427,404662,326084,312121,-10558,3404,79917,3403,83320
0105545000,municipality,Urbiztondo,Region I,Pangasinan,799256,355423,443833,237506,229279,-3803,4424,49315,-2584,46731
0105547000,municipality,Villasis,Region I,Pangasinan,1248746,106075,1142670,407881,261072,-15067,131742,248826,38462,287288
0200901000,municipality,Basco,Region II,Batanes,346746,93329,253417,108853,109672,-8571,-9391,158488,-10107,148381
0200902000,municipality,Itbayat,Region II,Batanes,199476,106244,93233,85708,66018,3747,23437,111974,-18584,93390
0200903000,municipality,Ivana,Region II,Batanes,121780,23757,98023,61916,63055,4247,3108,28104,900,29004
0200904000,municipality,Mahatao,Region II,Batanes,152547,55284,97263,61818,63825,292,-1714,68830,-8235,60595
0200905000,municipality,Sabtang,Region II,Batanes,183250,75082,108168,69060,58963,1636,11734,56288,-1850,54438
0200906000,municipality,Uyugan,Region II,Batanes,141557,43140,98417,60263,61374,14186,13075,42355,-3266,39089
0201501000,municipality,Abulug,Region II,Cagayan,685693,193912,491781,187364,169479,-232,17653,49501,56317,105819
0201502000,municipality,Alcala,Region II,Cagayan,574937,45472,529465,224744,199203,-1808,23734,72338,18241,90578
0201503000,municipality,Allacapan,Region II,Cagayan,708215,132296,575919,232465,228453,-1359,2653,72827,16559,89386
0201504000,municipality,Amulung,Region II,Cagayan,820695,86514,734181,256735,250478,-12845,-6588,304435,-55340,249095
0201505000,municipality,Aparri,Region II,Cagayan,1233026,285971,947055,333635,311682,-11701,10251,309338,-39997,269341
0201506000,municipality,Baggao,Region II,Cagayan,1543432,305883,1237550,536390,488469,-30083,17838,530844,-11718,519126
0201507000,municipality,Ballesteros,Region II,Cagayan,404836,70218,334618,171782,164368,-5768,1645,117530,-5468,112062
0201508000,municipality,Buguey,Region II,Cagayan,391733,85306,306427,190871,189803,-232,836,49297,29066,78363
0201509000,municipality,Calayan,Region II,Cagayan,889453,241853,647600,234070,218091,-14122,1856,154466,-17532,136934
0201510000,municipality,Camalaniugan,Region II,Cagayan,487535,91067,396468,159448,145226,-2355,11867,62410,-203,62207
0201511000,municipality,Claveria,Region II,Cagayan,471286,141655,329632,201121,202992,,-1871,181362,75994,257356
0201512000,municipality,Enrile,Region II,Cagayan,475408,84126,391282,217033,201746,403,15690,58005,-3959,54046
0201513000,municipality,Gattaran,Region II,Cagayan,975296,177553,797743,401728,408271,,-6543,210088,40266,250354
0201514000,municipality,Gonzaga,Region II,Cagayan,703420,117561,585859,315855,272066,-3082,40707,220878,-5193,215686
0201515000,municipality,Iguig,Region II,Cagayan,658326,218634,439692,178202,172260,,5942,15223,42370,57593
0201516000,municipality,Lallo,Region II,Cagayan,1384456,560036,824420,392532,362040,-29205,1287,133635,5087,138722
0201517000,municipality,Lasam,Region II,Cagayan,718101,123344,594758,225464,202562,-7677,15225,144344,6800,151144
0201518000,municipality,Pamplona,Region II,Cagayan,454405,60920,393484,162032,147452,-3969,10612,110540,-7493,103048
0201520000,municipality,Piat,Region II,Cagayan,376184,76339,299845,164102,122669,-4692,36740,227010,-32284,194726
0201521000,municipality,Rizal,Region II,Cagayan,368890,201854,167036,128803,131334,-31013,-33543,55227,43847,99074
0201522000,municipality,Sanchez Mira,Region II,Cagayan,688256,208731,479525,185873,188532,-3306,-5965,92209,76203,168411
0201527000,municipality,Solana,Region II,Cagayan,1156867,289707,867161,365191,361337,4661,8515,84377,-25067,59311
0201523000,municipality,Sta. Ana,Region II,Cagayan,952354,320780,631574,294640,278787,-1268,14585,210053,7890,217943
0201524000,municipality,Sta. Praxedes,Region II,Cagayan,309917,53443,256474,94810,99125,4039,-277,68362,10888,79249
0201525000,municipality,Sta. Teresita,Region II,Cagayan,379818,77775,302043,157549,128284,-6944,22321,84529,45706,130235
0201526000,municipality,Sto. Niño,Region II,Cagayan,797327,147977,649350,254556,199566,,54990,235765,-32948,202817
0201528000,municipality,Tuao,Region II,Cagayan,863009,120464,742545,300895,269606,-8146,23143,325629,-17396,308233
0203101000,municipality,Alicia,Region II,Isabela,910094,425701,484392,362293,337038,-1390,23865,81309,14287,95596
0203102000,municipality,Angadanan,Region II,Isabela,876891,117960,758932,235965,218041,-2621,15304,155070,35359,190428
0203103000,municipality,Aurora,Region II,Isabela,1556089,442587,1113502,536679,249559,-1389,285731,414598,88424,503022
0203104000,municipality,Benito Soliven,Region II,Isabela,684987,125460,559527,185701,184790,,912,47115,-17169,29946
0203105000,municipality,Burgos,Region II,Isabela,896559,234939,661620,193815,152978,-2519,38318,88979,74435,163414
0203106000,municipality,Cabagan,Region II,Isabela,1030875,221999,808876,309881,301353,,8528,276148,-183197,92951
0203107000,municipality,Cabatuan,Region II,Isabela,757446,151301,606144,250153,196817,-9120,44217,119978,21595,141573
0203109000,municipality,Cordon,Region II,Isabela,515061,69385,445676,244615,224186,-81,20348,97343,-28213,69131
0203118000,municipality,Delfin Albano,Region II,Isabela,521278,101486,419792,216497,194132,-1197,21168,121435,3369,124804
0203110000,municipality,Dinapigue,Region II,Isabela,928905,338895,590009,290286,250602,1798,41481,117732,-18542,99190
0203111000,municipality,Divilacan,Region II,Isabela,656049,76319,579730,288588,249243,-2348,36997,235821,-3524,232298
0203112000,municipality,Echague,Region II,Isabela,1527083,570919,956164,523022,575637,90166,37551,294972,-95429,199543
0203113000,municipality,Gamu,Region II,Isabela,636580,171100,465479,215003,144798,-2717,67488,116723,70436,187159
0203115000,municipality,Jones,Region II,Isabela,1278874,574179,704695,381846,365627,-1160,15059,121040,-74139,46901
0203116000,municipality,Luna,Region II,Isabela,933378,255725,677653,258497,154166,64,104395,180995,4669,185664
0203117000,municipality,Maconacon,Region II,Isabela,474214,81383,392831,196262,141525,-2730,52007,175394,94459,269854
0203119000,municipality,Mallig,Region II,Isabela,1410101,184260,1225841,343712,223001,-349,120361,87344,124892,212236
0203120000,municipality,Naguilian,Region II,Isabela,1120194,86243,1033951,221026,222901,-2998,-4872,89304,-23186,66118
0203121000,municipality,Palanan,Region II,Isabela,667158,91947,575211,311586,259799,-3793,47994,174954,90062,265016
0203122000,municipality,Quezon,Region II,Isabela,795295,218235,577060,257706,209302,-2479,45926,99282,11232,110514
0203123000,municipality,Quirino,Region II,Isabela,2161014,326375,1834639,461996,241910,380,220466,498102,-57478,440624
0203124000,municipality,Ramon,Region II,Isabela,1360314,473476,886838,298252,321804,1321,-22231,47677,1593,49270
0203125000,municipality,Reina Mercedes,Region II,Isabela,820197,113327,706870,330011,205929,,124082,73079,14464,87542
0203126000,municipality,Roxas,Region II,Isabela,1318402,293325,1025076,649068,363300,7666,293434,503395,97502,600897
0203127000,municipality,San Agustin,Region II,Isabela,542999,127313,415685,184447,165300,-12156,6991,110078,966,111044
0203128000,municipality,San Guillermo,Region II,Isabela,587767,90512,497255,189695,140863,5345,54177,123671,7504,131175
0203129000,municipality,San Isidro,Region II,Isabela,860229,334058,526171,141689,121169,-1108,19412,40711,5197,45908
0203130000,municipality,San Manuel,Region II,Isabela,538581,192009,346572,175201,179430,-192,-4422,59796,-6102,53694
0203131000,municipality,San Mariano,Region II,Isabela,2200531,501782,1698749,603616,504788,55574,154401,262227,-14517,247709
0203132000,municipality,San Mateo,Region II,Isabela,801324,389129,412195,388447,350342,-19449,18656,107639,40228,147867
0203133000,municipality,San Pablo,Region II,Isabela,657878,81175,576702,272469,235557,-5,36907,74359,-33491,40869
0203134000,municipality,Sta. Maria,Region II,Isabela,452328,201796,250532,155894,180663,25599,831,53567,4460,58026
0203136000,municipality,Sto. Tomas,Region II,Isabela,295435,144984,150452,152219,133517,12830,31532,718,-509,209
0203137000,municipality,Tumauini,Region II,Isabela,2117047,341380,1775667,436703,403115,-16707,16881,76152,7117,83269
0205015000,municipality,A. Castaneda,Region II,Isabela,501904,177997,323907,168169,199259,-919,-32009,63264,191,63455
0205001000,municipality,Ambaguio,Region II,Isabela,779527,259686,519841,127593,132998,-3087,-8492,97532,-19755,77777
0205002000,municipality,Aritao,Region II,Isabela,700378,96521,603857,271367,239548,28692,60511,274233,18729,292961
0205003000,municipality,Bagabag,Region II,Isabela,978018,361777,616241,223865,187353,-4505,32007,201847,33115,234962
0205004000,municipality,Bambang,Region II,Isabela,885021,121011,764010,348104,286697,1254,62661,247376,28775,276151
0205005000,municipality,Bayombong,Region II,Isabela,737323,149509,587814,317256,259525,26780,84511,245461,38449,283910
0205006000,municipality,Diadi,Region II,Isabela,215991,49573,166417,147777,120959,-4220,22597,18188,-7467,10721
0205007000,municipality,Dupax del Norte,Region II,Isabela,529968,47983,481985,229044,195544,-1186,32314,69972,4605,74577
0205008000,municipality,Dupax del Sur,Region II,Isabela,775521,123516,652005,259381,204017,-5189,50175,269086,65208,334294
0205009000,municipality,Kasibu,Region II,Isabela,1399466,279278,1120187,599777,402998,-2205,194573,459945,47360,507305
0205010000,municipality,Kayapa,Region II,Isabela,749312,104744,644567,237093,193190,-3909,39994,141143,35974,177117
0205013000,municipality,Solano,Region II,Isabela,1173247,151556,1021691,400491,370392,-2972,27127,293418,-18367,275052
0205012000,municipality,Sta. Fe,Region II,Isabela,281346,20238,261108,198983,188507,-1802,8674,33299,-5910,27389
0205014000,municipality,Villaverde,Region II,Isabela,414691,56803,357887,127361,128564,7540,6336,85761,-1342,84419
0205701000,municipality,Aglipay,Region II,Quirino,321162,50050,271111,203076,167129,,35948,19469,-10302,9167
0205702000,municipality,Cabarroguis,Region II,Quirino,554922,84482,470439,297034,219491,-26907,50636,193645,35556,229202
0205703000,municipality,Diffun,Region II,Quirino,800840,277888,522952,302542,290162,1017,13397,168232,-42769,125463
0205704000,municipality,Maddela,Region II,Quirino,909000,272679,636320,413541,412927,,614,88050,1716,89766
0205706000,municipality,Nagtipunan,Region II,Quirino,1516207,119036,1397171,637928,428389,3268,212808,308336,18851,327187
0205705000,municipality,Saguday,Region II,Quirino,182932,41453,141479,113640,122357,6476,-2240,30622,-3710,26913
0307701000,municipality,Baler,Region III,Aurora,913480,138534,774946,385837,252067,-7464,126306,114519,11815,126334
0307702000,municipality,Casiguran,Region III,Aurora,704123,96858,607266,304515,262784,3920,45651,204836,-10582,194254
0307703000,municipality,Disalag,Region III,Aurora,393602,64647,328955,175018,168432,-3059,3527,101015,-25570,75445
0307704000,municipality,Dinalungan,Region III,Aurora,304475,32670,271805,165272,149492,-11145,4636,35781,17535,53316
0307705000,municipality,Dingalan,Region III,Aurora,670573,276738,393835,218907,239851,-2837,-23782,34224,-4601,29623
0307706000,municipality,Dipaculao,Region III,Aurora,435842,35383,400459,241407,201593,1346,41160,84964,-15363,69601
0307707000,municipality,Maria Aurora,Region III,Aurora,526287,129764,396523,295650,271851,-2285,21514,49340,10283,59623
0307708000,municipality,San Luis,Region III,Aurora,934736,189351,745385,287921,228244,-2396,57282,196306,-24808,171498
0300801000,municipality,Abucay,Region III,Bataan,659872,126465,533406,237386,217586,-849,18950,155269,-18119,137151
0300802000,municipality,Bagac,Region III,Bataan,739357,192867,546491,236585,197361,-4801,34423,25913,7836,33749
0300804000,municipality,Dinalupihan,Region III,Bataan,599165,341705,257461,508413,470091,-7413,30909,125508,59807,185314
0300805000,municipality,Hermosa,Region III,Bataan,1316158,245169,1070988,465384,393274,-5359,66751,140378,-12020,128358
0300806000,municipality,Limay,Region III,Bataan,5912685,1306095,4606590,1265302,963035,-8772,293495,1050252,-40029,1010223
0300807000,municipality,Mariveles,Region III,Bataan,3976798,2117732,1859066,1627725,1235522,-18785,373418,1001158,-66991,934167
0300808000,municipality,Morong,Region III,Bataan,902463,289711,612752,331710,270250,-2429,59031,194545,8048,202594
0300809000,municipality,Orani,Region III,Bataan,613317,319232,294085,348053,322753,-6161,19139,92427,-6834,85593
0300810000,municipality,Orion,Region III,Bataan,981917,167937,813980,301589,229415,-5373,66801,285517,-25562,259956
0300811000,municipality,Pilar,Region III,Bataan,683934,139072,544861,229418,213785,-4283,11350,51643,-9623,42020
0300812000,municipality,Samal,Region III,Bataan,457145,104301,352844,238643,237255,54101,55489,51188,-16258,34931
0301401000,municipality,Angat,Region III,Bulacan,773800,139327,634474,369743,248609,-4571,116563,250381,-38909,211472
0301402000,municipality,Balagtas,Region III,Bulacan,840224,200254,639970,420360,398713,-4981,16666,197906,-64314,133592
0301404000,municipality,Bocaue,Region III,Bulacan,687587,217812,469775,618581,580023,-9739,28819,270293,-68861,201432
0301405000,municipality,Bulakan,Region III,Bulacan,881167,347754,533414,447426,391185,-3540,52701,145958,-16616,129342
0301406000,municipality,Bustos,Region III,Bulacan,309091,91785,217306,320707,319533,,1174,76716,1686,78402
0301407000,municipality,Calumpit,Region III,Bulacan,1481130,704587,776543,502641,487739,-2483,12419,300061,430,300491
0301424000,municipality,Dona Remedios Trinidad,Region III,Bulacan,1315190,282130,1033060,403371,350529,2670,55512,278313,-69255,209057
0301408000,municipality,Guiguinto,Region III,Bulacan,1736093,758607,977486,821041,746753,1288,75575,777671,-217873,559798
0301409000,municipality,Hagonoy,Region III,Bulacan,1197024,283197,913827,478102,438249,-25,39828,86064,-2329,83735
0301411000,municipality,Marilao,Region III,Bulacan,2512957,812984,1699974,1361547,1167386,-48085,146076,650693,23683,674376
0301413000,municipality,Norzagaray,Region III,Bulacan,1687204,697115,990090,663597,653150,-9401,1046,649338,9034,658372
0301414000,municipality,Obando,Region III,Bulacan,271459,77541,193918,256912,264218,,-7306,110962,-35772,75190
0301415000,municipality,Pandi,Region III,Bulacan,1003675,469371,534304,521951,481807,-26182,13962,246011,197021,443032
0301416000,municipality,Paombong,Region III,Bulacan,389336,110856,278480,218240,237884,19440,-204,74190,-12989,61201
0301417000,municipality,Plaridel,Region III,Bulacan,2052740,540004,1512735,615002,551802,230291,293492,446881,-72227,374654
0301418000,municipality,Pulilan,Region III,Bulacan,1609293,802458,806835,741589,677626,-15401,48562,369415,-8206,361208
0301419000,municipality,San Ildefonso,Region III,Bulacan,1499143,789563,709580,656350,673443,-7211,-24304,560561,-130617,429944
0301421000,municipality,San Miguel,Region III,Bulacan,1316986,545139,771846,619749,482874,-14287,122588,212174,41150,253323
0301422000,municipality,San Rafael,Region III,Bulacan,1568335,250570,1317764,545980,431135,-14869,99976,702972,28567,731540
0301423000,municipality,Sta. Maria,Region III,Bulacan,2572257,370272,2201985,1232355,1090315,-18967,123072,411740,-9079,402662
0304901000,municipality,Aliaga,Region III,Nueva Ecija,995553,378094,617459,259575,287126,-5160,-32711,327277,-122812,204464
0304902000,municipality,Bongabon,Region III,Nueva Ecija,1180036,599812,580224,326500,351801,25127,-174,212876,-59779,153096
0304904000,municipality,Cabiao,Region III,Nueva Ecija,604449,320823,283626,327655,307763,-7512,12379,37670,8788,46459
0304906000,municipality,Cuyapo,Region III,Nueva Ecija,1074760,465427,609333,307882,281026,-4594,22261,138813,-14406,124408
0304907000,municipality,Gabaldon,Region III,Nueva Ecija,744086,317793,426293,219775,196464,41685,64995,111100,-17015,94084
0304909000,municipality,G.M. Natividad,Region III,Nueva Ecija,694207,252503,441703,205248,195368,-7008,2871,74813,-30125,44688
0304910000,municipality,Gen. Tinio,Region III,Nueva Ecija,620502,245468,375034,339746,297070,-2376,40300,14576,7010,21586
0304911000,municipality,Guimba,Region III,Nueva Ecija,2341682,1010539,1331143,509066,497495,-8648,2923,250392,325,250717
0304912000,municipality,Jaen,Region III,Nueva Ecija,820526,253560,566965,299542,256185,-7861,35496,111076,-204,110872
0304913000,municipality,Laur,Region III,Nueva Ecija,681492,96171,585322,232877,203963,1395,30309,230954,24586,255540
0304914000,municipality,Licab,Region III,Nueva Ecija,375595,153287,222308,142643,145820,-38,-3216,29274,5146,34420
0304915000,municipality,Llanera,Region III,Nueva Ecija,1191555,736005,455550,202783,191490,12832,24126,70648,-12168,58480
0304916000,municipality,Lupao,Region III,Nueva Ecija,425805,225679,200126,210866,196043,-3186,11637,4129,6863,10992
0304918000,municipality,Nampicuan,Region III,Nueva Ecija,402820,133400,269420,111731,106378,-3016,2337,54195,-11068,43127
0304920000,municipality,Pantabangan,Region III,Nueva Ecija,1613750,484685,1129065,301006,341459,-4687,-45141,50079,-1056,49023
0304922000,municipality,Quezon,Region III,Nueva Ecija,641633,209940,431693,184455,200793,76282,59944,26905,-1623,25282
0304923000,municipality,Rizal,Region III,Nueva Ecija,1207933,664316,543617,282433,308608,-4905,-31081,129826,-62517,67309
0304924000,municipality,San Antonio,Region III,Nueva Ecija,1393605,1008609,384996,326817,346562,-5427,-25172,56918,5054,61971
0304925000,municipality,San Isidro,Region III,Nueva Ecija,825127,332127,492999,237588,216381,-3924,17283,46906,9656,56562
0304927000,municipality,San Leonardo,Region III,Nueva Ecija,1439049,555592,883458,303736,293316,-6419,4002,31195,-10885,20310
0304928000,municipality,Sta. Rosa,Region III,Nueva Ecija,1101464,243677,857787,340500,312434,-5860,22206,113036,-11847,101189
0304929000,municipality,Sto. Domingo,Region III,Nueva Ecija,593107,145517,447589,251921,221207,-984,29731,43481,-4806,38675
0304930000,municipality,Talavera,Region III,Nueva Ecija,2199691,1095239,1104452,541683,595577,79673,25779,175397,-21199,154199
0304931000,municipality,Talugtog,Region III,Nueva Ecija,513897,211465,302432,152210,169102,14680,-2212,28617,-121,28496
0304932000,municipality,Zaragoza,Region III,Nueva Ecija,582784,182285,400499,229026,215497,-882,12647,115162,-6649,108513
0305402000,municipality,Apalit,Region III,Pampanga,564137,192243,371895,469079,447679,-3826,17574,82252,-4514,77738
0305403000,municipality,Arayat,Region III,Pampanga,534682,101931,432751,484860,482926,-1946,-13,93315,4673,97988
0305404000,municipality,Bacolor,Region III,Pampanga,1102319,369955,732364,346213,277064,-6101,63049,369100,-30558,338541
0305405000,municipality,Candaba,Region III,Pampanga,523972,124068,399904,395311,355457,,39855,27060,90925,117985
0305406000,municipality,Florida Blanca,Region III,Pampanga,1035329,446457,588872,501656,461664,-8814,31177,100552,3328,103880
0305407000,municipality,Guagua,Region III,Pampanga,860527,196706,663822,501398,424802,-6105,70490,343469,30940,374410
0305408000,municipality,Lubao,Region III,Pampanga,1647908,504829,1143079,577837,538861,-10770,28207,664759,20604,685364
0305410000,municipality,Macabebe,Region III,Pampanga,534653,292193,242460,285934,283977,395,2351,7577,-978,6599
0305411000,municipality,Magalang,Region III,Pampanga,584856,147218,437638,489430,483809,-324,5297,95943,683,96626
0305412000,municipality,Masantol,Region III,Pampanga,303412,63478,239935,222974,197990,-7798,17185,22546,-2149,20397
0305413000,municipality,Mexico,Region III,Pampanga,1937987,390116,1547870,856173,636816,-2915,216442,529797,112388,642185
0305414000,municipality,Minalin,Region III,Pampanga,329205,100778,228427,219821,211274,-268,8279,75809,11919,87728
0305415000,municipality,Porac,Region III,Pampanga,1126370,185426,940944,822650,679058,-2310,141282,463948,66722,530670
0305417000,municipality,San Luis,Region III,Pampanga,690285,129915,560370,212391,175454,-6851,30086,129314,-1335,127979
0305418000,municipality,San Simon,Region III,Pampanga,739926,133993,605933,380390,284645,-7255,88490,112248,47492,159740
0305422000,municipality,Sasmuan,Region III,Pampanga,186017,22679,163338,148471,148511,-513,-553,51921,-10489,41432
0305419000,municipality,Sta. Ana,Region III,Pampanga,609108,146168,462939,225875,194711,-2089,29075,132181,-34969,97211
0305420000,municipality,Sta. Rita,Region III,Pampanga,,,,,,,,,,
0305421000,municipality,Sto. Tomas,Region III,Pampanga,152668,23856,128812,181164,171714,-470,8979,83783,4566,88349
0306901000,municipality,Anao,Region III,Tarlac,273658,84149,189509,106710,103632,-2598,480,87050,-3392,83659
0306902000,municipality,Bamban,Region III,Tarlac,837071,162551,674520,355692,294425,-9592,51675,146642,45273,191915
0306903000,municipality,Camiling,Region III,Tarlac,1124998,254816,870182,359755,340267,-11712,7776,173669,19318,192987
0306904000,municipality,Capas,Region III,Tarlac,1545690,684680,861010,793229,709593,-37948,45687,387267,73773,461040
0306905000,municipality,Concepcion,Region III,Tarlac,1951012,901144,1049868,669562,544537,-66011,59014,259957,22976,282933
0306906000,municipality,Gerona,Region III,Tarlac,1013402,235712,777690,484973,368730,-20304,95938,169216,69172,238388
0306907000,municipality,La Paz,Region III,Tarlac,661652,96175,565476,288112,257056,-4399,26658,118242,-6849,111393
0306908000,municipality,Mayantoc,Region III,Tarlac,723277,313553,409724,225372,195502,-5045,24825,79238,18811,98049
0306909000,municipality,Moncada,Region III,Tarlac,766866,208457,558409,269984,253950,4186,20219,52203,2296,54499
0306910000,municipality,Paniqui,Region III,Tarlac,1507504,475533,1031971,451410,369473,17086,99022,157503,30339,187842
0306911000,municipality,Pura,Region III,Tarlac,469827,87932,381895,153252,152342,-10126,-9216,62163,12955,75117
0306912000,municipality,Ramos,Region III,Tarlac,480509,149399,331110,125650,118120,-4300,3231,51872,102627,154500
0306913000,municipality,San Clemente,Region III,Tarlac,282272,62877,219394,103456,92946,2490,13000,56760,16856,73616
0306918000,municipality,San Jose,Region III,Tarlac,811641,211958,599683,229728,186792,-6541,36396,91624,34849,126473
0306914000,municipality,San Manuel,Region III,Tarlac,825489,177546,647943,294052,231644,-6486,55923,57122,17834,74957
0306915000,municipality,Sta. Ignacia,Region III,Tarlac,843193,199492,643701,348788,219726,-6473,122589,154327,6542,160869
0306917000,municipality,Victoria,Region III,Tarlac,821259,227849,593410,287767,234254,-41115,12399,175496,8237,183733
0307101000,municipality,Botolan,Region III,Zambales,1842978,663907,1179071,671906,652214,107920,127612,292751,-110337,182414
0307102000,municipality,Cabangan,Region III,Zambales,429121,142551,286570,183996,169943,2507,16560,152253,-15685,136568
0307103000,municipality,Candelaria,Region III,Zambales,735383,180725,554657,261671,254731,-5091,1849,266705,-45604,221101
0307104000,municipality,Castillejos,Region III,Zambales,865486,100302,765183,313101,302216,17354,28239,194526,5332,199858
0307105000,municipality,Iba,Region III,Zambales,1052391,626961,425431,332423,351521,-7354,-26452,105815,-11987,93829
0307106000,municipality,Masinloc,Region III,Zambales,2815117,752215,2062902,831102,816543,-14097,462,446076,-91344,354732
0307108000,municipality,Palauig,Region III,Zambales,817766,323565,494202,264600,235115,-2199,27286,151243,18696,169938
0307109000,municipality,San Antonio,Region III,Zambales,841937,308316,533620,256003,265906,-4435,-14339,179867,-34620,145247
0307110000,municipality,San Felipe,Region III,Zambales,415302,76275,339027,234742,177185,-10267,47290,63883,34415,98298
0307111000,municipality,San Marcelino,Region III,Zambales,1148005,370392,777613,403723,344458,19025,78289,46809,129321,176130
0307112000,municipality,San Narciso,Region III,Zambales,584172,90275,493896,176827,130180,-17,46630,171062,1980,173042
0307113000,municipality,Sta. Cruz,Region III,Zambales,1560236,623356,936880,463634,403925,21226,80934,377595,-36636,340959
0307114000,municipality,Subic,Region III,Zambales,909666,495202,414465,628618,607238,-24109,-2730,125764,2331,128096
0401001000,municipality,Agoncillo,Region IV - A,Batangas,557155,81082,476073,269636,223062,-2183,44391,137145,-25331,111814
0401002000,municipality,Alitagtag,Region IV - A,Batangas,427436,148122,279314,159712,146910,-3866,8937,51966,11975,63940
0401003000,municipality,Balayan,Region IV - A,Batangas,1801324,638554,1162770,495408,420332,-3973,71103,168318,-103,168215
0401004000,municipality,Balete,Region IV - A,Batangas,405872,187139,218733,128301,159396,33048,1953,75000,2581,77580
0401006000,municipality,Bauan,Region IV - A,Batangas,2358191,817639,1540553,486263,526551,77067,36779,302193,34151,336345
0401008000,municipality,Calatagan,Region IV - A,Batangas,852323,69572,782751,323852,290870,-5377,27604,151923,-43943,107979
0401009000,municipality,Cuenca,Region IV - A,Batangas,474271,74949,399322,186835,177164,-3087,6584,214156,-15077,199079
0401010000,municipality,Ibaan,Region IV - A,Batangas,613820,118290,495530,295084,231646,-6294,57143,185555,22121,207676
0401011000,municipality,Laurel,Region IV - A,Batangas,893727,229842,663886,222599,251278,59489,30810,142315,-18715,123600
0401012000,municipality,Lemery,Region IV - A,Batangas,1608592,351475,1257117,436422,482147,53497,7772,292563,2135,294698
0401013000,municipality,Lian,Region IV - A,Batangas,521334,81878,439456,275423,301324,55505,29604,103957,-13473,90485
0401015000,municipality,Lobo,Region IV - A,Batangas,887382,273508,613875,248138,260459,34988,22667,204605,62737,267342
0401016000,municipality,Mabini,Region IV - A,Batangas,1011306,127404,883902,329700,302967,9657,36390,282226,-43543,238682
0401017000,municipality,Malvar,Region IV - A,Batangas,2404446,212921,2191525,658056,354667,-10009,293379,907009,42726,949736
0401018000,municipality,Mataas Na Kahoy,Region IV - A,Batangas,437860,76556,361304,167471,166651,8749,9569,167461,-2565,164896
0401019000,municipality,Nasugbu,Region IV - A,Batangas,3926772,1688384,2238388,639045,627868,25526,36703,405193,-142785,262408
0401020000,municipality,Padre Garcia,Region IV - A,Batangas,1118557,502011,616546,342800,333731,-7074,1995,192645,46933,239578
0401021000,municipality,Rosario,Region IV - A,Batangas,1337317,161513,1175803,571087,563648,62518,69957,411401,-25768,385633
0401022000,municipality,San Jose,Region IV - A,Batangas,1913120,129564,1783556,409518,404536,-27442,-22459,373320,-5083,368238
0401023000,municipality,San Juan,Region IV - A,Batangas,1808986,549817,1259168,517024,542535,54040,28529,270862,-48240,222622
0401024000,municipality,San Luis,Region IV - A,Batangas,375922,30066,345856,158393,142591,-3519,12283,88521,626,89147
0401025000,municipality,San Nicolas,Region IV - A,Batangas,363768,51256,312512,134282,151181,22295,5397,152606,-1132,151475
0401026000,municipality,San Pascual,Region IV - A,Batangas,1089930,90394,999535,379135,334155,14768,59749,189906,10661,200568
0401027000,municipality,Sta. Teresita,Region IV - A,Batangas,460631,117062,343569,138691,108911,9782,39562,139090,17451,156540
0401029000,municipality,Taal,Region IV - A,Batangas,557388,85132,472256,296478,241383,-3147,51949,81482,-26474,55008
0401030000,municipality,Talisay,Region IV - A,Batangas,757015,134419,622596,242443,226768,12432,28107,197320,-45417,151902
0401032000,municipality,Taysan,Region IV - A,Batangas,624413,108559,515853,246932,285213,45255,6974,50202,9764,59965
0401033000,municipality,Tingloy,Region IV - A,Batangas,380733,121920,258813,108212,103860,11183,15535,44961,-2296,42664
0401034000,municipality,Tuy,Region IV - A,Batangas,564991,114323,450668,224395,210500,-3959,9936,26564,15704,42268
