psgc,level,name,region,province,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
0907220000,municipality,Sirawai,Region IX,Zamboanga del Norte,380696,129459,251237,186228,199969,1594,-12146,14097,-4398,9699
0907221000,municipality,Tampilisan,Region IX,Zamboanga del Norte,472736,140157,332579,155144,169069,22341,8416,55297,5431,60728
0907302000,municipality,Aurora,Region IX,Zamboanga del Sur,1011991,364024,647967,321136,228079,-5564,87492,280875,12428,293303
0907303000,municipality,Bayog,Region IX,Zamboanga del Sur,574222,167570,406651,278080,284765,-18233,-24918,151527,-9177,142350
0907305000,municipality,Dimataling,Region IX,Zamboanga del Sur,551768,221539,330228,170781,164177,-3777,2827,59868,21274,81142
0907306000,municipality,Dinas,Region IX,Zamboanga del Sur,535334,176662,358672,176601,155864,-2794,17943,68252,5470,73722
0907307000,municipality,Dumalinao,Region IX,Zamboanga del Sur,509173,111144,398029,175891,145905,-3824,26162,176170,450,176620
0907308000,municipality,Dumingag,Region IX,Zamboanga del Sur,724489,155218,569271,267223,228580,-30074,8569,214174,-30724,183450
0907343000,municipality,Guipos,Region IX,Zamboanga del Sur,327674,116559,211115,137232,138616,-807,-2191,38380,1317,39698
0907337000,municipality,Josefina,Region IX,Zamboanga del Sur,415981,45703,370279,98679,88986,-4118,5574,141254,-60408,80847
0907311000,municipality,Kumalarang,Region IX,Zamboanga del Sur,675625,203263,472362,169999,165517,-2642,1840,18142,4338,22480
0907312000,municipality,Labangan,Region IX,Zamboanga del Sur,758418,218646,539772,210517,185959,-3400,21159,94729,10809,105538
0907333000,municipality,Lakewood,Region IX,Zamboanga del Sur,357746,89659,268087,158074,140813,-4129,13132,69451,-18134,51317
0907313000,municipality,Lapuyan,Region IX,Zamboanga del Sur,691283,209401,481882,210317,205269,-6119,-1071,162569,-18905,143664
0907315000,municipality,Mahayag,Region IX,Zamboanga del Sur,820855,157443,663412,256052,220556,-13700,21796,273828,8942,282770
0907317000,municipality,Margosatubig,Region IX,Zamboanga del Sur,869732,323764,545967,186621,193768,-4772,-11920,123088,-39058,84030
0907318000,municipality,Midsalip,Region IX,Zamboanga del Sur,857131,158692,698439,176510,150951,-2700,22858,262012,-5883,256128
0907319000,municipality,Molave,Region IX,Zamboanga del Sur,1440927,413691,1027235,344430,298479,-5354,40597,401824,-77114,324711
0907338000,municipality,Pitogo,Region IX,Zamboanga del Sur,442063,152781,289283,155106,151590,-4622,-1106,52918,-1997,50921
0907323000,municipality,Ramon Magsaysay,Region IX,Zamboanga del Sur,575150,112972,462178,179468,141468,-5229,32770,112662,-14873,97789
0907324000,municipality,San Miguel,Region IX,Zamboanga del Sur,462262,168394,293868,152941,137017,-2737,13187,90135,15592,105727
0907325000,municipality,San Pablo,Region IX,Zamboanga del Sur,578321,254446,323875,159863,141026,-22989,-4152,117892,-35766,82126
0907340000,municipality,Sominot,Region IX,Zamboanga del Sur,404268,121927,282341,128044,115831,-5271,6943,71454,5301,76755
0907327000,municipality,Tabina,Region IX,Zamboanga del Sur,419013,85326,333688,144795,136732,-6320,1744,76644,-11677,64967
0907328000,municipality,Tambulig,Region IX,Zamboanga del Sur,525569,124467,401101,190699,164777,-1707,24215,90502,-25578,64924
0907344000,municipality,Tigbao,Region IX,Zamboanga del Sur,477440,123330,354110,140075,133670,-3141,3264,64686,-2355,62332
0907330000,municipality,Tukuran,Region IX,Zamboanga del Sur,773084,250503,522581,207420,185882,-9879,11659,194414,5077,199491
0907341000,municipality,Vincenzo Sagun,Region IX,Zamboanga del Sur,436696,157746,278950,134029,128946,-3160,1922,62417,21905,84322
0908301000,municipality,Alicia,Region IX,Zamboanga Sibugay,550320,160567,389753,197656,188302,-5487,3867,62375,12292,74666
0908302000,municipality,Buug,Region IX,Zamboanga Sibugay,862898,174421,688477,232003,269251,67440,30192,56848,-12971,43877
0908303000,municipality,Diplahan,Region IX,Zamboanga Sibugay,539778,164182,375596,238225,213805,4820,29240,72794,27735,100530
0908304000,municipality,Imelda,Region IX,Zamboanga Sibugay,553001,190991,362010,154594,139725,-519,14350,59437,10188,69626
0908305000,municipality,Ipil,Region IX,Zamboanga Sibugay,1459035,388210,1070826,447350,419010,-14593,13748,143013,-22436,120577
0908306000,municipality,Kabasalan,Region IX,Zamboanga Sibugay,836617,243164,593452,250558,212129,-3708,34721,132427,7867,140294
0908307000,municipality,Mabuhay,Region IX,Zamboanga Sibugay,560764,139091,421673,168201,163219,9173,14155,19379,4035,23413
0908308000,municipality,Malangas,Region IX,Zamboanga Sibugay,942874,275437,667438,233955,188584,-10939,34431,230485,-14290,216195
0908309000,municipality,Naga,Region IX,Zamboanga Sibugay,549393,140667,408726,216115,205022,4998,16090,46217,-16732,29484
0908310000,municipality,Olutanga,Region IX,Zamboanga Sibugay,566698,157096,409602,183911,175830,-1479,6602,86086,1095,87182
0908311000,municipality,Payao,Region IX,Zamboanga Sibugay,616496,163057,453439,195081,199923,-10892,-15734,36778,-11171,25608
0908312000,municipality,Roseller T. Lim,Region IX,Zamboanga Sibugay,674775,74429,600346,243330,196528,-3767,43034,83245,22995,106240
0908313000,municipality,Siay,Region IX,Zamboanga Sibugay,484446,117339,367107,252775,231028,-150,21596,21926,-17253,4673
0908314000,municipality,Talusan,Region IX,Zamboanga Sibugay,528413,47425,480988,131856,107961,-3394,20501,50616,780,51396
0908315000,municipality,Titay,Region IX,Zamboanga Sibugay,780018,123321,656696,275777,250747,-7174,17856,101321,-30408,70914
0908316000,municipality,Tungawan,Region IX,Zamboanga Sibugay,649241,195226,454014,316716,306640,-2309,7766,77591,-16634,60957
1001301000,municipality,Baungon,Region X,Bukidnon,754102,190070,564032,238349,230025,5431,13755,177946,-2276,175670
1001322000,municipality,Cabanglasan,Region X,Bukidnon,767078,183019,584059,209293,233142,21063,-2785,89256,-22125,67131
1001302000,municipality,Damulog,Region X,Bukidnon,760333,130495,629838,219422,211781,3932,11574,122023,-468,121555
1001303000,municipality,Dangcagan,Region X,Bukidnon,736171,151575,584596,243426,212457,442,31411,158571,18370,176941
1001304000,municipality,Don Carlos,Region X,Bukidnon,1313573,277361,1036212,429125,333554,-17617,77954,430323,-10118,420205
1001305000,municipality,Impasug-Ong,Region X,Bukidnon,1338995,85473,1253522,504332,376436,-4794,123103,142077,64209,206286
1001306000,municipality,Kadingilan,Region X,Bukidnon,561375,216542,344833,207792,205630,19784,21946,93655,-23875,69780
1001307000,municipality,Kalilangan,Region X,Bukidnon,754139,147505,606634,253732,251454,4875,7154,261685,-43795,217890
1001308000,municipality,Kibawe,Region X,Bukidnon,1045473,194468,851004,265497,206855,-23438,35205,147291,22405,169696
1001309000,municipality,Kitaotao,Region X,Bukidnon,1284034,568964,715071,388416,333234,-33347,21835,200781,29939,230720
1001310000,municipality,Lantapan,Region X,Bukidnon,1305031,401682,903349,322907,294295,154,28767,147468,-42393,105074
1001311000,municipality,Libona,Region X,Bukidnon,952258,210856,741402,294046,268898,-6947,18202,141189,2790,143979
1001313000,municipality,Malitbog,Region X,Bukidnon,937797,86615,851182,265108,250006,-8023,7078,209765,-41013,168752
1001314000,municipality,Manolo Fortich,Region X,Bukidnon,2230479,666472,1564006,736925,680881,31593,87638,560120,43618,603738
1001315000,municipality,Maramag,Region X,Bukidnon,1423037,400634,1022403,574581,562088,-11612,881,281745,-71248,210497
1001316000,municipality,Pangantucan,Region X,Bukidnon,1264907,242916,1021992,367349,296954,-920,69475,200983,-24351,176632
1001317000,municipality,Quezon,Region X,Bukidnon,1500637,454101,1046536,620344,589394,-13080,17869,325824,-4389,321435
1001318000,municipality,San Fernando,Region X,Bukidnon,992971,121117,871853,412647,340532,-1172,70942,143650,-26340,117310
1001319000,municipality,Sumilao,Region X,Bukidnon,517859,130895,386964,203725,198834,-9007,-4116,66506,17985,84491
1001320000,municipality,Talakag,Region X,Bukidnon,1208374,299776,908598,465063,403124,15059,76997,375483,-10233,365251
1001801000,municipality,Catarman,Region X,Camiguin,360578,24295,336283,115510,104575,-5802,5133,78589,-16513,62076
1001802000,municipality,Guinsiliban,Region X,Camiguin,163023,42145,120877,73333,61349,-800,11184,27148,1377,28525
1001803000,municipality,Mahinog,Region X,Camiguin,310074,90830,219243,113164,125322,18345,6187,42960,-4955,38004
1001804000,municipality,Mambajao,Region X,Camiguin,428381,112394,315987,222729,211075,-8972,2682,61153,6099,67252
1001805000,municipality,Sagay,Region X,Camiguin,251986,28137,223849,95836,102750,17653,10739,22626,-3796,18830
1003501000,municipality,Bacolod,Region X,Lanao del Norte,259274,64234,195039,145356,129443,-4288,11625,4861,-888,3973
1003502000,municipality,Baloi,Region X,Lanao del Norte,597772,46118,551654,241662,203388,-1725,36549,143765,44523,188288
1003503000,municipality,Baroy,Region X,Lanao del Norte,466652,110245,356407,137181,137941,-2072,-2832,26541,7284,33825
1003505000,municipality,Kapatagan,Region X,Lanao del Norte,922979,482119,440860,310132,292690,-31161,-13720,74072,-7380,66692
1003507000,municipality,Kauswagan,Region X,Lanao del Norte,1576222,737549,838673,377071,266852,-5304,104915,294693,48217,342909
1003508000,municipality,Kolambugan,Region X,Lanao del Norte,439347,96925,342422,168257,164428,-3452,376,82608,-36687,45921
1003509000,municipality,Lala,Region X,Lanao del Norte,863762,143326,720435,322873,268336,-8660,45877,167988,12490,180479
1003510000,municipality,Linamon,Region X,Lanao del Norte,290566,48035,242531,134609,121198,-3008,10403,55109,5016,60126
1003512000,municipality,Maigo,Region X,Lanao del Norte,350567,130787,219780,145550,143241,1622,3932,17250,-4345,12905
1003513000,municipality,Matungao,Region X,Lanao del Norte,193969,20417,173552,98470,83156,-1425,13889,21040,244,21284
1003514000,municipality,Munai,Region X,Lanao del Norte,331775,164473,167302,183428,176438,34018,41008,60232,-15085,45147
1003515000,municipality,Nunungan,Region X,Lanao del Norte,507460,147658,359801,212848,196271,-9866,6712,180186,-37713,142473
1003516000,municipality,Pantao-Ragat,Region X,Lanao del Norte,24678,9593,15084,150587,150978,,-391,658,-391,267
1003523000,municipality,Pantar,Region X,Lanao del Norte,124996,27087,97909,113338,114048,2398,1688,544,866,1411
1003517000,municipality,Poona Piagapo,Region X,Lanao del Norte,206043,18751,187292,181406,168836,-9881,2689,9522,-262,9261
1003511000,municipality,R. Magsaysay,Region X,Lanao del Norte,287798,113759,174039,147099,96541,-8094,42464,16546,-8485,8061
1003506000,municipality,S.N. Dimaporo,Region X,Lanao del Norte,419366,158547,260820,214522,201870,-4003,8650,55372,-21359,34013
1003518000,municipality,Salvador,Region X,Lanao del Norte,295439,70837,224601,143584,134445,-2141,6997,67448,10407,77855
1003519000,municipality,Sapad,Region X,Lanao del Norte,153425,31854,121571,112896,102094,-5123,5679,42058,-18363,23695
1003520000,municipality,Tagoloan,Region X,Lanao del Norte,78113,24405,53708,102421,114997,29502,16926,1021,19179,20200
1003521000,municipality,Tangkal,Region X,Lanao del Norte,275577,45746,229832,131303,111043,-26232,-5972,5949,-1439,4510
1003522000,municipality,Tubod,Region X,Lanao del Norte,749672,177951,571721,277383,280691,-20012,-23320,119795,20120,139916
1004201000,municipality,Aloran,Region X,Misamis Occidental,473520,159584,313936,166733,159375,-3069,4289,110541,-30470,80072
1004202000,municipality,Baliangao,Region X,Misamis Occidental,299966,73662,226304,118405,114872,-1862,1671,20866,13941,34808
1004203000,municipality,Bonifacio,Region X,Misamis Occidental,696098,155824,540274,183797,200383,-14120,-30705,136331,-25022,111308
1004204000,municipality,Calamba,Region X,Misamis Occidental,618966,160195,458771,175611,156544,-5768,13299,162622,-37386,125235
1004205000,municipality,Clarin,Region X,Misamis Occidental,582915,90149,492765,306200,181983,-6148,118069,97855,1043,98898
1004206000,municipality,Concepcion,Region X,Misamis Occidental,315064,74091,240973,87335,76127,-2587,8620,120915,-31786,89128
1004217000,municipality,Don Victoriano Chiongbian,Region X,Misamis Occidental,565466,107256,458209,147553,128141,,19412,231148,-21753,209395
1004207000,municipality,Jimenez,Region X,Misamis Occidental,632485,131135,501349,188333,200262,4908,-7021,79687,-21583,58104
1004208000,municipality,Lopez Jaena,Region X,Misamis Occidental,446928,95833,351095,145503,145434,-2996,-2928,92508,-26940,65569
1004211000,municipality,Panaon,Region X,Misamis Occidental,591074,145570,445505,101456,103260,-2311,-4116,69053,-5088,63964
1004212000,municipality,Plaridel,Region X,Misamis Occidental,462776,64575,398202,217045,205843,-3440,7762,67473,-17640,49833
1004213000,municipality,Sapang Dalaga,Region X,Misamis Occidental,524931,152143,372788,129981,110773,-5778,13431,79223,2271,81495
1004214000,municipality,Sinacaban,Region X,Misamis Occidental,359322,83451,275871,133636,117468,-2574,13593,27635,-6132,21503
1004216000,municipality,Tudela,Region X,Misamis Occidental,691221,74461,616760,162226,155165,-3759,3302,85481,-10748,74733
1004301000,municipality,Alubijid,Region X,Misamis Oriental,710694,96961,613732,304690,191218,-1337,112134,98526,111643,210168
1004302000,municipality,Balingasag,Region X,Misamis Oriental,968256,217857,750399,372374,324215,-23106,25053,181550,-54621,126929
1004303000,municipality,Balingoan,Region X,Misamis Oriental,282915,36443,246472,99463,84125,-5156,10183,48095,-25776,22319
1004304000,municipality,Binuangan,Region X,Misamis Oriental,277956,61766,216189,82198,78469,-3485,243,46348,-12610,33738
1004306000,municipality,Claveria,Region X,Misamis Oriental,1991276,319222,1672054,368073,355730,-6823,5520,623832,-174755,449077
1004309000,municipality,Gitagum,Region X,Misamis Oriental,490788,43196,447592,245761,128719,-3291,113751,138609,93834,232444
1004310000,municipality,Initao,Region X,Misamis Oriental,807989,285262,522727,275888,239088,-18164,18637,147096,19825,166921
1004311000,municipality,Jasaan,Region X,Misamis Oriental,747662,378566,369095,289401,264220,-54,25127,73196,-26919,46277
1004312000,municipality,Kinoguitan,Region X,Misamis Oriental,272990,113722,159268,98604,104924,-7924,-14243,93257,-67719,25538
1004313000,municipality,Lagonglong,Region X,Misamis Oriental,444888,148805,296083,139373,122713,-7899,8760,69293,-11298,57995
1004314000,municipality,Laguindingan,Region X,Misamis Oriental,606082,67708,538374,277562,163116,-3896,110549,106793,62326,169119
1004315000,municipality,Libertad,Region X,Misamis Oriental,310663,25829,284834,102787,86800,-2861,13125,81490,-13453,68037
1004316000,municipality,Lugait,Region X,Misamis Oriental,652935,118496,534440,180112,160296,-6783,13033,236840,-41683,195157
1004317000,municipality,Magsaysay,Region X,Misamis Oriental,569185,175791,393394,189472,226834,-4061,-41423,62485,-33421,29064
1004318000,municipality,Manticao,Region X,Misamis Oriental,485697,25421,460276,169736,139631,-3396,26709,163158,-32953,130205
1004319000,municipality,Medina,Region X,Misamis Oriental,500998,119852,381146,204863,193118,,11745,33433,-4219,29214
1004320000,municipality,Naawan,Region X,Misamis Oriental,622454,290777,331677,154468,142318,-7528,4622,60441,-7648,52793
1004321000,municipality,Opol,Region X,Misamis Oriental,982971,265197,717774,387184,348945,-396,37843,251518,56849,308367
1004322000,municipality,Salay,Region X,Misamis Oriental,719976,260685,459292,221136,205106,-13963,2066,43951,-15357,28594
1004323000,municipality,Sugbong Cogon,Region X,Misamis Oriental,357292,110294,246997,93730,89314,-858,3557,49597,-36190,13407
1004324000,municipality,Tagoloan,Region X,Misamis Oriental,1123327,357233,766094,672530,634860,-11460,26210,302029,-197950,104079
1004325000,municipality,Talisayan,Region X,Misamis Oriental,241046,63623,177424,150321,135305,-18,14998,15077,-14011,1066
1004326000,municipality,Villanueva,Region X,Misamis Oriental,1412867,670302,742565,383225,344870,-7333,31022,190612,-17267,173346
1108201000,municipality,Compostela,Region XI,Davao De Oro,1506036,199009,1307027,426774,416780,44624,54618,170078,-48526,121552
1108202000,municipality,Laak,Region XI,Davao De Oro,1360879,371222,989657,464118,503252,29314,-9820,250631,-40962,209670
1108203000,municipality,Mabini,Region XI,Davao De Oro,672557,170261,502296,280410,281199,-986,-1775,52587,61212,113799
1108204000,municipality,Maco,Region XI,Davao De Oro,1148852,252608,896244,640791,604548,-5725,30517,351271,-108555,242716
1108205000,municipality,Maragusan,Region XI,Davao De Oro,760896,118658,642238,351792,327671,-31872,-7751,153219,-47919,105300
1108206000,municipality,Mawab,Region XI,Davao De Oro,392371,125405,266965,219130,223298,-1381,-5549,59837,-20236,39601
1108207000,municipality,Monkayo,Region XI,Davao De Oro,1809679,359952,1449727,586999,559230,-22932,4837,219881,-127345,92536
1108208000,municipality,Montevista,Region XI,Davao De Oro,666552,146275,520277,258699,290787,40073,7984,96437,-9796,86641
1108209000,municipality,Nabunturan,Region XI,Davao De Oro,834328,161614,672713,459906,457153,6595,9348,115447,-26697,88749
1108210000,municipality,New Bataan,Region XI,Davao De Oro,942404,188865,753539,334546,317620,-30043,-13117,198591,-40222,158369
1108211000,municipality,Pantukan,Region XI,Davao De Oro,1365547,380840,984707,528099,522400,-6868,-1169,194480,213314,407794
1102301000,municipality,Asuncion,Region XI,Davao del Norte,869296,401814,467482,302197,298946,37645,40897,70014,-37623,32391
1102303000,municipality,Carmen,Region XI,Davao del Norte,1973197,774485,1198713,446949,443741,4286,7494,332180,-158619,173561
1102305000,municipality,Kapalong,Region XI,Davao del Norte,1188107,238660,949447,650272,579070,-8339,62863,214248,-5770,208478
1102314000,municipality,New Corella,Region XI,Davao del Norte,624888,123478,501410,309475,285081,-1688,22706,57350,-15997,41354
1102324000,municipality,San Isidro,Region XI,Davao del Norte,276343,86418,189926,165427,182760,-2816,-20148,52850,-4960,47889
1102318000,municipality,Sto. Tomas,Region XI,Davao del Norte,1694858,419748,1275110,659540,621630,-8978,28931,387367,-149416,237951
1102322000,municipality,Talaingod,Region XI,Davao del Norte,521152,193993,327159,297041,292049,-1915,3077,43614,8695,52309
1102401000,municipality,Bansalan,Region XI,Davao del Sur,678614,175872,502742,288345,263029,611,25927,158031,-25131,132900
1102404000,municipality,Hagonoy,Region XI,Davao del Sur,558567,188695,369872,248670,248786,-4640,-4756,78014,22170,100184
1102406000,municipality,Kiblawan,Region XI,Davao del Sur,759596,188753,570842,279542,245399,-1409,32734,93842,-9166,84675
1102407000,municipality,Magsaysay,Region XI,Davao del Sur,1186456,280841,905615,267015,313745,26302,-20429,70709,-3813,66895
1102408000,municipality,Malalag,Region XI,Davao del Sur,484913,76169,408744,254883,226574,-4662,23647,88904,12592,101496
1102410000,municipality,Matanao,Region XI,Davao del Sur,675105,298058,377047,273551,286369,9774,-3044,153197,-10315,142882
1102411000,municipality,Padada,Region XI,Davao del Sur,,,,,,,,,,
1102412000,municipality,Santa Cruz,Region XI,Davao del Sur,1980044,662759,1317285,764396,620670,-4549,139177,867516,42773,910289
1102414000,municipality,Sulop,Region XI,Davao del Sur,460383,45446,414937,219326,177346,-3554,38426,8025,8027,16052
1108601000,municipality,Don Marcelino,Region XI,Davao Occidental,438635,224018,214617,240196,237592,-1291,1313,125630,-69888,55742
1108602000,municipality,Jose Abad Santos,Region XI,Davao Occidental,902827,248143,654683,375511,347636,-1770,26106,243875,-52896,190980
1108603000,municipality,Malita,Region XI,Davao Occidental,1933382,665379,1268003,753863,731409,-15395,7059,499600,-252676,246925
1108604000,municipality,Santa Maria,Region XI,Davao Occidental,546060,43479,502581,430774,256228,,174546,52372,-18534,33838
1108605000,municipality,Saranggani,Region XI,Davao Occidental,326053,100933,225121,130068,130961,-2623,-3516,40457,4536,44993
1102501000,municipality,Baganga,Region XI,Davao Oriental,614414,74768,539647,446706,434907,-53003,-41203,148687,-40765,107922
1102502000,municipality,Banay-Banay,Region XI,Davao Oriental,641423,328901,312522,280223,261575,940,19588,64804,-43862,20942
1102503000,municipality,Boston,Region XI,Davao Oriental,461927,238550,223377,176301,178548,300,-1947,64263,-34009,30254
1102504000,municipality,Caraga,Region XI,Davao Oriental,770659,156285,614374,313399,270370,-1843,41185,177815,-6933,170882
1102505000,municipality,Cateel,Region XI,Davao Oriental,378458,104140,274318,283619,305195,19660,-1916,80282,-56810,23471
1102506000,municipality,Gov. Generoso,Region XI,Davao Oriental,419416,146341,273075,334280,295918,19320,57682,60669,-1019,59650
1102507000,municipality,Lupon,Region XI,Davao Oriental,1422043,275176,1146867,496896,446598,-18198,32099,50042,-1921,48121
1102508000,municipality,Manay,Region XI,Davao Oriental,558406,209028,349379,259857,257343,-1635,879,47057,-16337,30721
1102510000,municipality,San Isidro,Region XI,Davao Oriental,484528,164776,319753,203126,202879,-770,-523,57338,6060,63398
1102511000,municipality,Tarragona,Region XI,Davao Oriental,545433,204634,340799,191966,213684,-764,-22483,9406,1214,10620
1204701000,municipality,Alamada,Region XII,Davao Oriental,1458699,630544,828155,428523,389267,-7697,31560,266772,50982,317754
1204717000,municipality,Aleosan,Region XII,Davao Oriental,553241,157783,395458,220194,210646,-3061,6487,56282,-3517,52765
1204715000,municipality,Antipas,Region XII,Davao Oriental,711274,251153,460121,279085,243038,60000,96047,74679,84841,159520
1204718000,municipality,Arakan,Region XII,Davao Oriental,481958,138587,343371,360850,343484,-6703,10663,114792,-42628,72164
1204716000,municipality,Banisilan,Region XII,Davao Oriental,571865,307801,264064,315238,292930,-18,22291,11618,8312,19930
1204702000,municipality,Carmen,Region XII,Davao Oriental,1357094,188272,1168822,646243,539305,-13297,93641,393885,-25391,368494
1204703000,municipality,Kabacan,Region XII,Davao Oriental,862710,154868,707842,482684,438170,-4320,40194,202402,10208,212610
1204705000,municipality,Libungan,Region XII,Davao Oriental,672559,136948,535611,267452,249824,-5683,11945,26871,-10324,16548
1204706000,municipality,Magpet,Region XII,Davao Oriental,1434163,440372,993791,394307,366806,-3580,23921,92888,82820,175708
1204707000,municipality,Makilala,Region XII,Davao Oriental,1860861,652148,1208713,419294,416869,87462,89886,370941,-148653,222288
1204708000,municipality,Matalam,Region XII,Davao Oriental,1206010,222857,983153,390489,356510,-734,33245,377407,47988,425395
1204709000,municipality,Midsayap,Region XII,Davao Oriental,2608127,1489304,1118823,682806,589612,-16202,76993,191562,15155,206716
1204710000,municipality,M'lang,Region XII,Davao Oriental,975818,293874,681943,409843,341157,-10507,58178,123400,43510,166910
1204711000,municipality,Pigcawayan,Region XII,Davao Oriental,538052,57882,480170,332602,291208,9900,51294,207390,40326,247716
1204712000,municipality,Pikit,Region XII,Davao Oriental,666598,115880,550719,598332,435260,-2403,160669,265289,-34889,230400
1204713000,municipality,President Roxas,Region XII,Davao Oriental,1008583,248122,760461,355173,305524,3499,53148,16449,21125,37574
1204714000,municipality,Tulunan,Region XII,Davao Oriental,768048,249993,518055,299876,288297,1905,13483,112040,114930,226970
1208001000,municipality,Alabel,Region XII,Sarangani,1077789,556977,520812,466045,445469,-1262,19314,60980,-8508,52472
1208002000,municipality,Glan,Region XII,Sarangani,1527119,336247,1190872,520671,481516,-11957,27199,425431,-89549,335882
1208003000,municipality,Kiamba,Region XII,Sarangani,890067,271644,618423,339504,275841,-225,63438,147598,-10725,136873
1208004000,municipality,Maasim,Region XII,Sarangani,789899,195052,594847,417284,404529,20395,33150,98229,-31519,66710
1208005000,municipality,Maitum,Region XII,Sarangani,708060,139407,568653,253781,248546,2611,7846,110900,7331,118231
1208006000,municipality,Malapatan,Region XII,Sarangani,1237244,499065,738179,424811,373607,,51204,184197,19608,203805
1208007000,municipality,Malungon,Region XII,Sarangani,852233,347901,504333,516897,554800,72928,35026,91159,-6439,84720
1206302000,municipality,Banga,Region XII,South Cotabato,1014451,285784,728667,409252,328802,-3012,77438,83700,-25472,58228
1206319000,municipality,Lake Sebu,Region XII,South Cotabato,719536,224993,494543,442750,406673,-4128,31949,24443,10228,34672
1206311000,municipality,Norala,Region XII,South Cotabato,606295,185864,420431,207603,197441,-2382,7779,100054,-20172,79882
1206312000,municipality,Polomolok,Region XII,South Cotabato,2657568,852556,1805011,826924,753426,-9636,63862,331723,-111619,220104
1206318000,municipality,Santo Niño,Region XII,South Cotabato,469194,115924,353270,187750,171844,-2309,13597,47213,15839,63052
1206313000,municipality,Surallah,Region XII,South Cotabato,1484695,498352,986343,519007,472068,-9308,37632,337289,-63747,273541
1206314000,municipality,Tampakan,Region XII,South Cotabato,758732,181050,577682,270669,252182,-3589,14898,215880,-15231,200650
1206315000,municipality,Tantangan,Region XII,South Cotabato,448056,210520,237536,200598,198841,-203,1554,98411,-46927,51483
1206316000,municipality,T'boli,Region XII,South Cotabato,869601,291280,578321,552627,475218,,77409,113808,29073,142881
1206317000,municipality,Tupi,Region XII,South Cotabato,897706,386118,511587,396574,342241,-22254,32080,115474,-684,114790
1206501000,municipality,Bagumbayan,Region XII,Sultan Kudarat,682602,128592,554010,387801,369543,-2080,16178,67868,-6342,61526
1206502000,municipality,Columbio,Region XII,Sultan Kudarat,485724,167036,318688,399160,380885,-1523,16752,66083,6760,72843
1206503000,municipality,Esperanza,Region XII,Sultan Kudarat,1680867,819179,861688,339610,269659,-40,69911,326806,-70960,255846
1206504000,municipality,Isulan,Region XII,Sultan Kudarat,1206798,509960,696838,505526,450880,-23714,30933,536203,-80371,455832
1206505000,municipality,Kalamansig,Region XII,Sultan Kudarat,613796,133073,480724,364235,328850,-3465,31920,120914,6923,127837
1206508000,municipality,Lambayong,Region XII,Sultan Kudarat,1105551,627249,478302,334319,284263,-4257,45799,36045,-2458,33587
1206506000,municipality,Lebak,Region XII,Sultan Kudarat,601937,176794,425143,413105,375174,-24424,13507,151510,17352,168862
1206507000,municipality,Lutayan,Region XII,Sultan Kudarat,336804,149259,187546,272582,252357,-15938,4286,22829,-9377,13453
1206509000,municipality,Palimbang,Region XII,Sultan Kudarat,613108,245525,367583,391910,367884,-3401,20625,10647,78540,89186
1206510000,municipality,Pres. Quirino,Region XII,Sultan Kudarat,406453,319128,87325,211722,209718,185,2189,16304,-2929,13375
1206512000,municipality,Sen. Ninoy Aquino,Region XII,Sultan Kudarat,282781,135420,147361,233936,194385,-5793,33759,16853,49645,66498
1600201000,municipality,Buenavista,Region XIII,Agusan del Norte,1140705,320809,819897,393125,369263,7231,31093,230432,-120160,110272
1600204000,municipality,Carmen,Region XIII,Agusan del Norte,417168,69707,347462,167185,161005,13845,20025,74955,-27038,47917
1600205000,municipality,Jabonga,Region XIII,Agusan del Norte,428018,188182,239836,206708,192345,-6913,7451,36198,-1859,34339
1600206000,municipality,Kitcharao,Region XIII,Agusan del Norte,621354,99703,521651,156239,152132,9283,13390,73773,33903,107676
1600207000,municipality,Las Nieves,Region XIII,Agusan del Norte,671134,100323,570811,275630,244651,-2850,28129,104262,-14872,89390
1600208000,municipality,Magallanes,Region XIII,Agusan del Norte,431004,71194,359810,139608,137323,3859,6144,40062,-2587,37475
1600209000,municipality,Nasipit,Region XIII,Agusan del Norte,836321,230923,605399,226768,218516,9511,17763,85133,7996,93129
1600212000,municipality,R.T. Romualdez,Region XIII,Agusan del Norte,474593,133134,341459,119771,110490,59,9340,73086,-9920,63166
1600210000,municipality,Santiago,Region XIII,Agusan del Norte,712208,59210,652999,197080,139446,-10990,46644,55422,-19791,35631
1600211000,municipality,Tubay,Region XIII,Agusan del Norte,397643,115313,282330,208416,188069,-1900,18447,107595,-30144,77451
1600302000,municipality,Bunawan,Region XIII,Agusan del Sur,1627981,120068,1507914,474763,380497,-9331,84935,327562,-11678,315883
1600303000,municipality,Esperanza,Region XIII,Agusan del Sur,1921399,461021,1460378,549960,410801,7904,147064,263625,-39008,224617
1600304000,municipality,La Paz,Region XIII,Agusan del Sur,1818326,1219921,598404,501644,511283,-10352,-19991,108260,10208,118469
1600305000,municipality,Loreto,Region XIII,Agusan del Sur,1679115,642325,1036790,521949,435019,-282958,-196027,139307,-1550,137757
1600306000,municipality,Prosperidad,Region XIII,Agusan del Sur,1438058,546992,891066,442946,388208,29812,84550,366378,15416,381794
1600307000,municipality,Rosario,Region XIII,Agusan del Sur,926025,414345,511679,320408,331671,-4502,-15765,91709,-27802,63906
