dataset_id,psgc,value,category,detail
elections-2022-president,1400118018,,Bongbong Marcos,"{""Isko_Moreno"":2,""Ping_Lacson"":4,""Leni_Robredo"":17,""Ernesto_Abella"":2,""Manny_Pacquiao"":3,""Bongbong_Marcos"":410,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400118019,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":2,""Leni_Robredo"":10,""Ernesto_Abella"":1,""Manny_Pacquiao"":1,""Bongbong_Marcos"":248,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119002,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":1,""Ernesto_Abella"":0,""Manny_Pacquiao"":4,""Bongbong_Marcos"":589,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119003,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":234,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119004,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":1,""Leni_Robredo"":2,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":292,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119005,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":449,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119006,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":274,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119007,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":461,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119008,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":4,""Ernesto_Abella"":0,""Manny_Pacquiao"":2,""Bongbong_Marcos"":494,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400119009,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":2,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":207,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119010,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":1,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":168,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119011,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":245,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119012,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":7,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":189,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119014,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":415,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119015,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":1,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":223,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119016,,Bongbong Marcos,"{""Isko_Moreno"":6,""Ping_Lacson"":2,""Leni_Robredo"":30,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":945,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119017,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":2,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":219,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119018,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":3,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":415,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119019,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":3,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":327,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119020,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":2,""Leni_Robredo"":3,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":175,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400119021,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":1,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":126,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400120001,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":2,""Leni_Robredo"":7,""Ernesto_Abella"":0,""Manny_Pacquiao"":3,""Bongbong_Marcos"":402,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400120002,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":10,""Ernesto_Abella"":1,""Manny_Pacquiao"":4,""Bongbong_Marcos"":381,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400120004,,Bongbong Marcos,"{""Isko_Moreno"":3,""Ping_Lacson"":6,""Leni_Robredo"":18,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":733,""Jose_Montemayor"":0,""Leody_de_Guzman"":2,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400120005,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":1,""Leni_Robredo"":5,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":454,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400120006,,Bongbong Marcos,"{""Isko_Moreno"":5,""Ping_Lacson"":3,""Leni_Robredo"":12,""Ernesto_Abella"":1,""Manny_Pacquiao"":2,""Bongbong_Marcos"":544,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400120007,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":7,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":240,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400120008,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":23,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":609,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":2}"
elections-2022-president,1400120009,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":4,""Ernesto_Abella"":0,""Manny_Pacquiao"":3,""Bongbong_Marcos"":348,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400121001,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":2,""Ernesto_Abella"":1,""Manny_Pacquiao"":1,""Bongbong_Marcos"":189,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400121002,,Bongbong Marcos,"{""Isko_Moreno"":2,""Ping_Lacson"":0,""Leni_Robredo"":17,""Ernesto_Abella"":0,""Manny_Pacquiao"":4,""Bongbong_Marcos"":363,""Jose_Montemayor"":1,""Leody_de_Guzman"":2,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400121003,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":3,""Leni_Robredo"":4,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":240,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400121004,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":2,""Ernesto_Abella"":0,""Manny_Pacquiao"":2,""Bongbong_Marcos"":332,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400121007,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":2,""Leni_Robredo"":8,""Ernesto_Abella"":0,""Manny_Pacquiao"":7,""Bongbong_Marcos"":268,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400121008,,Bongbong Marcos,"{""Isko_Moreno"":3,""Ping_Lacson"":2,""Leni_Robredo"":27,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":366,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400121010,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":1,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":216,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":1,""Norberto_Gonzales"":0}"
elections-2022-president,1400121012,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":2,""Leni_Robredo"":7,""Ernesto_Abella"":2,""Manny_Pacquiao"":0,""Bongbong_Marcos"":346,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400121013,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":4,""Leni_Robredo"":5,""Ernesto_Abella"":1,""Manny_Pacquiao"":1,""Bongbong_Marcos"":381,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122001,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":5,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":369,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122002,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":2,""Leni_Robredo"":12,""Ernesto_Abella"":2,""Manny_Pacquiao"":2,""Bongbong_Marcos"":671,""Jose_Montemayor"":1,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":2}"
elections-2022-president,1400122003,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":8,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":260,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122004,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":1,""Leni_Robredo"":12,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":537,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122005,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":3,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":201,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122006,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":3,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":266,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122007,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":1,""Leni_Robredo"":14,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":132,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122008,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":2,""Leni_Robredo"":8,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":240,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122009,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":11,""Ernesto_Abella"":1,""Manny_Pacquiao"":1,""Bongbong_Marcos"":364,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122010,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":2,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":170,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400122011,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":3,""Leni_Robredo"":2,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":262,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122012,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":70,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122013,,Bongbong Marcos,"{""Isko_Moreno"":3,""Ping_Lacson"":10,""Leni_Robredo"":25,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":534,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122014,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":4,""Leni_Robredo"":14,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":279,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122015,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":2,""Leni_Robredo"":4,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":436,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122016,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":1,""Leni_Robredo"":3,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":206,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122017,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":1,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":312,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":1,""Norberto_Gonzales"":0}"
elections-2022-president,1400122018,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":1,""Leni_Robredo"":4,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":419,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400122019,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":0,""Leni_Robredo"":6,""Ernesto_Abella"":2,""Manny_Pacquiao"":0,""Bongbong_Marcos"":389,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400123001,,Bongbong Marcos,"{""Isko_Moreno"":4,""Ping_Lacson"":4,""Leni_Robredo"":22,""Ernesto_Abella"":1,""Manny_Pacquiao"":2,""Bongbong_Marcos"":659,""Jose_Montemayor"":0,""Leody_de_Guzman"":2,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400123002,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":9,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":399,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400123003,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":6,""Leni_Robredo"":11,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":441,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400123004,,Bongbong Marcos,"{""Isko_Moreno"":6,""Ping_Lacson"":2,""Leni_Robredo"":31,""Ernesto_Abella"":1,""Manny_Pacquiao"":1,""Bongbong_Marcos"":533,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400123005,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":3,""Leni_Robredo"":21,""Ernesto_Abella"":1,""Manny_Pacquiao"":1,""Bongbong_Marcos"":965,""Jose_Montemayor"":0,""Leody_de_Guzman"":2,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400123006,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":3,""Leni_Robredo"":22,""Ernesto_Abella"":4,""Manny_Pacquiao"":0,""Bongbong_Marcos"":658,""Jose_Montemayor"":2,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400124001,,Bongbong Marcos,"{""Isko_Moreno"":1,""Ping_Lacson"":6,""Leni_Robredo"":21,""Ernesto_Abella"":2,""Manny_Pacquiao"":7,""Bongbong_Marcos"":580,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400124002,,Bongbong Marcos,"{""Isko_Moreno"":3,""Ping_Lacson"":3,""Leni_Robredo"":11,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":609,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":2,""Norberto_Gonzales"":0}"
elections-2022-president,1400124003,,Bongbong Marcos,"{""Isko_Moreno"":6,""Ping_Lacson"":2,""Leni_Robredo"":10,""Ernesto_Abella"":0,""Manny_Pacquiao"":6,""Bongbong_Marcos"":812,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400124004,,Bongbong Marcos,"{""Isko_Moreno"":3,""Ping_Lacson"":1,""Leni_Robredo"":22,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":433,""Jose_Montemayor"":1,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400124005,,Bongbong Marcos,"{""Isko_Moreno"":4,""Ping_Lacson"":6,""Leni_Robredo"":25,""Ernesto_Abella"":0,""Manny_Pacquiao"":14,""Bongbong_Marcos"":675,""Jose_Montemayor"":3,""Leody_de_Guzman"":0,""Faisal_Mangondato"":1,""Norberto_Gonzales"":0}"
elections-2022-president,1400124006,,Bongbong Marcos,"{""Isko_Moreno"":5,""Ping_Lacson"":1,""Leni_Robredo"":30,""Ernesto_Abella"":0,""Manny_Pacquiao"":5,""Bongbong_Marcos"":583,""Jose_Montemayor"":0,""Leody_de_Guzman"":1,""Faisal_Mangondato"":1,""Norberto_Gonzales"":1}"
elections-2022-president,1400124007,,Bongbong Marcos,"{""Isko_Moreno"":8,""Ping_Lacson"":9,""Leni_Robredo"":39,""Ernesto_Abella"":0,""Manny_Pacquiao"":8,""Bongbong_Marcos"":800,""Jose_Montemayor"":0,""Leody_de_Guzman"":3,""Faisal_Mangondato"":1,""Norberto_Gonzales"":2}"
elections-2022-president,1400124008,,Bongbong Marcos,"{""Isko_Moreno"":5,""Ping_Lacson"":9,""Leni_Robredo"":50,""Ernesto_Abella"":2,""Manny_Pacquiao"":9,""Bongbong_Marcos"":762,""Jose_Montemayor"":1,""Leody_de_Guzman"":1,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400124009,,Bongbong Marcos,"{""Isko_Moreno"":4,""Ping_Lacson"":1,""Leni_Robredo"":19,""Ernesto_Abella"":1,""Manny_Pacquiao"":1,""Bongbong_Marcos"":709,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400124010,,Bongbong Marcos,"{""Isko_Moreno"":15,""Ping_Lacson"":45,""Leni_Robredo"":133,""Ernesto_Abella"":5,""Manny_Pacquiao"":6,""Bongbong_Marcos"":1498,""Jose_Montemayor"":2,""Leody_de_Guzman"":5,""Faisal_Mangondato"":0,""Norberto_Gonzales"":6}"
elections-2022-president,1400124011,,Bongbong Marcos,"{""Isko_Moreno"":6,""Ping_Lacson"":4,""Leni_Robredo"":37,""Ernesto_Abella"":3,""Manny_Pacquiao"":3,""Bongbong_Marcos"":794,""Jose_Montemayor"":2,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400125001,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":2,""Leni_Robredo"":8,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":311,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400125002,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":5,""Ernesto_Abella"":1,""Manny_Pacquiao"":2,""Bongbong_Marcos"":525,""Jose_Montemayor"":2,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400125003,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":3,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":128,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":1}"
elections-2022-president,1400125004,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":1,""Bongbong_Marcos"":183,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400125005,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":114,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400125006,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":1,""Leni_Robredo"":2,""Ernesto_Abella"":0,""Manny_Pacquiao"":2,""Bongbong_Marcos"":548,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400125007,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":2,""Ernesto_Abella"":0,""Manny_Pacquiao"":0,""Bongbong_Marcos"":255,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
elections-2022-president,1400125008,,Bongbong Marcos,"{""Isko_Moreno"":0,""Ping_Lacson"":0,""Leni_Robredo"":0,""Ernesto_Abella"":1,""Manny_Pacquiao"":0,""Bongbong_Marcos"":72,""Jose_Montemayor"":0,""Leody_de_Guzman"":0,""Faisal_Mangondato"":0,""Norberto_Gonzales"":0}"
