dataset_id,psgc,value,category,detail
elections-2022-president,1004217000,,Bongbong Marcos,"{""Isko_Moreno"":42,""Ping_Lacson"":20,""Leni_Robredo"":245,""Ernesto_Abella"":3,""Manny_Pacquiao"":1439,""Bongbong_Marcos"":3653,""Jose_Montemayor"":9,""Leody_de_Guzman"":6,""Faisal_Mangondato"":1,""Norberto_Gonzales"":10}"
elections-2022-president,1004301000,,Bongbong Marcos,"{""Isko_Moreno"":320,""Ping_Lacson"":108,""Leni_Robredo"":3122,""Ernesto_Abella"":57,""Manny_Pacquiao"":1896,""Bongbong_Marcos"":12282,""Jose_Montemayor"":21,""Leody_de_Guzman"":23,""Faisal_Mangondato"":11,""Norberto_Gonzales"":38}"
elections-2022-president,1004302000,,Bongbong Marcos,"{""Isko_Moreno"":1270,""Ping_Lacson"":405,""Leni_Robredo"":4723,""Ernesto_Abella"":127,""Manny_Pacquiao"":4175,""Bongbong_Marcos"":29977,""Jose_Montemayor"":47,""Leody_de_Guzman"":80,""Faisal_Mangondato"":44,""Norberto_Gonzales"":94}"
elections-2022-president,1004303000,,Bongbong Marcos,"{""Isko_Moreno"":137,""Ping_Lacson"":54,""Leni_Robredo"":972,""Ernesto_Abella"":12,""Manny_Pacquiao"":860,""Bongbong_Marcos"":5059,""Jose_Montemayor"":2,""Leody_de_Guzman"":14,""Faisal_Mangondato"":12,""Norberto_Gonzales"":14}"
elections-2022-president,1004304000,,Bongbong Marcos,"{""Isko_Moreno"":147,""Ping_Lacson"":58,""Leni_Robredo"":615,""Ernesto_Abella"":14,""Manny_Pacquiao"":786,""Bongbong_Marcos"":4043,""Jose_Montemayor"":6,""Leody_de_Guzman"":14,""Faisal_Mangondato"":6,""Norberto_Gonzales"":11}"
elections-2022-president,1030500000,,Bongbong Marcos,"{""Isko_Moreno"":5556,""Ping_Lacson"":3585,""Leni_Robredo"":34372,""Ernesto_Abella"":531,""Manny_Pacquiao"":25220,""Bongbong_Marcos"":237653,""Jose_Montemayor"":360,""Leody_de_Guzman"":409,""Faisal_Mangondato"":550,""Norberto_Gonzales"":464}"
elections-2022-president,1004306000,,Bongbong Marcos,"{""Isko_Moreno"":593,""Ping_Lacson"":216,""Leni_Robredo"":2794,""Ernesto_Abella"":101,""Manny_Pacquiao"":3814,""Bongbong_Marcos"":21956,""Jose_Montemayor"":45,""Leody_de_Guzman"":73,""Faisal_Mangondato"":32,""Norberto_Gonzales"":79}"
elections-2022-president,1004307000,,Bongbong Marcos,"{""Isko_Moreno"":806,""Ping_Lacson"":301,""Leni_Robredo"":3921,""Ernesto_Abella"":127,""Manny_Pacquiao"":4682,""Bongbong_Marcos"":26710,""Jose_Montemayor"":43,""Leody_de_Guzman"":88,""Faisal_Mangondato"":23,""Norberto_Gonzales"":67}"
elections-2022-president,1004308000,,Bongbong Marcos,"{""Isko_Moreno"":1811,""Ping_Lacson"":770,""Leni_Robredo"":8753,""Ernesto_Abella"":225,""Manny_Pacquiao"":16586,""Bongbong_Marcos"":46026,""Jose_Montemayor"":149,""Leody_de_Guzman"":203,""Faisal_Mangondato"":158,""Norberto_Gonzales"":177}"
elections-2022-president,1004309000,,Bongbong Marcos,"{""Isko_Moreno"":214,""Ping_Lacson"":73,""Leni_Robredo"":985,""Ernesto_Abella"":32,""Manny_Pacquiao"":1429,""Bongbong_Marcos"":9212,""Jose_Montemayor"":12,""Leody_de_Guzman"":17,""Faisal_Mangondato"":10,""Norberto_Gonzales"":25}"
elections-2022-president,1004310000,,Bongbong Marcos,"{""Isko_Moreno"":312,""Ping_Lacson"":128,""Leni_Robredo"":1698,""Ernesto_Abella"":39,""Manny_Pacquiao"":2725,""Bongbong_Marcos"":13374,""Jose_Montemayor"":21,""Leody_de_Guzman"":24,""Faisal_Mangondato"":20,""Norberto_Gonzales"":30}"
elections-2022-president,1004311000,,Bongbong Marcos,"{""Isko_Moreno"":645,""Ping_Lacson"":293,""Leni_Robredo"":3087,""Ernesto_Abella"":55,""Manny_Pacquiao"":2553,""Bongbong_Marcos"":26118,""Jose_Montemayor"":46,""Leody_de_Guzman"":84,""Faisal_Mangondato"":22,""Norberto_Gonzales"":60}"
elections-2022-president,1004312000,,Bongbong Marcos,"{""Isko_Moreno"":191,""Ping_Lacson"":59,""Leni_Robredo"":1880,""Ernesto_Abella"":21,""Manny_Pacquiao"":1572,""Bongbong_Marcos"":5999,""Jose_Montemayor"":2,""Leody_de_Guzman"":10,""Faisal_Mangondato"":10,""Norberto_Gonzales"":17}"
elections-2022-president,1004313000,,Bongbong Marcos,"{""Isko_Moreno"":352,""Ping_Lacson"":133,""Leni_Robredo"":1660,""Ernesto_Abella"":34,""Manny_Pacquiao"":2000,""Bongbong_Marcos"":10091,""Jose_Montemayor"":23,""Leody_de_Guzman"":26,""Faisal_Mangondato"":17,""Norberto_Gonzales"":41}"
elections-2022-president,1004314000,,Bongbong Marcos,"{""Isko_Moreno"":314,""Ping_Lacson"":137,""Leni_Robredo"":1463,""Ernesto_Abella"":46,""Manny_Pacquiao"":1891,""Bongbong_Marcos"":13175,""Jose_Montemayor"":19,""Leody_de_Guzman"":19,""Faisal_Mangondato"":28,""Norberto_Gonzales"":36}"
elections-2022-president,1004315000,,Bongbong Marcos,"{""Isko_Moreno"":274,""Ping_Lacson"":75,""Leni_Robredo"":1094,""Ernesto_Abella"":17,""Manny_Pacquiao"":1041,""Bongbong_Marcos"":6127,""Jose_Montemayor"":19,""Leody_de_Guzman"":14,""Faisal_Mangondato"":8,""Norberto_Gonzales"":12}"
elections-2022-president,1004316000,,Bongbong Marcos,"{""Isko_Moreno"":146,""Ping_Lacson"":124,""Leni_Robredo"":798,""Ernesto_Abella"":38,""Manny_Pacquiao"":1557,""Bongbong_Marcos"":9200,""Jose_Montemayor"":9,""Leody_de_Guzman"":23,""Faisal_Mangondato"":9,""Norberto_Gonzales"":16}"
elections-2022-president,1004317000,,Bongbong Marcos,"{""Isko_Moreno"":367,""Ping_Lacson"":165,""Leni_Robredo"":2583,""Ernesto_Abella"":55,""Manny_Pacquiao"":4560,""Bongbong_Marcos"":10932,""Jose_Montemayor"":39,""Leody_de_Guzman"":44,""Faisal_Mangondato"":15,""Norberto_Gonzales"":66}"
elections-2022-president,1004318000,,Bongbong Marcos,"{""Isko_Moreno"":269,""Ping_Lacson"":135,""Leni_Robredo"":1442,""Ernesto_Abella"":74,""Manny_Pacquiao"":3973,""Bongbong_Marcos"":11491,""Jose_Montemayor"":27,""Leody_de_Guzman"":41,""Faisal_Mangondato"":30,""Norberto_Gonzales"":43}"
elections-2022-president,1004319000,,Bongbong Marcos,"{""Isko_Moreno"":1639,""Ping_Lacson"":184,""Leni_Robredo"":2327,""Ernesto_Abella"":48,""Manny_Pacquiao"":2985,""Bongbong_Marcos"":13588,""Jose_Montemayor"":20,""Leody_de_Guzman"":39,""Faisal_Mangondato"":42,""Norberto_Gonzales"":43}"
elections-2022-president,1004320000,,Bongbong Marcos,"{""Isko_Moreno"":187,""Ping_Lacson"":112,""Leni_Robredo"":921,""Ernesto_Abella"":24,""Manny_Pacquiao"":1812,""Bongbong_Marcos"":9666,""Jose_Montemayor"":16,""Leody_de_Guzman"":19,""Faisal_Mangondato"":21,""Norberto_Gonzales"":32}"
elections-2022-president,1004321000,,Bongbong Marcos,"{""Isko_Moreno"":544,""Ping_Lacson"":311,""Leni_Robredo"":3189,""Ernesto_Abella"":88,""Manny_Pacquiao"":3893,""Bongbong_Marcos"":23819,""Jose_Montemayor"":37,""Leody_de_Guzman"":42,""Faisal_Mangondato"":69,""Norberto_Gonzales"":64}"
elections-2022-president,1004322000,,Bongbong Marcos,"{""Isko_Moreno"":538,""Ping_Lacson"":160,""Leni_Robredo"":2147,""Ernesto_Abella"":57,""Manny_Pacquiao"":3092,""Bongbong_Marcos"":11596,""Jose_Montemayor"":36,""Leody_de_Guzman"":58,""Faisal_Mangondato"":21,""Norberto_Gonzales"":62}"
elections-2022-president,1004323000,,Bongbong Marcos,"{""Isko_Moreno"":131,""Ping_Lacson"":56,""Leni_Robredo"":651,""Ernesto_Abella"":20,""Manny_Pacquiao"":1362,""Bongbong_Marcos"":4961,""Jose_Montemayor"":13,""Leody_de_Guzman"":16,""Faisal_Mangondato"":2,""Norberto_Gonzales"":24}"
elections-2022-president,1004324000,,Bongbong Marcos,"{""Isko_Moreno"":686,""Ping_Lacson"":263,""Leni_Robredo"":3184,""Ernesto_Abella"":99,""Manny_Pacquiao"":2874,""Bongbong_Marcos"":33897,""Jose_Montemayor"":21,""Leody_de_Guzman"":52,""Faisal_Mangondato"":131,""Norberto_Gonzales"":65}"
elections-2022-president,1004325000,,Bongbong Marcos,"{""Isko_Moreno"":510,""Ping_Lacson"":126,""Leni_Robredo"":1963,""Ernesto_Abella"":33,""Manny_Pacquiao"":2897,""Bongbong_Marcos"":10717,""Jose_Montemayor"":23,""Leody_de_Guzman"":47,""Faisal_Mangondato"":18,""Norberto_Gonzales"":97}"
elections-2022-president,1004326000,,Bongbong Marcos,"{""Isko_Moreno"":478,""Ping_Lacson"":153,""Leni_Robredo"":2334,""Ernesto_Abella"":44,""Manny_Pacquiao"":1751,""Bongbong_Marcos"":16690,""Jose_Montemayor"":27,""Leody_de_Guzman"":25,""Faisal_Mangondato"":35,""Norberto_Gonzales"":32}"
elections-2022-president,1102301000,,Bongbong Marcos,"{""Isko_Moreno"":244,""Ping_Lacson"":413,""Leni_Robredo"":2496,""Ernesto_Abella"":84,""Manny_Pacquiao"":2180,""Bongbong_Marcos"":27187,""Jose_Montemayor"":39,""Leody_de_Guzman"":67,""Faisal_Mangondato"":59,""Norberto_Gonzales"":40}"
elections-2022-president,1102303000,,Bongbong Marcos,"{""Isko_Moreno"":327,""Ping_Lacson"":347,""Leni_Robredo"":2147,""Ernesto_Abella"":57,""Manny_Pacquiao"":1544,""Bongbong_Marcos"":35110,""Jose_Montemayor"":63,""Leody_de_Guzman"":53,""Faisal_Mangondato"":66,""Norberto_Gonzales"":59}"
elections-2022-president,1102305000,,Bongbong Marcos,"{""Isko_Moreno"":251,""Ping_Lacson"":560,""Leni_Robredo"":6736,""Ernesto_Abella"":82,""Manny_Pacquiao"":2016,""Bongbong_Marcos"":28405,""Jose_Montemayor"":46,""Leody_de_Guzman"":34,""Faisal_Mangondato"":16,""Norberto_Gonzales"":60}"
elections-2022-president,1102314000,,Bongbong Marcos,"{""Isko_Moreno"":296,""Ping_Lacson"":527,""Leni_Robredo"":2707,""Ernesto_Abella"":82,""Manny_Pacquiao"":3466,""Bongbong_Marcos"":23172,""Jose_Montemayor"":50,""Leody_de_Guzman"":62,""Faisal_Mangondato"":16,""Norberto_Gonzales"":50}"
elections-2022-president,1102315000,,Bongbong Marcos,"{""Isko_Moreno"":796,""Ping_Lacson"":1230,""Leni_Robredo"":5745,""Ernesto_Abella"":131,""Manny_Pacquiao"":3181,""Bongbong_Marcos"":90627,""Jose_Montemayor"":86,""Leody_de_Guzman"":126,""Faisal_Mangondato"":209,""Norberto_Gonzales"":114}"
elections-2022-president,1102317000,,Bongbong Marcos,"{""Isko_Moreno"":750,""Ping_Lacson"":495,""Leni_Robredo"":3288,""Ernesto_Abella"":125,""Manny_Pacquiao"":4124,""Bongbong_Marcos"":60709,""Jose_Montemayor"":98,""Leody_de_Guzman"":126,""Faisal_Mangondato"":94,""Norberto_Gonzales"":128}"
elections-2022-president,1102318000,,Bongbong Marcos,"{""Isko_Moreno"":440,""Ping_Lacson"":403,""Leni_Robredo"":2358,""Ernesto_Abella"":109,""Manny_Pacquiao"":2056,""Bongbong_Marcos"":54207,""Jose_Montemayor"":71,""Leody_de_Guzman"":106,""Faisal_Mangondato"":134,""Norberto_Gonzales"":103}"
elections-2022-president,1102319000,,Bongbong Marcos,"{""Isko_Moreno"":1359,""Ping_Lacson"":2330,""Leni_Robredo"":10823,""Ernesto_Abella"":257,""Manny_Pacquiao"":7370,""Bongbong_Marcos"":118546,""Jose_Montemayor"":123,""Leody_de_Guzman"":210,""Faisal_Mangondato"":495,""Norberto_Gonzales"":202}"
elections-2022-president,1102322000,,Bongbong Marcos,"{""Isko_Moreno"":90,""Ping_Lacson"":72,""Leni_Robredo"":489,""Ernesto_Abella"":36,""Manny_Pacquiao"":1892,""Bongbong_Marcos"":8397,""Jose_Montemayor"":17,""Leody_de_Guzman"":31,""Faisal_Mangondato"":11,""Norberto_Gonzales"":35}"
elections-2022-president,1102323000,,Bongbong Marcos,"{""Isko_Moreno"":134,""Ping_Lacson"":199,""Leni_Robredo"":1279,""Ernesto_Abella"":30,""Manny_Pacquiao"":680,""Bongbong_Marcos"":12696,""Jose_Montemayor"":11,""Leody_de_Guzman"":19,""Faisal_Mangondato"":43,""Norberto_Gonzales"":26}"
elections-2022-president,1102324000,,Bongbong Marcos,"{""Isko_Moreno"":157,""Ping_Lacson"":250,""Leni_Robredo"":1305,""Ernesto_Abella"":48,""Manny_Pacquiao"":2224,""Bongbong_Marcos"":11511,""Jose_Montemayor"":17,""Leody_de_Guzman"":39,""Faisal_Mangondato"":12,""Norberto_Gonzales"":36}"
elections-2022-president,1102401000,,Bongbong Marcos,"{""Isko_Moreno"":381,""Ping_Lacson"":302,""Leni_Robredo"":1654,""Ernesto_Abella"":82,""Manny_Pacquiao"":3045,""Bongbong_Marcos"":31266,""Jose_Montemayor"":56,""Leody_de_Guzman"":77,""Faisal_Mangondato"":64,""Norberto_Gonzales"":83}"
elections-2022-president,1130700000,,Bongbong Marcos,"{""Isko_Moreno"":6839,""Ping_Lacson"":7448,""Leni_Robredo"":31961,""Ernesto_Abella"":2262,""Manny_Pacquiao"":14319,""Bongbong_Marcos"":649725,""Jose_Montemayor"":682,""Leody_de_Guzman"":894,""Faisal_Mangondato"":2242,""Norberto_Gonzales"":1227}"
elections-2022-president,1102403000,,Bongbong Marcos,"{""Isko_Moreno"":916,""Ping_Lacson"":893,""Leni_Robredo"":5834,""Ernesto_Abella"":232,""Manny_Pacquiao"":10320,""Bongbong_Marcos"":73934,""Jose_Montemayor"":115,""Leody_de_Guzman"":131,""Faisal_Mangondato"":379,""Norberto_Gonzales"":188}"
elections-2022-president,1102404000,,Bongbong Marcos,"{""Isko_Moreno"":437,""Ping_Lacson"":214,""Leni_Robredo"":1835,""Ernesto_Abella"":82,""Manny_Pacquiao"":3036,""Bongbong_Marcos"":23235,""Jose_Montemayor"":44,""Leody_de_Guzman"":77,""Faisal_Mangondato"":45,""Norberto_Gonzales"":54}"
elections-2022-president,1102406000,,Bongbong Marcos,"{""Isko_Moreno"":275,""Ping_Lacson"":183,""Leni_Robredo"":1539,""Ernesto_Abella"":48,""Manny_Pacquiao"":3830,""Bongbong_Marcos"":16867,""Jose_Montemayor"":27,""Leody_de_Guzman"":34,""Faisal_Mangondato"":12,""Norberto_Gonzales"":40}"
elections-2022-president,1102407000,,Bongbong Marcos,"{""Isko_Moreno"":226,""Ping_Lacson"":171,""Leni_Robredo"":1197,""Ernesto_Abella"":67,""Manny_Pacquiao"":2496,""Bongbong_Marcos"":27621,""Jose_Montemayor"":28,""Leody_de_Guzman"":40,""Faisal_Mangondato"":18,""Norberto_Gonzales"":41}"
elections-2022-president,1102408000,,Bongbong Marcos,"{""Isko_Moreno"":229,""Ping_Lacson"":126,""Leni_Robredo"":1006,""Ernesto_Abella"":39,""Manny_Pacquiao"":3165,""Bongbong_Marcos"":15429,""Jose_Montemayor"":40,""Leody_de_Guzman"":18,""Faisal_Mangondato"":9,""Norberto_Gonzales"":43}"
elections-2022-president,1102410000,,Bongbong Marcos,"{""Isko_Moreno"":583,""Ping_Lacson"":242,""Leni_Robredo"":1960,""Ernesto_Abella"":68,""Manny_Pacquiao"":3782,""Bongbong_Marcos"":25211,""Jose_Montemayor"":51,""Leody_de_Guzman"":71,""Faisal_Mangondato"":37,""Norberto_Gonzales"":67}"
elections-2022-president,1102411000,,Bongbong Marcos,"{""Isko_Moreno"":269,""Ping_Lacson"":165,""Leni_Robredo"":994,""Ernesto_Abella"":28,""Manny_Pacquiao"":1484,""Bongbong_Marcos"":15596,""Jose_Montemayor"":20,""Leody_de_Guzman"":28,""Faisal_Mangondato"":33,""Norberto_Gonzales"":44}"
elections-2022-president,1102412000,,Bongbong Marcos,"{""Isko_Moreno"":505,""Ping_Lacson"":387,""Leni_Robredo"":2334,""Ernesto_Abella"":82,""Manny_Pacquiao"":2715,""Bongbong_Marcos"":47436,""Jose_Montemayor"":75,""Leody_de_Guzman"":108,""Faisal_Mangondato"":286,""Norberto_Gonzales"":142}"
elections-2022-president,1102414000,,Bongbong Marcos,"{""Isko_Moreno"":304,""Ping_Lacson"":154,""Leni_Robredo"":1337,""Ernesto_Abella"":66,""Manny_Pacquiao"":2929,""Bongbong_Marcos"":14074,""Jose_Montemayor"":26,""Leody_de_Guzman"":37,""Faisal_Mangondato"":14,""Norberto_Gonzales"":35}"
elections-2022-president,1102501000,,Bongbong Marcos,"{""Isko_Moreno"":358,""Ping_Lacson"":182,""Leni_Robredo"":2108,""Ernesto_Abella"":75,""Manny_Pacquiao"":7896,""Bongbong_Marcos"":18359,""Jose_Montemayor"":63,""Leody_de_Guzman"":93,""Faisal_Mangondato"":67,""Norberto_Gonzales"":118}"
elections-2022-president,1102502000,,Bongbong Marcos,"{""Isko_Moreno"":332,""Ping_Lacson"":191,""Leni_Robredo"":1283,""Ernesto_Abella"":68,""Manny_Pacquiao"":2546,""Bongbong_Marcos"":19784,""Jose_Montemayor"":23,""Leody_de_Guzman"":40,""Faisal_Mangondato"":151,""Norberto_Gonzales"":53}"
elections-2022-president,1102503000,,Bongbong Marcos,"{""Isko_Moreno"":90,""Ping_Lacson"":36,""Leni_Robredo"":524,""Ernesto_Abella"":29,""Manny_Pacquiao"":2463,""Bongbong_Marcos"":4924,""Jose_Montemayor"":19,""Leody_de_Guzman"":19,""Faisal_Mangondato"":5,""Norberto_Gonzales"":18}"
elections-2022-president,1102504000,,Bongbong Marcos,"{""Isko_Moreno"":333,""Ping_Lacson"":171,""Leni_Robredo"":1956,""Ernesto_Abella"":105,""Manny_Pacquiao"":3016,""Bongbong_Marcos"":15074,""Jose_Montemayor"":122,""Leody_de_Guzman"":93,""Faisal_Mangondato"":22,""Norberto_Gonzales"":54}"
elections-2022-president,1102505000,,Bongbong Marcos,"{""Isko_Moreno"":250,""Ping_Lacson"":182,""Leni_Robredo"":1838,""Ernesto_Abella"":117,""Manny_Pacquiao"":5001,""Bongbong_Marcos"":15388,""Jose_Montemayor"":36,""Leody_de_Guzman"":69,""Faisal_Mangondato"":38,""Norberto_Gonzales"":77}"
elections-2022-president,1102506000,,Bongbong Marcos,"{""Isko_Moreno"":353,""Ping_Lacson"":213,""Leni_Robredo"":1114,""Ernesto_Abella"":120,""Manny_Pacquiao"":3010,""Bongbong_Marcos"":26596,""Jose_Montemayor"":45,""Leody_de_Guzman"":85,""Faisal_Mangondato"":52,""Norberto_Gonzales"":88}"
elections-2022-president,1102507000,,Bongbong Marcos,"{""Isko_Moreno"":549,""Ping_Lacson"":282,""Leni_Robredo"":2320,""Ernesto_Abella"":163,""Manny_Pacquiao"":5231,""Bongbong_Marcos"":29751,""Jose_Montemayor"":66,""Leody_de_Guzman"":117,""Faisal_Mangondato"":137,""Norberto_Gonzales"":99}"
elections-2022-president,1102508000,,Bongbong Marcos,"{""Isko_Moreno"":220,""Ping_Lacson"":214,""Leni_Robredo"":1294,""Ernesto_Abella"":167,""Manny_Pacquiao"":5590,""Bongbong_Marcos"":15105,""Jose_Montemayor"":115,""Leody_de_Guzman"":79,""Faisal_Mangondato"":33,""Norberto_Gonzales"":60}"
elections-2022-president,1102509000,,Bongbong Marcos,"{""Isko_Moreno"":1051,""Ping_Lacson"":628,""Leni_Robredo"":4462,""Ernesto_Abella"":222,""Manny_Pacquiao"":8849,""Bongbong_Marcos"":63568,""Jose_Montemayor"":170,""Leody_de_Guzman"":128,""Faisal_Mangondato"":476,""Norberto_Gonzales"":134}"
elections-2022-president,1102510000,,Bongbong Marcos,"{""Isko_Moreno"":215,""Ping_Lacson"":182,""Leni_Robredo"":1053,""Ernesto_Abella"":40,""Manny_Pacquiao"":1842,""Bongbong_Marcos"":16212,""Jose_Montemayor"":24,""Leody_de_Guzman"":31,""Faisal_Mangondato"":32,""Norberto_Gonzales"":39}"
elections-2022-president,1102511000,,Bongbong Marcos,"{""Isko_Moreno"":232,""Ping_Lacson"":130,""Leni_Robredo"":1472,""Ernesto_Abella"":74,""Manny_Pacquiao"":3665,""Bongbong_Marcos"":8871,""Jose_Montemayor"":42,""Leody_de_Guzman"":49,""Faisal_Mangondato"":127,""Norberto_Gonzales"":59}"
elections-2022-president,1108201000,,Bongbong Marcos,"{""Isko_Moreno"":612,""Ping_Lacson"":528,""Leni_Robredo"":3106,""Ernesto_Abella"":118,""Manny_Pacquiao"":4768,""Bongbong_Marcos"":40580,""Jose_Montemayor"":66,""Leody_de_Guzman"":105,""Faisal_Mangondato"":82,""Norberto_Gonzales"":153}"
elections-2022-president,1108202000,,Bongbong Marcos,"{""Isko_Moreno"":437,""Ping_Lacson"":245,""Leni_Robredo"":2198,""Ernesto_Abella"":156,""Manny_Pacquiao"":5743,""Bongbong_Marcos"":32497,""Jose_Montemayor"":43,""Leody_de_Guzman"":133,""Faisal_Mangondato"":28,""Norberto_Gonzales"":171}"
elections-2022-president,1108203000,,Bongbong Marcos,"{""Isko_Moreno"":189,""Ping_Lacson"":162,""Leni_Robredo"":1258,""Ernesto_Abella"":47,""Manny_Pacquiao"":2198,""Bongbong_Marcos"":19441,""Jose_Montemayor"":33,""Leody_de_Guzman"":73,""Faisal_Mangondato"":73,""Norberto_Gonzales"":80}"
elections-2022-president,1108204000,,Bongbong Marcos,"{""Isko_Moreno"":359,""Ping_Lacson"":353,""Leni_Robredo"":2251,""Ernesto_Abella"":89,""Manny_Pacquiao"":3016,""Bongbong_Marcos"":42983,""Jose_Montemayor"":39,""Leody_de_Guzman"":74,""Faisal_Mangondato"":105,""Norberto_Gonzales"":116}"
elections-2022-president,1108205000,,Bongbong Marcos,"{""Isko_Moreno"":319,""Ping_Lacson"":246,""Leni_Robredo"":1258,""Ernesto_Abella"":84,""Manny_Pacquiao"":2812,""Bongbong_Marcos"":30966,""Jose_Montemayor"":123,""Leody_de_Guzman"":62,""Faisal_Mangondato"":50,""Norberto_Gonzales"":91}"
elections-2022-president,1108206000,,Bongbong Marcos,"{""Isko_Moreno"":190,""Ping_Lacson"":368,""Leni_Robredo"":1143,""Ernesto_Abella"":42,""Manny_Pacquiao"":1349,""Bongbong_Marcos"":20115,""Jose_Montemayor"":16,""Leody_de_Guzman"":45,""Faisal_Mangondato"":21,""Norberto_Gonzales"":69}"
elections-2022-president,1108207000,,Bongbong Marcos,"{""Isko_Moreno"":645,""Ping_Lacson"":720,""Leni_Robredo"":3321,""Ernesto_Abella"":106,""Manny_Pacquiao"":5009,""Bongbong_Marcos"":43676,""Jose_Montemayor"":79,""Leody_de_Guzman"":114,""Faisal_Mangondato"":138,""Norberto_Gonzales"":152}"
elections-2022-president,1108208000,,Bongbong Marcos,"{""Isko_Moreno"":241,""Ping_Lacson"":206,""Leni_Robredo"":1432,""Ernesto_Abella"":105,""Manny_Pacquiao"":3295,""Bongbong_Marcos"":20555,""Jose_Montemayor"":30,""Leody_de_Guzman"":48,""Faisal_Mangondato"":16,""Norberto_Gonzales"":59}"
elections-2022-president,1108209000,,Bongbong Marcos,"{""Isko_Moreno"":478,""Ping_Lacson"":480,""Leni_Robredo"":2195,""Ernesto_Abella"":76,""Manny_Pacquiao"":3551,""Bongbong_Marcos"":34007,""Jose_Montemayor"":56,""Leody_de_Guzman"":85,""Faisal_Mangondato"":74,""Norberto_Gonzales"":102}"
elections-2022-president,1108210000,,Bongbong Marcos,"{""Isko_Moreno"":270,""Ping_Lacson"":262,""Leni_Robredo"":1586,""Ernesto_Abella"":62,""Manny_Pacquiao"":3601,""Bongbong_Marcos"":21812,""Jose_Montemayor"":31,""Leody_de_Guzman"":50,""Faisal_Mangondato"":17,""Norberto_Gonzales"":76}"
elections-2022-president,1108211000,,Bongbong Marcos,"{""Isko_Moreno"":518,""Ping_Lacson"":355,""Leni_Robredo"":2929,""Ernesto_Abella"":158,""Manny_Pacquiao"":6519,""Bongbong_Marcos"":37297,""Jose_Montemayor"":71,""Leody_de_Guzman"":140,""Faisal_Mangondato"":218,""Norberto_Gonzales"":185}"
elections-2022-president,1108601000,,Bongbong Marcos,"{""Isko_Moreno"":112,""Ping_Lacson"":70,""Leni_Robredo"":391,""Ernesto_Abella"":61,""Manny_Pacquiao"":3008,""Bongbong_Marcos"":14176,""Jose_Montemayor"":27,""Leody_de_Guzman"":32,""Faisal_Mangondato"":12,""Norberto_Gonzales"":57}"
elections-2022-president,1108602000,,Manny Pacquiao,"{""Isko_Moreno"":114,""Ping_Lacson"":69,""Leni_Robredo"":587,""Ernesto_Abella"":71,""Manny_Pacquiao"":15781,""Bongbong_Marcos"":10452,""Jose_Montemayor"":59,""Leody_de_Guzman"":47,""Faisal_Mangondato"":73,""Norberto_Gonzales"":58}"
elections-2022-president,1108603000,,Bongbong Marcos,"{""Isko_Moreno"":229,""Ping_Lacson"":162,""Leni_Robredo"":850,""Ernesto_Abella"":60,""Manny_Pacquiao"":3088,""Bongbong_Marcos"":52898,""Jose_Montemayor"":26,""Leody_de_Guzman"":32,""Faisal_Mangondato"":89,""Norberto_Gonzales"":76}"
elections-2022-president,1108604000,,Bongbong Marcos,"{""Isko_Moreno"":197,""Ping_Lacson"":105,""Leni_Robredo"":912,""Ernesto_Abella"":86,""Manny_Pacquiao"":3943,""Bongbong_Marcos"":19963,""Jose_Montemayor"":33,""Leody_de_Guzman"":70,""Faisal_Mangondato"":33,""Norberto_Gonzales"":46}"
elections-2022-president,1108605000,,Bongbong Marcos,"{""Isko_Moreno"":71,""Ping_Lacson"":32,""Leni_Robredo"":241,""Ernesto_Abella"":54,""Manny_Pacquiao"":4543,""Bongbong_Marcos"":4776,""Jose_Montemayor"":16,""Leody_de_Guzman"":21,""Faisal_Mangondato"":497,""Norberto_Gonzales"":28}"
elections-2022-president,1204701000,,Bongbong Marcos,"{""Isko_Moreno"":747,""Ping_Lacson"":600,""Leni_Robredo"":5714,""Ernesto_Abella"":141,""Manny_Pacquiao"":4158,""Bongbong_Marcos"":19606,""Jose_Montemayor"":49,""Leody_de_Guzman"":77,""Faisal_Mangondato"":1804,""Norberto_Gonzales"":90}"
elections-2022-president,1204702000,,Bongbong Marcos,"{""Isko_Moreno"":495,""Ping_Lacson"":125,""Leni_Robredo"":7052,""Ernesto_Abella"":26,""Manny_Pacquiao"":1800,""Bongbong_Marcos"":27301,""Jose_Montemayor"":23,""Leody_de_Guzman"":19,""Faisal_Mangondato"":180,""Norberto_Gonzales"":40}"
elections-2022-president,1204703000,,Bongbong Marcos,"{""Isko_Moreno"":1343,""Ping_Lacson"":211,""Leni_Robredo"":9567,""Ernesto_Abella"":69,""Manny_Pacquiao"":792,""Bongbong_Marcos"":25624,""Jose_Montemayor"":22,""Leody_de_Guzman"":105,""Faisal_Mangondato"":304,""Norberto_Gonzales"":88}"
elections-2022-president,1204704000,,Bongbong Marcos,"{""Isko_Moreno"":1601,""Ping_Lacson"":1286,""Leni_Robredo"":6927,""Ernesto_Abella"":113,""Manny_Pacquiao"":4544,""Bongbong_Marcos"":61843,""Jose_Montemayor"":117,""Leody_de_Guzman"":116,""Faisal_Mangondato"":311,""Norberto_Gonzales"":147}"
