id,title,description,category,kind,level,unit,value_label,source_name,source_url,series
elections-2022-president,2022 presidential results,"Country-level results match the final Congressional canvass proclamation (53,815,469 total votes). Sub-national results (province, city/municipality, barangay) are from the COMELEC transparency server (98.92% of local ERs received — 105,035 of 106,174 expected). Region totals are derived by summing their constituent municipalities. NCR cities attach directly to the region; NIR is derived from its provinces; HUCs are grouped under their geographical provinces.",Elections,series,region,votes,,COMELEC 2022 transparency results + Congressional canvass,https://2022electionresults.comelec.gov.ph/,"[{""key"":""Bongbong_Marcos"",""color"":""#bb1e1e"",""label"":""Bongbong Marcos""},{""key"":""Leni_Robredo"",""color"":""#ec1c8f"",""label"":""Leni Robredo""},{""key"":""Manny_Pacquiao"",""color"":""#33a02c"",""label"":""Manny Pacquiao""},{""key"":""Isko_Moreno"",""color"":""#1f78b4"",""label"":""Isko Moreno""},{""key"":""Ping_Lacson"",""color"":""#6a3d9a"",""label"":""Ping Lacson""},{""key"":""Faisal_Mangondato"",""color"":""#999999"",""label"":""Faisal Mangondato""},{""key"":""Ernesto_Abella"",""color"":""#7f7f7f"",""label"":""Ernesto Abella""},{""key"":""Leody_de_Guzman"",""color"":""#ff7f00"",""label"":""Leody de Guzman""},{""key"":""Norberto_Gonzales"",""color"":""#8c510a"",""label"":""Norberto Gonzales""},{""key"":""Jose_Montemayor"",""color"":""#b15928"",""label"":""Jose Montemayor""}]"
